"","departamento","municipio","Municipio","caracteristica","grupo","observaciones"
"98","7","13","San Lucas Tolimán","Total de personas","No hay grupo",29772
"99","7","14","Santa Cruz la Laguna","Total de personas","No hay grupo",5820
"100","7","15","San Pablo la Laguna","Total de personas","No hay grupo",7299
"101","7","16","San Marcos la Laguna","Total de personas","No hay grupo",2617
"102","7","17","San Juan la Laguna","Total de personas","No hay grupo",12162
"103","7","18","San Pedro la Laguna","Total de personas","No hay grupo",10705
"104","7","19","Santiago Atitlán","Total de personas","No hay grupo",41877
"105","8","01","Totonicapán","Total de personas","No hay grupo",103952
"106","8","02","San Cristóbal Totonicapán","Total de personas","No hay grupo",36119
"107","8","03","San Francisco el Alto","Total de personas","No hay grupo",57894
"108","8","04","San Andrés Xecul","Total de personas","No hay grupo",26984
"109","8","05","Momostenango","Total de personas","No hay grupo",105617
"110","8","06","Santa María Chiquimula","Total de personas","No hay grupo",55013
"111","8","07","Santa Lucía la Reforma","Total de personas","No hay grupo",22378
"112","8","08","San Bartolo Aguas Calientes","Total de personas","No hay grupo",10612
"113","9","01","Quetzaltenango","Total de personas","No hay grupo",180706
"114","9","02","Salcajá","Total de personas","No hay grupo",19434
"115","9","03","San Juan Olintepeque","Total de personas","No hay grupo",35060
"116","9","04","San Carlos Sija","Total de personas","No hay grupo",30224
"117","9","05","Sibilia","Total de personas","No hay grupo",8407
"118","9","06","Cabricán","Total de personas","No hay grupo",23033
"119","9","07","Cajolá","Total de personas","No hay grupo",14948
"120","9","08","San Miguel Siguilá","Total de personas","No hay grupo",7889
"121","9","09","San Juan Ostuncalco","Total de personas","No hay grupo",51828
"122","9","10","San Mateo","Total de personas","No hay grupo",7895
"123","9","11","Concepción Chiquirichapa","Total de personas","No hay grupo",17342
"124","9","12","San Martín Sacatepéquez","Total de personas","No hay grupo",29373
"125","9","13","Almolonga","Total de personas","No hay grupo",15724
"126","9","14","Cantel","Total de personas","No hay grupo",42142
"127","9","15","Huitán","Total de personas","No hay grupo",13450
"128","9","16","Zunil","Total de personas","No hay grupo",14118
"129","9","17","Colomba Costa Cuca","Total de personas","No hay grupo",47544
"130","9","18","San Francisco la Unión","Total de personas","No hay grupo",7939
"131","9","19","El Palmar","Total de personas","No hay grupo",29132
"132","9","20","Coatepeque","Total de personas","No hay grupo",105415
"133","9","21","Génova","Total de personas","No hay grupo",37497
"134","9","22","Flores Costa Cuca","Total de personas","No hay grupo",21630
"135","9","23","La Esperanza","Total de personas","No hay grupo",22166
"136","9","24","Palestina de los Altos","Total de personas","No hay grupo",16205
"137","1","00","Mazatenango","Total de personas","No hay grupo",77431
"138","1","00","Cuyotenango","Total de personas","No hay grupo",33436
"139","1","00","San Francisco Zapotitlán","Total de personas","No hay grupo",22533
"140","1","00","San Bernardino","Total de personas","No hay grupo",15849
"141","1","00","San José el Ídolo","Total de personas","No hay grupo",10212
"142","1","00","Santo Domingo Suchitepéquez","Total de personas","No hay grupo",42291
"143","1","00","San Lorenzo","Total de personas","No hay grupo",13282
"144","1","00","Samayac","Total de personas","No hay grupo",24790
"145","1","00","San Pablo Jocopilas","Total de personas","No hay grupo",20433
"146","1","01","San Antonio Suchitepéquez","Total de personas","No hay grupo",59184
"147","1","01","San Miguel Panán","Total de personas","No hay grupo",10320
"148","1","01","San Gabriel","Total de personas","No hay grupo",7383
"149","1","01","Chicacao","Total de personas","No hay grupo",60735
"150","1","01","Patulul","Total de personas","No hay grupo",40683
"151","1","01","Santa Bárbara","Total de personas","No hay grupo",26346
"152","1","01","San Juan Bautista","Total de personas","No hay grupo",7826
"153","1","01","Santo Tomas la Unión","Total de personas","No hay grupo",11698
"154","1","01","Zunilito","Total de personas","No hay grupo",8280
"155","1","01","Pueblo Nuevo","Total de personas","No hay grupo",11315
"156","1","02","Río Bravo","Total de personas","No hay grupo",27606
"157","1","02","San José La Máquina","Total de personas","No hay grupo",23062
"158","1","10","Retalhuleu","Total de personas","No hay grupo",90505
"159","1","10","San Sebastián","Total de personas","No hay grupo",29167
"160","1","10","Santa Cruz Muluá","Total de personas","No hay grupo",13545
"161","1","10","San Martín Zapotitlán","Total de personas","No hay grupo",12083
"162","1","10","San Felipe","Total de personas","No hay grupo",24446
"163","1","10","San Andrés Villa Seca","Total de personas","No hay grupo",47820
"164","1","10","Champerico","Total de personas","No hay grupo",32815
"165","1","10","Nuevo San Carlos","Total de personas","No hay grupo",39565
"166","1","10","El Asintal","Total de personas","No hay grupo",36882
"167","1","20","San Marcos","Total de personas","No hay grupo",47063
"168","1","20","San Pedro Sacatepéquez","Total de personas","No hay grupo",79158
"169","1","20","San Antonio Sacatepéquez","Total de personas","No hay grupo",19100
"170","1","20","Comitancillo","Total de personas","No hay grupo",59489
"171","1","20","San Miguel Ixtahuacán","Total de personas","No hay grupo",47301
"172","1","20","Concepción Tutuapa","Total de personas","No hay grupo",68148
"173","1","20","Tacaná","Total de personas","No hay grupo",75788
"174","1","20","Sibinal","Total de personas","No hay grupo",15733
"175","1","20","Tajumulco","Total de personas","No hay grupo",50907
"176","1","21","Tejutla","Total de personas","No hay grupo",38669
"177","1","21","San Rafael Pie de la Cuesta","Total de personas","No hay grupo",17139
"178","1","21","Nuevo Progreso","Total de personas","No hay grupo",30067
"179","1","21","El Tumbador","Total de personas","No hay grupo",44395
"180","1","21","San José el Rodeo","Total de personas","No hay grupo",17881
"181","1","21","Malacatán","Total de personas","No hay grupo",92816
"182","1","21","Catarina","Total de personas","No hay grupo",30014
"183","1","21","Ayutla","Total de personas","No hay grupo",37049
"184","1","21","Ocós","Total de personas","No hay grupo",10841
"185","1","21","San Pablo","Total de personas","No hay grupo",48937
"186","1","22","El Quetzal","Total de personas","No hay grupo",23511
"187","1","22","La Reforma","Total de personas","No hay grupo",17918
"188","1","22","Pajapita","Total de personas","No hay grupo",21725
"189","1","22","Ixchiguán","Total de personas","No hay grupo",22375
"190","1","22","San José Ojetenam","Total de personas","No hay grupo",19009
"191","1","22","San Cristóbal Cucho","Total de personas","No hay grupo",16619
"192","1","22","Sipacapa","Total de personas","No hay grupo",20178
"193","1","22","Esquipulas Palo Gordo","Total de personas","No hay grupo",12892
"194","1","22","Río Blanco","Total de personas","No hay grupo",5318
"195","1","22","San Lorenzo","Total de personas","No hay grupo",13125
"196","1","23","La Blanca","Total de personas","No hay grupo",29112
"197","1","30","Huehuetenango","Total de personas","No hay grupo",117818
"198","1","30","Chiantla","Total de personas","No hay grupo",87447
"199","1","30","Malacatancito","Total de personas","No hay grupo",19155
"200","1","30","Cuilco","Total de personas","No hay grupo",60395
"201","1","30","Nentón","Total de personas","No hay grupo",45679
"202","1","30","San Pedro Necta","Total de personas","No hay grupo",38510
"203","1","30","Jacaltenango","Total de personas","No hay grupo",37171
"204","1","30","San Pedro Soloma","Total de personas","No hay grupo",49030
"205","1","30","San Ildefonso Ixtahuacán","Total de personas","No hay grupo",44424
"206","1","31","Santa Bárbara","Total de personas","No hay grupo",33608
"207","1","31","La Libertad","Total de personas","No hay grupo",38234
"208","1","31","La Democracia","Total de personas","No hay grupo",55434
"209","1","31","San Miguel Acatán","Total de personas","No hay grupo",27128
"210","1","31","San Rafael La Independencia","Total de personas","No hay grupo",14149
"211","1","31","Todos Santos Cuchumatán","Total de personas","No hay grupo",30186
"212","1","31","San Juan Atitán","Total de personas","No hay grupo",19418
"213","1","31","Santa Eulalia","Total de personas","No hay grupo",39025
"214","1","31","San Mateo Ixtatán","Total de personas","No hay grupo",43810
"215","1","31","Colotenango","Total de personas","No hay grupo",34834
"216","1","32","San Sebastián Huehuetenango","Total de personas","No hay grupo",32608
"217","1","32","Tectitán","Total de personas","No hay grupo",10830
"218","1","32","Concepción Huista","Total de personas","No hay grupo",18915
"219","1","32","San Juan Ixcoy","Total de personas","No hay grupo",23204
"220","1","32","San Antonio Huista","Total de personas","No hay grupo",16697
"221","1","32","San Sebastián Coatán","Total de personas","No hay grupo",20905
"222","1","32","Santa Cruz Barillas","Total de personas","No hay grupo",100849
"223","1","32","Aguacatán","Total de personas","No hay grupo",49607
"224","1","32","San Rafael Petzal","Total de personas","No hay grupo",11271
"225","1","32","San Gaspar Ixchil","Total de personas","No hay grupo",8142
"226","1","33","Santiago Chimaltenango","Total de personas","No hay grupo",10507
"227","1","33","Santa Ana Huista","Total de personas","No hay grupo",9413
"228","1","33","Unión Cantinil","Total de personas","No hay grupo",15900
"229","1","33","Petatán","Total de personas","No hay grupo",6366
"230","1","40","Santa Cruz del Quiché","Total de personas","No hay grupo",78279
"231","1","40","Chiché","Total de personas","No hay grupo",29646
"232","1","40","Chinique","Total de personas","No hay grupo",11382
"233","1","40","Zacualpa","Total de personas","No hay grupo",32750
"234","1","40","Chajul","Total de personas","No hay grupo",46658
"235","1","40","Santo Tomás Chichicastenango","Total de personas","No hay grupo",141567
"236","1","40","Patzité","Total de personas","No hay grupo",6144
"237","1","40","San Antonio Ilotenango","Total de personas","No hay grupo",25590
"238","1","40","San Pedro Jocopilas","Total de personas","No hay grupo",31950
"239","1","41","Cunén","Total de personas","No hay grupo",41455
"240","1","41","San Juan Cotzal","Total de personas","No hay grupo",31532
"241","1","41","Joyabaj","Total de personas","No hay grupo",82369
"242","1","41","Santa María Nebaj","Total de personas","No hay grupo",72686
"243","1","41","San Andrés Sajcabajá","Total de personas","No hay grupo",24981
"244","1","41","San Miguel Uspantán","Total de personas","No hay grupo",65872
"245","1","41","Sacapulas","Total de personas","No hay grupo",52620
"246","1","41","San Bartolomé Jocotenango","Total de personas","No hay grupo",13568
"247","1","41","Canillá","Total de personas","No hay grupo",12172
"248","1","41","Chicamán","Total de personas","No hay grupo",39731
"249","1","42","Playa Grande Ixcán","Total de personas","No hay grupo",99470
"250","1","42","Pachalum","Total de personas","No hay grupo",8839
"251","1","50","Salamá","Total de personas","No hay grupo",65275
"252","1","50","San Miguel Chicaj","Total de personas","No hay grupo",33121
"253","1","50","Rabinal","Total de personas","No hay grupo",40797
"254","1","50","Cubulco","Total de personas","No hay grupo",54869
"255","1","50","Granados","Total de personas","No hay grupo",13595
"256","1","50","Santa Cruz El Chol","Total de personas","No hay grupo",9538
"257","1","50","San Jerónimo","Total de personas","No hay grupo",25459
"258","1","50","Purulhá","Total de personas","No hay grupo",56822
"259","1","60","Cobán","Total de personas","No hay grupo",212421
"260","1","60","Santa Cruz Verapaz","Total de personas","No hay grupo",32042
"261","1","60","San Cristóbal Verapaz","Total de personas","No hay grupo",68819
"262","1","60","Tactic","Total de personas","No hay grupo",38052
"263","1","60","Tamahú","Total de personas","No hay grupo",19984
"264","1","60","San Miguel Tucurú","Total de personas","No hay grupo",43473
"265","1","60","Panzós","Total de personas","No hay grupo",71846
"266","1","60","Senahú","Total de personas","No hay grupo",91974
"267","1","60","San Pedro Carchá","Total de personas","No hay grupo",235275
"268","1","61","San Juan Chamelco","Total de personas","No hay grupo",57456
"269","1","61","San Agustín Lanquín","Total de personas","No hay grupo",24099
"270","1","61","Santa María Cahabón","Total de personas","No hay grupo",64911
"271","1","61","Chisec","Total de personas","No hay grupo",84553
"272","1","61","Chahal","Total de personas","No hay grupo",26644
"273","1","61","Fray Bartolomé de las Casas","Total de personas","No hay grupo",66141
"274","1","61","Santa Catalina La Tinta","Total de personas","No hay grupo",40516
"275","1","61","Raxruhá","Total de personas","No hay grupo",36832
"276","1","70","Flores","Total de personas","No hay grupo",38186
"277","1","70","San José","Total de personas","No hay grupo",6989
"278","1","70","San Benito","Total de personas","No hay grupo",43841
"279","1","70","San Andrés","Total de personas","No hay grupo",32878
"280","1","70","La Libertad","Total de personas","No hay grupo",71939
"281","1","70","San Francisco","Total de personas","No hay grupo",15371
"282","1","70","Santa Ana","Total de personas","No hay grupo",21970
"283","1","70","Dolores","Total de personas","No hay grupo",26920
"284","1","70","San Luis","Total de personas","No hay grupo",67038
"285","1","71","Sayaxché","Total de personas","No hay grupo",93414
"286","1","71","Melchor de Mencos","Total de personas","No hay grupo",28238
"287","1","71","Poptún","Total de personas","No hay grupo",52282
"288","1","71","Las Cruces","Total de personas","No hay grupo",32715
"289","1","71","El Chal","Total de personas","No hay grupo",13819
"290","1","80","Puerto Barrios","Total de personas","No hay grupo",100593
"291","1","80","Livingston","Total de personas","No hay grupo",73492
"292","1","80","El Estor","Total de personas","No hay grupo",73328
"293","1","80","Morales","Total de personas","No hay grupo",100361
"294","1","80","Los Amates","Total de personas","No hay grupo",60914
"295","1","90","Zacapa","Total de personas","No hay grupo",60424
"296","1","90","Estanzuela","Total de personas","No hay grupo",9797
"297","1","90","Río Hondo","Total de personas","No hay grupo",21434
"298","1","90","Gualán","Total de personas","No hay grupo",45663
"299","1","90","Teculután","Total de personas","No hay grupo",17602
"300","1","90","Usumatlán","Total de personas","No hay grupo",12232
"301","1","90","Cabañas","Total de personas","No hay grupo",13641
"302","1","90","San Diego","Total de personas","No hay grupo",7235
"303","1","90","La Unión","Total de personas","No hay grupo",33572
"304","1","91","Huité","Total de personas","No hay grupo",11470
"305","1","91","San Jorge","Total de personas","No hay grupo",12304
"306","2","00","Chiquimula","Total de personas","No hay grupo",111505
"307","2","00","San José la Arada","Total de personas","No hay grupo",8756
"308","2","00","San Juan Ermita","Total de personas","No hay grupo",16418
"309","2","00","Jocotán","Total de personas","No hay grupo",66379
"310","2","00","Camotán","Total de personas","No hay grupo",56138
"311","2","00","Olopa","Total de personas","No hay grupo",27511
"312","2","00","Esquipulas","Total de personas","No hay grupo",53556
"313","2","00","Concepción las Minas","Total de personas","No hay grupo",11693
"314","2","00","Quezaltepeque","Total de personas","No hay grupo",28075
"315","2","01","San Jacinto","Total de personas","No hay grupo",12619
"316","2","01","Ipala","Total de personas","No hay grupo",22413
"317","2","10","Jalapa","Total de personas","No hay grupo",159840
"318","2","10","San Pedro Pinula","Total de personas","No hay grupo",61908
"319","2","10","San Luis Jilotepeque","Total de personas","No hay grupo",24679
"320","2","10","San Manuel Chaparrón","Total de personas","No hay grupo",8317
"321","2","10","San Carlos Alzatate","Total de personas","No hay grupo",18977
"322","2","10","Monjas","Total de personas","No hay grupo",27354
"323","2","10","Mataquescuintla","Total de personas","No hay grupo",41848
"324","2","20","Jutiapa","Total de personas","No hay grupo",145880
"325","2","20","El Progreso","Total de personas","No hay grupo",22114
"326","2","20","Santa Catarina Mita","Total de personas","No hay grupo",28983
"327","2","20","Agua Blanca","Total de personas","No hay grupo",16353
"328","2","20","Asunción Mita","Total de personas","No hay grupo",48297
"329","2","20","Yupiltepeque","Total de personas","No hay grupo",17389
"330","2","20","Atescatempa","Total de personas","No hay grupo",18402
"331","2","20","Jerez","Total de personas","No hay grupo",6309
"332","2","20","El Adelanto","Total de personas","No hay grupo",6500
"333","2","21","Zapotitlán","Total de personas","No hay grupo",9126
"334","2","21","Comapa","Total de personas","No hay grupo",32207
"335","2","21","Jalpatagua","Total de personas","No hay grupo",28832
"336","2","21","Conguaco","Total de personas","No hay grupo",23452
"337","2","21","Moyuta","Total de personas","No hay grupo",39781
"338","2","21","Pasaco","Total de personas","No hay grupo",8854
"339","2","21","San José Acatempa","Total de personas","No hay grupo",13206
"340","2","21","Quesada","Total de personas","No hay grupo",22710
"341","1","01","Guatemala","Lugar de Nacimiento","En el mismo municipio",704166
"342","1","02","Santa Catarina Pinula","Lugar de Nacimiento","En el mismo municipio",48096
"343","1","03","San José Pinula","Lugar de Nacimiento","En el mismo municipio",47058
"344","1","04","San José del Golfo","Lugar de Nacimiento","En el mismo municipio",5301
"345","1","05","Palencia","Lugar de Nacimiento","En el mismo municipio",57425
"346","1","06","Chinautla","Lugar de Nacimiento","En el mismo municipio",64757
"347","1","07","San Pedro Ayampuc","Lugar de Nacimiento","En el mismo municipio",38865
"348","1","08","Mixco","Lugar de Nacimiento","En el mismo municipio",226383
"349","1","09","San Pedro Sacatepéquez","Lugar de Nacimiento","En el mismo municipio",35604
"350","1","10","San Juan Sacatepéquez","Lugar de Nacimiento","En el mismo municipio",163185
"351","1","11","San Raymundo","Lugar de Nacimiento","En el mismo municipio",25862
"352","1","12","Chuarrancho","Lugar de Nacimiento","En el mismo municipio",10814
"353","1","13","Fraijanes","Lugar de Nacimiento","En el mismo municipio",31084
"354","1","14","Amatitlán","Lugar de Nacimiento","En el mismo municipio",82105
"355","1","15","Villa Nueva","Lugar de Nacimiento","En el mismo municipio",224532
"356","1","16","Villa Canales","Lugar de Nacimiento","En el mismo municipio",114826
"357","1","17","San Miguel Petapa","Lugar de Nacimiento","En el mismo municipio",57291
"358","2","01","Guastatoya","Lugar de Nacimiento","En el mismo municipio",18288
"359","2","02","Morazán","Lugar de Nacimiento","En el mismo municipio",11147
"360","2","03","San Agustín Acasaguastlán","Lugar de Nacimiento","En el mismo municipio",38514
"361","2","04","San Cristóbal Acasaguastlán","Lugar de Nacimiento","En el mismo municipio",5712
"362","2","05","El Jícaro","Lugar de Nacimiento","En el mismo municipio",10933
"363","2","06","Sansare","Lugar de Nacimiento","En el mismo municipio",11597
"364","2","07","Sanarate","Lugar de Nacimiento","En el mismo municipio",32102
"365","2","08","San Antonio la Paz","Lugar de Nacimiento","En el mismo municipio",15745
"366","3","01","Antigua Guatemala","Lugar de Nacimiento","En el mismo municipio",37035
"367","3","02","Jocotenango","Lugar de Nacimiento","En el mismo municipio",6315
"368","3","03","Pastores","Lugar de Nacimiento","En el mismo municipio",13535
"369","3","04","Sumpango","Lugar de Nacimiento","En el mismo municipio",30998
"370","3","05","Santo Domingo Xenacoj","Lugar de Nacimiento","En el mismo municipio",8730
"371","3","06","Santiago Sacatepéquez","Lugar de Nacimiento","En el mismo municipio",21114
"372","3","07","San Bartolomé Milpas Altas","Lugar de Nacimiento","En el mismo municipio",2989
"373","3","08","San Lucas Sacatepéquez","Lugar de Nacimiento","En el mismo municipio",8148
"374","3","09","Santa Lucía Milpas Altas","Lugar de Nacimiento","En el mismo municipio",5227
"375","3","10","Magdalena Milpas Altas","Lugar de Nacimiento","En el mismo municipio",10654
"376","3","11","Santa María de Jesús","Lugar de Nacimiento","En el mismo municipio",14490
"377","3","12","Ciudad Vieja","Lugar de Nacimiento","En el mismo municipio",22051
"378","3","13","San Miguel Dueñas","Lugar de Nacimiento","En el mismo municipio",8038
"379","3","14","San Juan Alotenango","Lugar de Nacimiento","En el mismo municipio",19308
"380","3","15","San Antonio Aguas Calientes","Lugar de Nacimiento","En el mismo municipio",8469
"381","3","16","Santa Catarina Barahona","Lugar de Nacimiento","En el mismo municipio",2879
"382","4","01","Chimaltenango","Lugar de Nacimiento","En el mismo municipio",70138
"383","4","02","San José Poaquil","Lugar de Nacimiento","En el mismo municipio",25361
"384","4","03","San Martín Jilotepeque","Lugar de Nacimiento","En el mismo municipio",69756
"385","4","04","San Juan Comalapa","Lugar de Nacimiento","En el mismo municipio",45952
"386","4","05","Santa Apolonia","Lugar de Nacimiento","En el mismo municipio",16882
"387","4","06","Tecpán Guatemala","Lugar de Nacimiento","En el mismo municipio",85179
"388","4","07","Patzún","Lugar de Nacimiento","En el mismo municipio",54682
"389","4","08","San Miguel Pochuta","Lugar de Nacimiento","En el mismo municipio",6934
"390","4","09","Patzicía","Lugar de Nacimiento","En el mismo municipio",29281
"391","4","10","Santa Cruz Balanyá","Lugar de Nacimiento","En el mismo municipio",8075
"392","4","11","Acatenango","Lugar de Nacimiento","En el mismo municipio",21027
"393","4","12","San Pedro Yepocapa","Lugar de Nacimiento","En el mismo municipio",29915
"394","4","13","San Andrés Itzapa","Lugar de Nacimiento","En el mismo municipio",25578
"395","4","14","Parramos","Lugar de Nacimiento","En el mismo municipio",10802
"396","4","15","Zaragoza","Lugar de Nacimiento","En el mismo municipio",19107
"397","4","16","El Tejar","Lugar de Nacimiento","En el mismo municipio",6345
"398","5","01","Escuintla","Lugar de Nacimiento","En el mismo municipio",125933
"399","5","02","Santa Lucía Cotzumalguapa","Lugar de Nacimiento","En el mismo municipio",94943
"400","5","03","La Democracia","Lugar de Nacimiento","En el mismo municipio",16724
"401","5","04","Siquinalá","Lugar de Nacimiento","En el mismo municipio",14278
"402","5","05","Masagua","Lugar de Nacimiento","En el mismo municipio",32517
"403","5","06","Tiquisate","Lugar de Nacimiento","En el mismo municipio",44758
"404","5","07","La Gomera","Lugar de Nacimiento","En el mismo municipio",37439
"405","5","08","Guanagazapa","Lugar de Nacimiento","En el mismo municipio",11000
"406","5","09","San José","Lugar de Nacimiento","En el mismo municipio",49192
"407","5","10","Iztapa","Lugar de Nacimiento","En el mismo municipio",13884
"408","5","11","Palín","Lugar de Nacimiento","En el mismo municipio",25425
"409","5","12","San Vicente Pacaya","Lugar de Nacimiento","En el mismo municipio",13572
"410","5","13","Nueva Concepción","Lugar de Nacimiento","En el mismo municipio",59037
"411","5","14","Sipacate","Lugar de Nacimiento","En el mismo municipio",11030
"412","6","01","Cuilapa","Lugar de Nacimiento","En el mismo municipio",33716
"413","6","02","Barberena","Lugar de Nacimiento","En el mismo municipio",43190
"414","6","03","Santa Rosa de Lima","Lugar de Nacimiento","En el mismo municipio",15309
"415","6","04","Casillas","Lugar de Nacimiento","En el mismo municipio",22401
"416","6","05","San Rafael las Flores","Lugar de Nacimiento","En el mismo municipio",9400
"417","6","06","Oratorio","Lugar de Nacimiento","En el mismo municipio",18326
"418","6","07","San Juan Tecuaco","Lugar de Nacimiento","En el mismo municipio",8873
"419","6","08","Chiquimulilla","Lugar de Nacimiento","En el mismo municipio",43464
"420","6","09","Taxisco","Lugar de Nacimiento","En el mismo municipio",24327
"421","6","10","Santa María Ixhuatán","Lugar de Nacimiento","En el mismo municipio",21432
