"","Código","Departamento","caracteristica","grupo","observaciones"
"78","12","San Marcos","Pueblo de pertenencia","Xinka",76
"79","13","Huehuetenango","Pueblo de pertenencia","Xinka",44
"80","14","Quiché","Pueblo de pertenencia","Xinka",59
"81","15","Baja Verapaz","Pueblo de pertenencia","Xinka",63
"82","16","Alta Verapaz","Pueblo de pertenencia","Xinka",147
"83","17","Petén","Pueblo de pertenencia","Xinka",200
"84","18","Izabal","Pueblo de pertenencia","Xinka",105
"85","19","Zacapa","Pueblo de pertenencia","Xinka",46
"86","20","Chiquimula","Pueblo de pertenencia","Xinka",49
"87","21","Jalapa","Pueblo de pertenencia","Xinka",108529
"88","22","Jutiapa","Pueblo de pertenencia","Xinka",94306
"89","1","Guatemala","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",6222
"90","2","El Progreso","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",86
"91","3","Sacatepéquez","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",486
"92","4","Chimaltenango","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",1255
"93","5","Escuintla","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",1466
"94","6","Santa Rosa","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",885
"95","7","Sololá","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",366
"96","8","Totonicapán","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",381
"97","9","Quetzaltenango","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",1197
"98","10","Suchitepéquez","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",3531
"99","11","Retalhuleu","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",684
"100","12","San Marcos","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",495
"101","13","Huehuetenango","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",1305
"102","14","Quiché","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",1690
"103","15","Baja Verapaz","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",542
"104","16","Alta Verapaz","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",1288
"105","17","Petén","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",1097
"106","18","Izabal","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",1529
"107","19","Zacapa","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",791
"108","20","Chiquimula","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",771
"109","21","Jalapa","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",690
"110","22","Jutiapa","Pueblo de pertenencia","Afrodescendiente/Creole/Afromestizo",890
"111","1","Guatemala","Pueblo de pertenencia","Ladina(o)",2578135
"112","2","El Progreso","Pueblo de pertenencia","Ladina(o)",173441
"113","3","Sacatepéquez","Pueblo de pertenencia","Ladina(o)",195101
"114","4","Chimaltenango","Pueblo de pertenencia","Ladina(o)",131674
"115","5","Escuintla","Pueblo de pertenencia","Ladina(o)",691936
"116","6","Santa Rosa","Pueblo de pertenencia","Ladina(o)",330149
"117","7","Sololá","Pueblo de pertenencia","Ladina(o)",14025
"118","8","Totonicapán","Pueblo de pertenencia","Ladina(o)",7528
"119","9","Quetzaltenango","Pueblo de pertenencia","Ladina(o)",388850
"120","10","Suchitepéquez","Pueblo de pertenencia","Ladina(o)",338471
"121","11","Retalhuleu","Pueblo de pertenencia","Ladina(o)",276576
"122","12","San Marcos","Pueblo de pertenencia","Ladina(o)",711812
"123","13","Huehuetenango","Pueblo de pertenencia","Ladina(o)",406836
"124","14","Quiché","Pueblo de pertenencia","Ladina(o)",100150
"125","15","Baja Verapaz","Pueblo de pertenencia","Ladina(o)",118660
"126","16","Alta Verapaz","Pueblo de pertenencia","Ladina(o)",82505
"127","17","Petén","Pueblo de pertenencia","Ladina(o)",378129
"128","18","Izabal","Pueblo de pertenencia","Ladina(o)",287869
"129","19","Zacapa","Pueblo de pertenencia","Ladina(o)",238987
"130","20","Chiquimula","Pueblo de pertenencia","Ladina(o)",301454
"131","21","Jalapa","Pueblo de pertenencia","Ladina(o)",207497
"132","22","Jutiapa","Pueblo de pertenencia","Ladina(o)",386335
"133","1","Guatemala","Pueblo de pertenencia","Extranjera(o)",20383
"134","2","El Progreso","Pueblo de pertenencia","Extranjera(o)",248
"135","3","Sacatepéquez","Pueblo de pertenencia","Extranjera(o)",1486
"136","4","Chimaltenango","Pueblo de pertenencia","Extranjera(o)",712
"137","5","Escuintla","Pueblo de pertenencia","Extranjera(o)",1487
"138","6","Santa Rosa","Pueblo de pertenencia","Extranjera(o)",1209
"139","7","Sololá","Pueblo de pertenencia","Extranjera(o)",475
"140","8","Totonicapán","Pueblo de pertenencia","Extranjera(o)",142
"141","9","Quetzaltenango","Pueblo de pertenencia","Extranjera(o)",1682
"142","10","Suchitepéquez","Pueblo de pertenencia","Extranjera(o)",741
"143","11","Retalhuleu","Pueblo de pertenencia","Extranjera(o)",381
"144","12","San Marcos","Pueblo de pertenencia","Extranjera(o)",1044
"145","13","Huehuetenango","Pueblo de pertenencia","Extranjera(o)",729
"146","14","Quiché","Pueblo de pertenencia","Extranjera(o)",306
"147","15","Baja Verapaz","Pueblo de pertenencia","Extranjera(o)",221
"148","16","Alta Verapaz","Pueblo de pertenencia","Extranjera(o)",593
"149","17","Petén","Pueblo de pertenencia","Extranjera(o)",898
"150","18","Izabal","Pueblo de pertenencia","Extranjera(o)",887
"151","19","Zacapa","Pueblo de pertenencia","Extranjera(o)",432
"152","20","Chiquimula","Pueblo de pertenencia","Extranjera(o)",624
"153","21","Jalapa","Pueblo de pertenencia","Extranjera(o)",484
"154","22","Jutiapa","Pueblo de pertenencia","Extranjera(o)",1156
"155","1","Guatemala","Comunidad lingüística","Achi",11896
"156","2","El Progreso","Comunidad lingüística","Achi",145
"157","3","Sacatepéquez","Comunidad lingüística","Achi",1123
"158","4","Chimaltenango","Comunidad lingüística","Achi",1744
"159","5","Escuintla","Comunidad lingüística","Achi",1075
"160","6","Santa Rosa","Comunidad lingüística","Achi",520
"161","7","Sololá","Comunidad lingüística","Achi",1287
"162","8","Totonicapán","Comunidad lingüística","Achi",1234
"163","9","Quetzaltenango","Comunidad lingüística","Achi",1079
"164","10","Suchitepéquez","Comunidad lingüística","Achi",796
"165","11","Retalhuleu","Comunidad lingüística","Achi",193
"166","12","San Marcos","Comunidad lingüística","Achi",899
"167","13","Huehuetenango","Comunidad lingüística","Achi",1656
"168","14","Quiché","Comunidad lingüística","Achi",4824
"169","15","Baja Verapaz","Comunidad lingüística","Achi",121340
"170","16","Alta Verapaz","Comunidad lingüística","Achi",7467
"171","17","Petén","Comunidad lingüística","Achi",2314
"172","18","Izabal","Comunidad lingüística","Achi",360
"173","19","Zacapa","Comunidad lingüística","Achi",149
"174","20","Chiquimula","Comunidad lingüística","Achi",334
"175","21","Jalapa","Comunidad lingüística","Achi",204
"176","22","Jutiapa","Comunidad lingüística","Achi",219
"177","1","Guatemala","Comunidad lingüística","Akateka",1246
"178","2","El Progreso","Comunidad lingüística","Akateka",4
"179","3","Sacatepéquez","Comunidad lingüística","Akateka",244
"180","4","Chimaltenango","Comunidad lingüística","Akateka",418
"181","5","Escuintla","Comunidad lingüística","Akateka",243
"182","6","Santa Rosa","Comunidad lingüística","Akateka",140
"183","7","Sololá","Comunidad lingüística","Akateka",365
"184","8","Totonicapán","Comunidad lingüística","Akateka",531
"185","9","Quetzaltenango","Comunidad lingüística","Akateka",1268
"186","10","Suchitepéquez","Comunidad lingüística","Akateka",456
"187","11","Retalhuleu","Comunidad lingüística","Akateka",115
"188","12","San Marcos","Comunidad lingüística","Akateka",767
"189","13","Huehuetenango","Comunidad lingüística","Akateka",56945
"190","14","Quiché","Comunidad lingüística","Akateka",1131
"191","15","Baja Verapaz","Comunidad lingüística","Akateka",132
"192","16","Alta Verapaz","Comunidad lingüística","Akateka",1332
"193","17","Petén","Comunidad lingüística","Akateka",140
"194","18","Izabal","Comunidad lingüística","Akateka",116
"195","19","Zacapa","Comunidad lingüística","Akateka",31
"196","20","Chiquimula","Comunidad lingüística","Akateka",92
"197","21","Jalapa","Comunidad lingüística","Akateka",150
"198","22","Jutiapa","Comunidad lingüística","Akateka",99
"199","1","Guatemala","Comunidad lingüística","Awakateka",812
"200","2","El Progreso","Comunidad lingüística","Awakateka",2
"201","3","Sacatepéquez","Comunidad lingüística","Awakateka",44
"202","4","Chimaltenango","Comunidad lingüística","Awakateka",40
"203","5","Escuintla","Comunidad lingüística","Awakateka",259
"204","6","Santa Rosa","Comunidad lingüística","Awakateka",153
"205","7","Sololá","Comunidad lingüística","Awakateka",13
"206","8","Totonicapán","Comunidad lingüística","Awakateka",19
"207","9","Quetzaltenango","Comunidad lingüística","Awakateka",112
"208","10","Suchitepéquez","Comunidad lingüística","Awakateka",23
"209","11","Retalhuleu","Comunidad lingüística","Awakateka",4
"210","12","San Marcos","Comunidad lingüística","Awakateka",20
"211","13","Huehuetenango","Comunidad lingüística","Awakateka",10039
"212","14","Quiché","Comunidad lingüística","Awakateka",359
"213","15","Baja Verapaz","Comunidad lingüística","Awakateka",5
"214","16","Alta Verapaz","Comunidad lingüística","Awakateka",68
"215","17","Petén","Comunidad lingüística","Awakateka",4
"216","18","Izabal","Comunidad lingüística","Awakateka",4
"217","19","Zacapa","Comunidad lingüística","Awakateka",8
"218","20","Chiquimula","Comunidad lingüística","Awakateka",26
"219","21","Jalapa","Comunidad lingüística","Awakateka",289
"220","22","Jutiapa","Comunidad lingüística","Awakateka",238
"221","1","Guatemala","Comunidad lingüística","Ch'orti'",319
"222","2","El Progreso","Comunidad lingüística","Ch'orti'",10
"223","3","Sacatepéquez","Comunidad lingüística","Ch'orti'",50
"224","4","Chimaltenango","Comunidad lingüística","Ch'orti'",12
"225","5","Escuintla","Comunidad lingüística","Ch'orti'",41
"226","6","Santa Rosa","Comunidad lingüística","Ch'orti'",52
"227","7","Sololá","Comunidad lingüística","Ch'orti'",5
"228","8","Totonicapán","Comunidad lingüística","Ch'orti'",10
"229","9","Quetzaltenango","Comunidad lingüística","Ch'orti'",12
"230","10","Suchitepéquez","Comunidad lingüística","Ch'orti'",11
"231","11","Retalhuleu","Comunidad lingüística","Ch'orti'",10
"232","12","San Marcos","Comunidad lingüística","Ch'orti'",7
"233","13","Huehuetenango","Comunidad lingüística","Ch'orti'",110
"234","14","Quiché","Comunidad lingüística","Ch'orti'",61
"235","15","Baja Verapaz","Comunidad lingüística","Ch'orti'",60
"236","16","Alta Verapaz","Comunidad lingüística","Ch'orti'",26
"237","17","Petén","Comunidad lingüística","Ch'orti'",417
"238","18","Izabal","Comunidad lingüística","Ch'orti'",235
"239","19","Zacapa","Comunidad lingüística","Ch'orti'",2092
"240","20","Chiquimula","Comunidad lingüística","Ch'orti'",108758
"241","21","Jalapa","Comunidad lingüística","Ch'orti'",51
"242","22","Jutiapa","Comunidad lingüística","Ch'orti'",83
"243","1","Guatemala","Comunidad lingüística","Chalchiteka",5013
"244","2","El Progreso","Comunidad lingüística","Chalchiteka",580
"245","3","Sacatepéquez","Comunidad lingüística","Chalchiteka",667
"246","4","Chimaltenango","Comunidad lingüística","Chalchiteka",266
"247","5","Escuintla","Comunidad lingüística","Chalchiteka",1326
"248","6","Santa Rosa","Comunidad lingüística","Chalchiteka",562
"249","7","Sololá","Comunidad lingüística","Chalchiteka",69
"250","8","Totonicapán","Comunidad lingüística","Chalchiteka",35
"251","9","Quetzaltenango","Comunidad lingüística","Chalchiteka",626
"252","10","Suchitepéquez","Comunidad lingüística","Chalchiteka",548
"253","11","Retalhuleu","Comunidad lingüística","Chalchiteka",470
"254","12","San Marcos","Comunidad lingüística","Chalchiteka",1504
"255","13","Huehuetenango","Comunidad lingüística","Chalchiteka",17027
"256","14","Quiché","Comunidad lingüística","Chalchiteka",448
"257","15","Baja Verapaz","Comunidad lingüística","Chalchiteka",454
"258","16","Alta Verapaz","Comunidad lingüística","Chalchiteka",343
"259","17","Petén","Comunidad lingüística","Chalchiteka",464
"260","18","Izabal","Comunidad lingüística","Chalchiteka",322
"261","19","Zacapa","Comunidad lingüística","Chalchiteka",894
"262","20","Chiquimula","Comunidad lingüística","Chalchiteka",821
"263","21","Jalapa","Comunidad lingüística","Chalchiteka",419
"264","22","Jutiapa","Comunidad lingüística","Chalchiteka",783
"265","1","Guatemala","Comunidad lingüística","Chuj",337
"266","2","El Progreso","Comunidad lingüística","Chuj",1
"267","3","Sacatepéquez","Comunidad lingüística","Chuj",49
"268","4","Chimaltenango","Comunidad lingüística","Chuj",16
"269","5","Escuintla","Comunidad lingüística","Chuj",21
"270","6","Santa Rosa","Comunidad lingüística","Chuj",12
"271","7","Sololá","Comunidad lingüística","Chuj",13
"272","8","Totonicapán","Comunidad lingüística","Chuj",9
"273","9","Quetzaltenango","Comunidad lingüística","Chuj",56
"274","10","Suchitepéquez","Comunidad lingüística","Chuj",4
"275","11","Retalhuleu","Comunidad lingüística","Chuj",35
"276","12","San Marcos","Comunidad lingüística","Chuj",32
"277","13","Huehuetenango","Comunidad lingüística","Chuj",89663
"278","14","Quiché","Comunidad lingüística","Chuj",642
"279","15","Baja Verapaz","Comunidad lingüística","Chuj",6
"280","16","Alta Verapaz","Comunidad lingüística","Chuj",422
"281","17","Petén","Comunidad lingüística","Chuj",18
"282","18","Izabal","Comunidad lingüística","Chuj",6
"283","19","Zacapa","Comunidad lingüística","Chuj",1
"284","20","Chiquimula","Comunidad lingüística","Chuj",26
"285","21","Jalapa","Comunidad lingüística","Chuj",7
"286","22","Jutiapa","Comunidad lingüística","Chuj",15
"287","1","Guatemala","Comunidad lingüística","Itza'",128
"288","2","El Progreso","Comunidad lingüística","Itza'",0
"289","3","Sacatepéquez","Comunidad lingüística","Itza'",8
"290","4","Chimaltenango","Comunidad lingüística","Itza'",4
"291","5","Escuintla","Comunidad lingüística","Itza'",38
"292","6","Santa Rosa","Comunidad lingüística","Itza'",1
"293","7","Sololá","Comunidad lingüística","Itza'",3
"294","8","Totonicapán","Comunidad lingüística","Itza'",3
"295","9","Quetzaltenango","Comunidad lingüística","Itza'",1
"296","10","Suchitepéquez","Comunidad lingüística","Itza'",4
"297","11","Retalhuleu","Comunidad lingüística","Itza'",1
"298","12","San Marcos","Comunidad lingüística","Itza'",3
"299","13","Huehuetenango","Comunidad lingüística","Itza'",18
"300","14","Quiché","Comunidad lingüística","Itza'",39
"301","15","Baja Verapaz","Comunidad lingüística","Itza'",15
"302","16","Alta Verapaz","Comunidad lingüística","Itza'",405
"303","17","Petén","Comunidad lingüística","Itza'",2181
"304","18","Izabal","Comunidad lingüística","Itza'",62
"305","19","Zacapa","Comunidad lingüística","Itza'",1
"306","20","Chiquimula","Comunidad lingüística","Itza'",6
"307","21","Jalapa","Comunidad lingüística","Itza'",0
"308","22","Jutiapa","Comunidad lingüística","Itza'",5
"309","1","Guatemala","Comunidad lingüística","Ixil",3656
"310","2","El Progreso","Comunidad lingüística","Ixil",22
"311","3","Sacatepéquez","Comunidad lingüística","Ixil",456
"312","4","Chimaltenango","Comunidad lingüística","Ixil",712
"313","5","Escuintla","Comunidad lingüística","Ixil",428
"314","6","Santa Rosa","Comunidad lingüística","Ixil",134
"315","7","Sololá","Comunidad lingüística","Ixil",50
"316","8","Totonicapán","Comunidad lingüística","Ixil",16
"317","9","Quetzaltenango","Comunidad lingüística","Ixil",164
"318","10","Suchitepéquez","Comunidad lingüística","Ixil",1046
"319","11","Retalhuleu","Comunidad lingüística","Ixil",929
"320","12","San Marcos","Comunidad lingüística","Ixil",15
"321","13","Huehuetenango","Comunidad lingüística","Ixil",116
"322","14","Quiché","Comunidad lingüística","Ixil",125271
"323","15","Baja Verapaz","Comunidad lingüística","Ixil",9
"324","16","Alta Verapaz","Comunidad lingüística","Ixil",188
"325","17","Petén","Comunidad lingüística","Ixil",74
"326","18","Izabal","Comunidad lingüística","Ixil",2
"327","19","Zacapa","Comunidad lingüística","Ixil",5
"328","20","Chiquimula","Comunidad lingüística","Ixil",11
"329","21","Jalapa","Comunidad lingüística","Ixil",8
"330","22","Jutiapa","Comunidad lingüística","Ixil",17
"331","1","Guatemala","Comunidad lingüística","Jakalteko/Popti'",275
"332","2","El Progreso","Comunidad lingüística","Jakalteko/Popti'",1
"333","3","Sacatepéquez","Comunidad lingüística","Jakalteko/Popti'",32
"334","4","Chimaltenango","Comunidad lingüística","Jakalteko/Popti'",20
"335","5","Escuintla","Comunidad lingüística","Jakalteko/Popti'",98
"336","6","Santa Rosa","Comunidad lingüística","Jakalteko/Popti'",4
"337","7","Sololá","Comunidad lingüística","Jakalteko/Popti'",9
"338","8","Totonicapán","Comunidad lingüística","Jakalteko/Popti'",8
"339","9","Quetzaltenango","Comunidad lingüística","Jakalteko/Popti'",96
"340","10","Suchitepéquez","Comunidad lingüística","Jakalteko/Popti'",31
"341","11","Retalhuleu","Comunidad lingüística","Jakalteko/Popti'",23
"342","12","San Marcos","Comunidad lingüística","Jakalteko/Popti'",24
"343","13","Huehuetenango","Comunidad lingüística","Jakalteko/Popti'",52239
"344","14","Quiché","Comunidad lingüística","Jakalteko/Popti'",1188
"345","15","Baja Verapaz","Comunidad lingüística","Jakalteko/Popti'",13
"346","16","Alta Verapaz","Comunidad lingüística","Jakalteko/Popti'",49
"347","17","Petén","Comunidad lingüística","Jakalteko/Popti'",57
"348","18","Izabal","Comunidad lingüística","Jakalteko/Popti'",2
"349","19","Zacapa","Comunidad lingüística","Jakalteko/Popti'",34
"350","20","Chiquimula","Comunidad lingüística","Jakalteko/Popti'",10
"351","21","Jalapa","Comunidad lingüística","Jakalteko/Popti'",0
"352","22","Jutiapa","Comunidad lingüística","Jakalteko/Popti'",24
"353","1","Guatemala","Comunidad lingüística","K'iche'",54443
"354","2","El Progreso","Comunidad lingüística","K'iche'",837
"355","3","Sacatepéquez","Comunidad lingüística","K'iche'",3264
"356","4","Chimaltenango","Comunidad lingüística","K'iche'",11259
"357","5","Escuintla","Comunidad lingüística","K'iche'",9880
"358","6","Santa Rosa","Comunidad lingüística","K'iche'",3332
"359","7","Sololá","Comunidad lingüística","K'iche'",180488
"360","8","Totonicapán","Comunidad lingüística","K'iche'",405765
"361","9","Quetzaltenango","Comunidad lingüística","K'iche'",227663
"362","10","Suchitepéquez","Comunidad lingüística","K'iche'",143396
"363","11","Retalhuleu","Comunidad lingüística","K'iche'",27278
"364","12","San Marcos","Comunidad lingüística","K'iche'",2188
"365","13","Huehuetenango","Comunidad lingüística","K'iche'",27007
"366","14","Quiché","Comunidad lingüística","K'iche'",570985
"367","15","Baja Verapaz","Comunidad lingüística","K'iche'",1126
"368","16","Alta Verapaz","Comunidad lingüística","K'iche'",2664
"369","17","Petén","Comunidad lingüística","K'iche'",2746
"370","18","Izabal","Comunidad lingüística","K'iche'",2003
"371","19","Zacapa","Comunidad lingüística","K'iche'",749
"372","20","Chiquimula","Comunidad lingüística","K'iche'",635
"373","21","Jalapa","Comunidad lingüística","K'iche'",984
"374","22","Jutiapa","Comunidad lingüística","K'iche'",1859
"375","1","Guatemala","Comunidad lingüística","Kaqchiquel",272989
"376","2","El Progreso","Comunidad lingüística","Kaqchiquel",369
"377","3","Sacatepéquez","Comunidad lingüística","Kaqchiquel",124829
"378","4","Chimaltenango","Comunidad lingüística","Kaqchiquel",463784
"379","5","Escuintla","Comunidad lingüística","Kaqchiquel",7674
"380","6","Santa Rosa","Comunidad lingüística","Kaqchiquel",1785
"381","7","Sololá","Comunidad lingüística","Kaqchiquel",158341
"382","8","Totonicapán","Comunidad lingüística","Kaqchiquel",591
"383","9","Quetzaltenango","Comunidad lingüística","Kaqchiquel",1639
"384","10","Suchitepéquez","Comunidad lingüística","Kaqchiquel",21368
"385","11","Retalhuleu","Comunidad lingüística","Kaqchiquel",1445
"386","12","San Marcos","Comunidad lingüística","Kaqchiquel",740
"387","13","Huehuetenango","Comunidad lingüística","Kaqchiquel",828
"388","14","Quiché","Comunidad lingüística","Kaqchiquel",3823
"389","15","Baja Verapaz","Comunidad lingüística","Kaqchiquel",707
"390","16","Alta Verapaz","Comunidad lingüística","Kaqchiquel",2222
"391","17","Petén","Comunidad lingüística","Kaqchiquel",3158
"392","18","Izabal","Comunidad lingüística","Kaqchiquel",500
"393","19","Zacapa","Comunidad lingüística","Kaqchiquel",250
"394","20","Chiquimula","Comunidad lingüística","Kaqchiquel",210
"395","21","Jalapa","Comunidad lingüística","Kaqchiquel",317
"396","22","Jutiapa","Comunidad lingüística","Kaqchiquel",787
"397","1","Guatemala","Comunidad lingüística","Mam",15779
"398","2","El Progreso","Comunidad lingüística","Mam",80
"399","3","Sacatepéquez","Comunidad lingüística","Mam",573
"400","4","Chimaltenango","Comunidad lingüística","Mam",1678
"401","5","Escuintla","Comunidad lingüística","Mam",3370
"402","6","Santa Rosa","Comunidad lingüística","Mam",536
"403","7","Sololá","Comunidad lingüística","Mam",262
"404","8","Totonicapán","Comunidad lingüística","Mam",485
"405","9","Quetzaltenango","Comunidad lingüística","Mam",170855
"406","10","Suchitepéquez","Comunidad lingüística","Mam",5241
"407","11","Retalhuleu","Comunidad lingüística","Mam",17896
"408","12","San Marcos","Comunidad lingüística","Mam",294097
"409","13","Huehuetenango","Comunidad lingüística","Mam",316592
"410","14","Quiché","Comunidad lingüística","Mam",9769
"411","15","Baja Verapaz","Comunidad lingüística","Mam",96
"412","16","Alta Verapaz","Comunidad lingüística","Mam",2745
"413","17","Petén","Comunidad lingüística","Mam",1433
"414","18","Izabal","Comunidad lingüística","Mam",287
"415","19","Zacapa","Comunidad lingüística","Mam",178
"416","20","Chiquimula","Comunidad lingüística","Mam",61
"417","21","Jalapa","Comunidad lingüística","Mam",99
"418","22","Jutiapa","Comunidad lingüística","Mam",140
"419","1","Guatemala","Comunidad lingüística","Mopan",160
"420","2","El Progreso","Comunidad lingüística","Mopan",0
"421","3","Sacatepéquez","Comunidad lingüística","Mopan",9
"422","4","Chimaltenango","Comunidad lingüística","Mopan",19
"423","5","Escuintla","Comunidad lingüística","Mopan",30
"424","6","Santa Rosa","Comunidad lingüística","Mopan",27
"425","7","Sololá","Comunidad lingüística","Mopan",10
"426","8","Totonicapán","Comunidad lingüística","Mopan",17
"427","9","Quetzaltenango","Comunidad lingüística","Mopan",64
"428","10","Suchitepéquez","Comunidad lingüística","Mopan",22
"429","11","Retalhuleu","Comunidad lingüística","Mopan",12
"430","12","San Marcos","Comunidad lingüística","Mopan",99
"431","13","Huehuetenango","Comunidad lingüística","Mopan",234
"432","14","Quiché","Comunidad lingüística","Mopan",79
"433","15","Baja Verapaz","Comunidad lingüística","Mopan",12
"434","16","Alta Verapaz","Comunidad lingüística","Mopan",283
"435","17","Petén","Comunidad lingüística","Mopan",2218
"436","18","Izabal","Comunidad lingüística","Mopan",37
"437","19","Zacapa","Comunidad lingüística","Mopan",2
"438","20","Chiquimula","Comunidad lingüística","Mopan",9
