"","departamento","municipio","Municipio","caracteristica","grupo","observaciones"
"65","5","08","Guanagazapa","Distribución de hogares por área urbana","No hay grupo",25.66
"66","5","09","San José","Distribución de hogares por área urbana","No hay grupo",38.06
"67","5","10","Iztapa","Distribución de hogares por área urbana","No hay grupo",27.12
"68","5","11","Palín","Distribución de hogares por área urbana","No hay grupo",94.54
"69","5","12","San Vicente Pacaya","Distribución de hogares por área urbana","No hay grupo",54.37
"70","5","13","Nueva Concepción","Distribución de hogares por área urbana","No hay grupo",22.46
"71","5","14","Sipacate","Distribución de hogares por área urbana","No hay grupo",62.41
"72","6","01","Cuilapa","Distribución de hogares por área urbana","No hay grupo",100
"73","6","02","Barberena","Distribución de hogares por área urbana","No hay grupo",81.02
"74","6","03","Santa Rosa de Lima","Distribución de hogares por área urbana","No hay grupo",18.17
"75","6","04","Casillas","Distribución de hogares por área urbana","No hay grupo",31.44
"76","6","05","San Rafael las Flores","Distribución de hogares por área urbana","No hay grupo",32.18
"77","6","06","Oratorio","Distribución de hogares por área urbana","No hay grupo",41.58
"78","6","07","San Juan Tecuaco","Distribución de hogares por área urbana","No hay grupo",31.65
"79","6","08","Chiquimulilla","Distribución de hogares por área urbana","No hay grupo",35.72
"80","6","09","Taxisco","Distribución de hogares por área urbana","No hay grupo",31.73
"81","6","10","Santa María Ixhuatán","Distribución de hogares por área urbana","No hay grupo",20.11
"82","6","11","Guazacapán","Distribución de hogares por área urbana","No hay grupo",66.32
"83","6","12","Santa Cruz Naranjo","Distribución de hogares por área urbana","No hay grupo",35.01
"84","6","13","Pueblo Nuevo Viñas","Distribución de hogares por área urbana","No hay grupo",15.44
"85","6","14","Nueva Santa Rosa","Distribución de hogares por área urbana","No hay grupo",37.28
"86","7","01","Sololá","Distribución de hogares por área urbana","No hay grupo",100
"87","7","02","San José Chacayá","Distribución de hogares por área urbana","No hay grupo",27.11
"88","7","03","Santa María Visitación","Distribución de hogares por área urbana","No hay grupo",68.8
"89","7","04","Santa Lucía Utatlán","Distribución de hogares por área urbana","No hay grupo",7.06
"90","7","05","Nahualá","Distribución de hogares por área urbana","No hay grupo",30.85
"91","7","06","Santa Catarina Ixtahuacán","Distribución de hogares por área urbana","No hay grupo",35.09
"92","7","07","Santa Clara la Laguna","Distribución de hogares por área urbana","No hay grupo",71.4
"93","7","08","Concepción","Distribución de hogares por área urbana","No hay grupo",61.35
"94","7","09","San Andrés Semetabaj","Distribución de hogares por área urbana","No hay grupo",28.74
"95","7","10","Panajachel","Distribución de hogares por área urbana","No hay grupo",92.74
"96","7","11","Santa Catarina Palopó","Distribución de hogares por área urbana","No hay grupo",81.38
"97","7","12","San Antonio Palopó","Distribución de hogares por área urbana","No hay grupo",51.87
"98","7","13","San Lucas Tolimán","Distribución de hogares por área urbana","No hay grupo",58.92
"99","7","14","Santa Cruz la Laguna","Distribución de hogares por área urbana","No hay grupo",32.33
"100","7","15","San Pablo la Laguna","Distribución de hogares por área urbana","No hay grupo",100
"101","7","16","San Marcos la Laguna","Distribución de hogares por área urbana","No hay grupo",100
"102","7","17","San Juan la Laguna","Distribución de hogares por área urbana","No hay grupo",68.67
"103","7","18","San Pedro la Laguna","Distribución de hogares por área urbana","No hay grupo",100
"104","7","19","Santiago Atitlán","Distribución de hogares por área urbana","No hay grupo",91.03
"105","8","01","Totonicapán","Distribución de hogares por área urbana","No hay grupo",100
"106","8","02","San Cristóbal Totonicapán","Distribución de hogares por área urbana","No hay grupo",36.18
"107","8","03","San Francisco el Alto","Distribución de hogares por área urbana","No hay grupo",66.98
"108","8","04","San Andrés Xecul","Distribución de hogares por área urbana","No hay grupo",59.3
"109","8","05","Momostenango","Distribución de hogares por área urbana","No hay grupo",16.92
"110","8","06","Santa María Chiquimula","Distribución de hogares por área urbana","No hay grupo",29.8
"111","8","07","Santa Lucía la Reforma","Distribución de hogares por área urbana","No hay grupo",5.87
"112","8","08","San Bartolo Aguas Calientes","Distribución de hogares por área urbana","No hay grupo",18.15
"113","9","01","Quetzaltenango","Distribución de hogares por área urbana","No hay grupo",100
"114","9","02","Salcajá","Distribución de hogares por área urbana","No hay grupo",87.15
"115","9","03","San Juan Olintepeque","Distribución de hogares por área urbana","No hay grupo",90.95
"116","9","04","San Carlos Sija","Distribución de hogares por área urbana","No hay grupo",15.31
"117","9","05","Sibilia","Distribución de hogares por área urbana","No hay grupo",10.37
"118","9","06","Cabricán","Distribución de hogares por área urbana","No hay grupo",30.99
"119","9","07","Cajolá","Distribución de hogares por área urbana","No hay grupo",100
"120","9","08","San Miguel Siguilá","Distribución de hogares por área urbana","No hay grupo",58.92
"121","9","09","San Juan Ostuncalco","Distribución de hogares por área urbana","No hay grupo",41.17
"122","9","10","San Mateo","Distribución de hogares por área urbana","No hay grupo",98.18
"123","9","11","Concepción Chiquirichapa","Distribución de hogares por área urbana","No hay grupo",58.47
"124","9","12","San Martín Sacatepéquez","Distribución de hogares por área urbana","No hay grupo",14.12
"125","9","13","Almolonga","Distribución de hogares por área urbana","No hay grupo",79.23
"126","9","14","Cantel","Distribución de hogares por área urbana","No hay grupo",84.23
"127","9","15","Huitán","Distribución de hogares por área urbana","No hay grupo",35.24
"128","9","16","Zunil","Distribución de hogares por área urbana","No hay grupo",77
"129","9","17","Colomba Costa Cuca","Distribución de hogares por área urbana","No hay grupo",61.07
"130","9","18","San Francisco la Unión","Distribución de hogares por área urbana","No hay grupo",40.9
"131","9","19","El Palmar","Distribución de hogares por área urbana","No hay grupo",66.97
"132","9","20","Coatepeque","Distribución de hogares por área urbana","No hay grupo",38.34
"133","9","21","Génova","Distribución de hogares por área urbana","No hay grupo",13.61
"134","9","22","Flores Costa Cuca","Distribución de hogares por área urbana","No hay grupo",43.26
"135","9","23","La Esperanza","Distribución de hogares por área urbana","No hay grupo",90.34
"136","9","24","Palestina de los Altos","Distribución de hogares por área urbana","No hay grupo",13.05
"137","1","00","Mazatenango","Distribución de hogares por área urbana","No hay grupo",100
"138","1","00","Cuyotenango","Distribución de hogares por área urbana","No hay grupo",26.88
"139","1","00","San Francisco Zapotitlán","Distribución de hogares por área urbana","No hay grupo",82.62
"140","1","00","San Bernardino","Distribución de hogares por área urbana","No hay grupo",25.63
"141","1","00","San José el Ídolo","Distribución de hogares por área urbana","No hay grupo",32.39
"142","1","00","Santo Domingo Suchitepéquez","Distribución de hogares por área urbana","No hay grupo",19.1
"143","1","00","San Lorenzo","Distribución de hogares por área urbana","No hay grupo",36.24
"144","1","00","Samayac","Distribución de hogares por área urbana","No hay grupo",41.24
"145","1","00","San Pablo Jocopilas","Distribución de hogares por área urbana","No hay grupo",83.69
"146","1","01","San Antonio Suchitepéquez","Distribución de hogares por área urbana","No hay grupo",26
"147","1","01","San Miguel Panán","Distribución de hogares por área urbana","No hay grupo",48.24
"148","1","01","San Gabriel","Distribución de hogares por área urbana","No hay grupo",89.44
"149","1","01","Chicacao","Distribución de hogares por área urbana","No hay grupo",44.28
"150","1","01","Patulul","Distribución de hogares por área urbana","No hay grupo",29.88
"151","1","01","Santa Bárbara","Distribución de hogares por área urbana","No hay grupo",64.96
"152","1","01","San Juan Bautista","Distribución de hogares por área urbana","No hay grupo",51.79
"153","1","01","Santo Tomas la Unión","Distribución de hogares por área urbana","No hay grupo",39.09
"154","1","01","Zunilito","Distribución de hogares por área urbana","No hay grupo",55.87
"155","1","01","Pueblo Nuevo","Distribución de hogares por área urbana","No hay grupo",30.52
"156","1","02","Río Bravo","Distribución de hogares por área urbana","No hay grupo",56.57
"157","1","02","San José La Máquina","Distribución de hogares por área urbana","No hay grupo",21.61
"158","1","10","Retalhuleu","Distribución de hogares por área urbana","No hay grupo",100
"159","1","10","San Sebastián","Distribución de hogares por área urbana","No hay grupo",31.97
"160","1","10","Santa Cruz Muluá","Distribución de hogares por área urbana","No hay grupo",37.96
"161","1","10","San Martín Zapotitlán","Distribución de hogares por área urbana","No hay grupo",31.94
"162","1","10","San Felipe","Distribución de hogares por área urbana","No hay grupo",72.22
"163","1","10","San Andrés Villa Seca","Distribución de hogares por área urbana","No hay grupo",23.35
"164","1","10","Champerico","Distribución de hogares por área urbana","No hay grupo",34.21
"165","1","10","Nuevo San Carlos","Distribución de hogares por área urbana","No hay grupo",58.52
"166","1","10","El Asintal","Distribución de hogares por área urbana","No hay grupo",47.44
"167","1","20","San Marcos","Distribución de hogares por área urbana","No hay grupo",100
"168","1","20","San Pedro Sacatepéquez","Distribución de hogares por área urbana","No hay grupo",63.06
"169","1","20","San Antonio Sacatepéquez","Distribución de hogares por área urbana","No hay grupo",10.15
"170","1","20","Comitancillo","Distribución de hogares por área urbana","No hay grupo",16.61
"171","1","20","San Miguel Ixtahuacán","Distribución de hogares por área urbana","No hay grupo",8.62
"172","1","20","Concepción Tutuapa","Distribución de hogares por área urbana","No hay grupo",9.1
"173","1","20","Tacaná","Distribución de hogares por área urbana","No hay grupo",12.8
"174","1","20","Sibinal","Distribución de hogares por área urbana","No hay grupo",16.31
"175","1","20","Tajumulco","Distribución de hogares por área urbana","No hay grupo",1.53
"176","1","21","Tejutla","Distribución de hogares por área urbana","No hay grupo",13.09
"177","1","21","San Rafael Pie de la Cuesta","Distribución de hogares por área urbana","No hay grupo",22.56
"178","1","21","Nuevo Progreso","Distribución de hogares por área urbana","No hay grupo",9.76
"179","1","21","El Tumbador","Distribución de hogares por área urbana","No hay grupo",20.27
"180","1","21","San José el Rodeo","Distribución de hogares por área urbana","No hay grupo",13.77
"181","1","21","Malacatán","Distribución de hogares por área urbana","No hay grupo",10.41
"182","1","21","Catarina","Distribución de hogares por área urbana","No hay grupo",11.57
"183","1","21","Ayutla","Distribución de hogares por área urbana","No hay grupo",65.25
"184","1","21","Ocós","Distribución de hogares por área urbana","No hay grupo",41.04
"185","1","21","San Pablo","Distribución de hogares por área urbana","No hay grupo",37.15
"186","1","22","El Quetzal","Distribución de hogares por área urbana","No hay grupo",47.1
"187","1","22","La Reforma","Distribución de hogares por área urbana","No hay grupo",23.4
"188","1","22","Pajapita","Distribución de hogares por área urbana","No hay grupo",32.01
"189","1","22","Ixchiguán","Distribución de hogares por área urbana","No hay grupo",6.96
"190","1","22","San José Ojetenam","Distribución de hogares por área urbana","No hay grupo",11.45
"191","1","22","San Cristóbal Cucho","Distribución de hogares por área urbana","No hay grupo",34.52
"192","1","22","Sipacapa","Distribución de hogares por área urbana","No hay grupo",10.56
"193","1","22","Esquipulas Palo Gordo","Distribución de hogares por área urbana","No hay grupo",30.13
"194","1","22","Río Blanco","Distribución de hogares por área urbana","No hay grupo",20.37
"195","1","22","San Lorenzo","Distribución de hogares por área urbana","No hay grupo",29.57
"196","1","23","La Blanca","Distribución de hogares por área urbana","No hay grupo",49.17
"197","1","30","Huehuetenango","Distribución de hogares por área urbana","No hay grupo",100
"198","1","30","Chiantla","Distribución de hogares por área urbana","No hay grupo",9.34
"199","1","30","Malacatancito","Distribución de hogares por área urbana","No hay grupo",5.1
"200","1","30","Cuilco","Distribución de hogares por área urbana","No hay grupo",4.48
"201","1","30","Nentón","Distribución de hogares por área urbana","No hay grupo",41.41
"202","1","30","San Pedro Necta","Distribución de hogares por área urbana","No hay grupo",12.27
"203","1","30","Jacaltenango","Distribución de hogares por área urbana","No hay grupo",62.33
"204","1","30","San Pedro Soloma","Distribución de hogares por área urbana","No hay grupo",30.05
"205","1","30","San Ildefonso Ixtahuacán","Distribución de hogares por área urbana","No hay grupo",26.95
"206","1","31","Santa Bárbara","Distribución de hogares por área urbana","No hay grupo",3.5
"207","1","31","La Libertad","Distribución de hogares por área urbana","No hay grupo",17.37
"208","1","31","La Democracia","Distribución de hogares por área urbana","No hay grupo",43.61
"209","1","31","San Miguel Acatán","Distribución de hogares por área urbana","No hay grupo",22.78
"210","1","31","San Rafael La Independencia","Distribución de hogares por área urbana","No hay grupo",10.51
"211","1","31","Todos Santos Cuchumatán","Distribución de hogares por área urbana","No hay grupo",2.14
"212","1","31","San Juan Atitán","Distribución de hogares por área urbana","No hay grupo",21.45
"213","1","31","Santa Eulalia","Distribución de hogares por área urbana","No hay grupo",9.27
"214","1","31","San Mateo Ixtatán","Distribución de hogares por área urbana","No hay grupo",35.17
"215","1","31","Colotenango","Distribución de hogares por área urbana","No hay grupo",15.02
"216","1","32","San Sebastián Huehuetenango","Distribución de hogares por área urbana","No hay grupo",11.69
"217","1","32","Tectitán","Distribución de hogares por área urbana","No hay grupo",9.65
"218","1","32","Concepción Huista","Distribución de hogares por área urbana","No hay grupo",40.45
"219","1","32","San Juan Ixcoy","Distribución de hogares por área urbana","No hay grupo",10.45
"220","1","32","San Antonio Huista","Distribución de hogares por área urbana","No hay grupo",39.24
"221","1","32","San Sebastián Coatán","Distribución de hogares por área urbana","No hay grupo",5.24
"222","1","32","Santa Cruz Barillas","Distribución de hogares por área urbana","No hay grupo",19.13
"223","1","32","Aguacatán","Distribución de hogares por área urbana","No hay grupo",19.55
"224","1","32","San Rafael Petzal","Distribución de hogares por área urbana","No hay grupo",46.77
"225","1","32","San Gaspar Ixchil","Distribución de hogares por área urbana","No hay grupo",11.37
"226","1","33","Santiago Chimaltenango","Distribución de hogares por área urbana","No hay grupo",61.21
"227","1","33","Santa Ana Huista","Distribución de hogares por área urbana","No hay grupo",2.74
"228","1","33","Unión Cantinil","Distribución de hogares por área urbana","No hay grupo",10.18
"229","1","33","Petatán","Distribución de hogares por área urbana","No hay grupo",44.13
"230","1","40","Santa Cruz del Quiché","Distribución de hogares por área urbana","No hay grupo",100
"231","1","40","Chiché","Distribución de hogares por área urbana","No hay grupo",17.26
"232","1","40","Chinique","Distribución de hogares por área urbana","No hay grupo",22.27
"233","1","40","Zacualpa","Distribución de hogares por área urbana","No hay grupo",20.36
"234","1","40","Chajul","Distribución de hogares por área urbana","No hay grupo",51.37
"235","1","40","Santo Tomás Chichicastenango","Distribución de hogares por área urbana","No hay grupo",50.25
"236","1","40","Patzité","Distribución de hogares por área urbana","No hay grupo",17.75
"237","1","40","San Antonio Ilotenango","Distribución de hogares por área urbana","No hay grupo",19.41
"238","1","40","San Pedro Jocopilas","Distribución de hogares por área urbana","No hay grupo",5
"239","1","41","Cunén","Distribución de hogares por área urbana","No hay grupo",21.27
"240","1","41","San Juan Cotzal","Distribución de hogares por área urbana","No hay grupo",46.59
"241","1","41","Joyabaj","Distribución de hogares por área urbana","No hay grupo",20.76
"242","1","41","Santa María Nebaj","Distribución de hogares por área urbana","No hay grupo",45.72
"243","1","41","San Andrés Sajcabajá","Distribución de hogares por área urbana","No hay grupo",13.83
"244","1","41","San Miguel Uspantán","Distribución de hogares por área urbana","No hay grupo",11.62
"245","1","41","Sacapulas","Distribución de hogares por área urbana","No hay grupo",26.77
"246","1","41","San Bartolomé Jocotenango","Distribución de hogares por área urbana","No hay grupo",18.13
"247","1","41","Canillá","Distribución de hogares por área urbana","No hay grupo",23.9
"248","1","41","Chicamán","Distribución de hogares por área urbana","No hay grupo",9.6
"249","1","42","Playa Grande Ixcán","Distribución de hogares por área urbana","No hay grupo",14.37
"250","1","42","Pachalum","Distribución de hogares por área urbana","No hay grupo",24.3
"251","1","50","Salamá","Distribución de hogares por área urbana","No hay grupo",100
"252","1","50","San Miguel Chicaj","Distribución de hogares por área urbana","No hay grupo",24.45
"253","1","50","Rabinal","Distribución de hogares por área urbana","No hay grupo",39.34
"254","1","50","Cubulco","Distribución de hogares por área urbana","No hay grupo",21.61
"255","1","50","Granados","Distribución de hogares por área urbana","No hay grupo",9.05
"256","1","50","Santa Cruz El Chol","Distribución de hogares por área urbana","No hay grupo",22.38
"257","1","50","San Jerónimo","Distribución de hogares por área urbana","No hay grupo",43.49
"258","1","50","Purulhá","Distribución de hogares por área urbana","No hay grupo",15.51
"259","1","60","Cobán","Distribución de hogares por área urbana","No hay grupo",99.91
"260","1","60","Santa Cruz Verapaz","Distribución de hogares por área urbana","No hay grupo",29.85
"261","1","60","San Cristóbal Verapaz","Distribución de hogares por área urbana","No hay grupo",32.66
"262","1","60","Tactic","Distribución de hogares por área urbana","No hay grupo",42.75
"263","1","60","Tamahú","Distribución de hogares por área urbana","No hay grupo",24.24
"264","1","60","San Miguel Tucurú","Distribución de hogares por área urbana","No hay grupo",10.84
"265","1","60","Panzós","Distribución de hogares por área urbana","No hay grupo",31.19
"266","1","60","Senahú","Distribución de hogares por área urbana","No hay grupo",13.84
"267","1","60","San Pedro Carchá","Distribución de hogares por área urbana","No hay grupo",8.3
"268","1","61","San Juan Chamelco","Distribución de hogares por área urbana","No hay grupo",24.6
"269","1","61","San Agustín Lanquín","Distribución de hogares por área urbana","No hay grupo",14.51
"270","1","61","Santa María Cahabón","Distribución de hogares por área urbana","No hay grupo",5.99
"271","1","61","Chisec","Distribución de hogares por área urbana","No hay grupo",11.8
"272","1","61","Chahal","Distribución de hogares por área urbana","No hay grupo",16.84
"273","1","61","Fray Bartolomé de las Casas","Distribución de hogares por área urbana","No hay grupo",6.38
"274","1","61","Santa Catalina La Tinta","Distribución de hogares por área urbana","No hay grupo",52.71
"275","1","61","Raxruhá","Distribución de hogares por área urbana","No hay grupo",19.48
"276","1","70","Flores","Distribución de hogares por área urbana","No hay grupo",100
"277","1","70","San José","Distribución de hogares por área urbana","No hay grupo",21.97
"278","1","70","San Benito","Distribución de hogares por área urbana","No hay grupo",80.96
"279","1","70","San Andrés","Distribución de hogares por área urbana","No hay grupo",39.71
"280","1","70","La Libertad","Distribución de hogares por área urbana","No hay grupo",35.21
"281","1","70","San Francisco","Distribución de hogares por área urbana","No hay grupo",62.95
"282","1","70","Santa Ana","Distribución de hogares por área urbana","No hay grupo",49.27
"283","1","70","Dolores","Distribución de hogares por área urbana","No hay grupo",28.46
"284","1","70","San Luis","Distribución de hogares por área urbana","No hay grupo",16.21
"285","1","71","Sayaxché","Distribución de hogares por área urbana","No hay grupo",16.32
"286","1","71","Melchor de Mencos","Distribución de hogares por área urbana","No hay grupo",55.01
"287","1","71","Poptún","Distribución de hogares por área urbana","No hay grupo",60.44
"288","1","71","Las Cruces","Distribución de hogares por área urbana","No hay grupo",34.23
"289","1","71","El Chal","Distribución de hogares por área urbana","No hay grupo",25.8
"290","1","80","Puerto Barrios","Distribución de hogares por área urbana","No hay grupo",100
"291","1","80","Livingston","Distribución de hogares por área urbana","No hay grupo",28.24
"292","1","80","El Estor","Distribución de hogares por área urbana","No hay grupo",30.73
"293","1","80","Morales","Distribución de hogares por área urbana","No hay grupo",25.2
"294","1","80","Los Amates","Distribución de hogares por área urbana","No hay grupo",8.69
"295","1","90","Zacapa","Distribución de hogares por área urbana","No hay grupo",99.96
"296","1","90","Estanzuela","Distribución de hogares por área urbana","No hay grupo",81.89
"297","1","90","Río Hondo","Distribución de hogares por área urbana","No hay grupo",30.54
"298","1","90","Gualán","Distribución de hogares por área urbana","No hay grupo",15.73
"299","1","90","Teculután","Distribución de hogares por área urbana","No hay grupo",32.16
"300","1","90","Usumatlán","Distribución de hogares por área urbana","No hay grupo",38.22
"301","1","90","Cabañas","Distribución de hogares por área urbana","No hay grupo",58.55
"302","1","90","San Diego","Distribución de hogares por área urbana","No hay grupo",11.03
"303","1","90","La Unión","Distribución de hogares por área urbana","No hay grupo",8.84
"304","1","91","Huité","Distribución de hogares por área urbana","No hay grupo",33.6
"305","1","91","San Jorge","Distribución de hogares por área urbana","No hay grupo",31.33
"306","2","00","Chiquimula","Distribución de hogares por área urbana","No hay grupo",100
"307","2","00","San José la Arada","Distribución de hogares por área urbana","No hay grupo",33.74
"308","2","00","San Juan Ermita","Distribución de hogares por área urbana","No hay grupo",4
"309","2","00","Jocotán","Distribución de hogares por área urbana","No hay grupo",14.58
"310","2","00","Camotán","Distribución de hogares por área urbana","No hay grupo",1.48
"311","2","00","Olopa","Distribución de hogares por área urbana","No hay grupo",10.76
"312","2","00","Esquipulas","Distribución de hogares por área urbana","No hay grupo",36.64
"313","2","00","Concepción las Minas","Distribución de hogares por área urbana","No hay grupo",10.21
"314","2","00","Quezaltepeque","Distribución de hogares por área urbana","No hay grupo",7.85
"315","2","01","San Jacinto","Distribución de hogares por área urbana","No hay grupo",7.41
"316","2","01","Ipala","Distribución de hogares por área urbana","No hay grupo",27.02
"317","2","10","Jalapa","Distribución de hogares por área urbana","No hay grupo",100
"318","2","10","San Pedro Pinula","Distribución de hogares por área urbana","No hay grupo",15.73
"319","2","10","San Luis Jilotepeque","Distribución de hogares por área urbana","No hay grupo",47.34
"320","2","10","San Manuel Chaparrón","Distribución de hogares por área urbana","No hay grupo",40.59
"321","2","10","San Carlos Alzatate","Distribución de hogares por área urbana","No hay grupo",46.39
"322","2","10","Monjas","Distribución de hogares por área urbana","No hay grupo",49.69
"323","2","10","Mataquescuintla","Distribución de hogares por área urbana","No hay grupo",24.52
"324","2","20","Jutiapa","Distribución de hogares por área urbana","No hay grupo",100
"325","2","20","El Progreso","Distribución de hogares por área urbana","No hay grupo",44.35
"326","2","20","Santa Catarina Mita","Distribución de hogares por área urbana","No hay grupo",50.87
"327","2","20","Agua Blanca","Distribución de hogares por área urbana","No hay grupo",24.58
"328","2","20","Asunción Mita","Distribución de hogares por área urbana","No hay grupo",44.43
"329","2","20","Yupiltepeque","Distribución de hogares por área urbana","No hay grupo",18.02
"330","2","20","Atescatempa","Distribución de hogares por área urbana","No hay grupo",55
"331","2","20","Jerez","Distribución de hogares por área urbana","No hay grupo",61.69
"332","2","20","El Adelanto","Distribución de hogares por área urbana","No hay grupo",37.38
"333","2","21","Zapotitlán","Distribución de hogares por área urbana","No hay grupo",24.84
"334","2","21","Comapa","Distribución de hogares por área urbana","No hay grupo",14.07
"335","2","21","Jalpatagua","Distribución de hogares por área urbana","No hay grupo",36.06
"336","2","21","Conguaco","Distribución de hogares por área urbana","No hay grupo",13.52
"337","2","21","Moyuta","Distribución de hogares por área urbana","No hay grupo",18.59
"338","2","21","Pasaco","Distribución de hogares por área urbana","No hay grupo",23.85
"339","2","21","San José Acatempa","Distribución de hogares por área urbana","No hay grupo",40.89
"340","2","21","Quesada","Distribución de hogares por área urbana","No hay grupo",12.42
"341","1","01","Guatemala","Distribución de hogares por área rural","No hay grupo",0
"342","1","02","Santa Catarina Pinula","Distribución de hogares por área rural","No hay grupo",11.43
"343","1","03","San José Pinula","Distribución de hogares por área rural","No hay grupo",14.69
"344","1","04","San José del Golfo","Distribución de hogares por área rural","No hay grupo",67.69
"345","1","05","Palencia","Distribución de hogares por área rural","No hay grupo",53.56
"346","1","06","Chinautla","Distribución de hogares por área rural","No hay grupo",8.32
