"","Código","Departamento","caracteristica","grupo","observaciones"
"63","19","Zacapa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 1-3",46916
"64","20","Chiquimula","Nivel educativo de la poblacion de 4 años o mas","Primaria, 1-3",75089
"65","21","Jalapa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 1-3",72367
"66","22","Jutiapa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 1-3",90847
"67","1","Guatemala","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",184828
"68","2","El Progreso","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",13742
"69","3","Sacatepéquez","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",24927
"70","4","Chimaltenango","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",59822
"71","5","Escuintla","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",58158
"72","6","Santa Rosa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",33634
"73","7","Sololá","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",34778
"74","8","Totonicapán","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",40414
"75","9","Quetzaltenango","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",64552
"76","10","Suchitepéquez","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",45707
"77","11","Retalhuleu","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",26194
"78","12","San Marcos","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",91391
"79","13","Huehuetenango","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",115979
"80","14","Quiché","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",88827
"81","15","Baja Verapaz","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",25514
"82","16","Alta Verapaz","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",112580
"83","17","Petén","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",49978
"84","18","Izabal","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",35564
"85","19","Zacapa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",20790
"86","20","Chiquimula","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",35036
"87","21","Jalapa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",30279
"88","22","Jutiapa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 4-5",40889
"89","1","Guatemala","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",384037
"90","2","El Progreso","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",27073
"91","3","Sacatepéquez","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",50870
"92","4","Chimaltenango","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",91652
"93","5","Escuintla","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",107891
"94","6","Santa Rosa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",60244
"95","7","Sololá","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",58520
"96","8","Totonicapán","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",62573
"97","9","Quetzaltenango","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",105387
"98","10","Suchitepéquez","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",71782
"99","11","Retalhuleu","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",41639
"100","12","San Marcos","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",135266
"101","13","Huehuetenango","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",170304
"102","14","Quiché","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",120596
"103","15","Baja Verapaz","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",40975
"104","16","Alta Verapaz","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",146745
"105","17","Petén","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",62204
"106","18","Izabal","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",55769
"107","19","Zacapa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",33932
"108","20","Chiquimula","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",58904
"109","21","Jalapa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",45247
"110","22","Jutiapa","Nivel educativo de la poblacion de 4 años o mas","Primaria, 6",75883
"111","1","Guatemala","Nivel educativo de la poblacion de 4 años o mas","Basico",514259
"112","2","El Progreso","Nivel educativo de la poblacion de 4 años o mas","Basico",24065
"113","3","Sacatepéquez","Nivel educativo de la poblacion de 4 años o mas","Basico",50373
"114","4","Chimaltenango","Nivel educativo de la poblacion de 4 años o mas","Basico",76392
"115","5","Escuintla","Nivel educativo de la poblacion de 4 años o mas","Basico",113920
"116","6","Santa Rosa","Nivel educativo de la poblacion de 4 años o mas","Basico",52046
"117","7","Sololá","Nivel educativo de la poblacion de 4 años o mas","Basico",46046
"118","8","Totonicapán","Nivel educativo de la poblacion de 4 años o mas","Basico",39885
"119","9","Quetzaltenango","Nivel educativo de la poblacion de 4 años o mas","Basico",106192
"120","10","Suchitepéquez","Nivel educativo de la poblacion de 4 años o mas","Basico",68369
"121","11","Retalhuleu","Nivel educativo de la poblacion de 4 años o mas","Basico",42985
"122","12","San Marcos","Nivel educativo de la poblacion de 4 años o mas","Basico",110682
"123","13","Huehuetenango","Nivel educativo de la poblacion de 4 años o mas","Basico",75486
"124","14","Quiché","Nivel educativo de la poblacion de 4 años o mas","Basico",70886
"125","15","Baja Verapaz","Nivel educativo de la poblacion de 4 años o mas","Basico",30626
"126","16","Alta Verapaz","Nivel educativo de la poblacion de 4 años o mas","Basico",119230
"127","17","Petén","Nivel educativo de la poblacion de 4 años o mas","Basico",63930
"128","18","Izabal","Nivel educativo de la poblacion de 4 años o mas","Basico",52667
"129","19","Zacapa","Nivel educativo de la poblacion de 4 años o mas","Basico",28499
"130","20","Chiquimula","Nivel educativo de la poblacion de 4 años o mas","Basico",36943
"131","21","Jalapa","Nivel educativo de la poblacion de 4 años o mas","Basico",35488
"132","22","Jutiapa","Nivel educativo de la poblacion de 4 años o mas","Basico",57834
"133","1","Guatemala","Nivel educativo de la poblacion de 4 años o mas","Diversificado",620707
"134","2","El Progreso","Nivel educativo de la poblacion de 4 años o mas","Diversificado",27620
"135","3","Sacatepéquez","Nivel educativo de la poblacion de 4 años o mas","Diversificado",52816
"136","4","Chimaltenango","Nivel educativo de la poblacion de 4 años o mas","Diversificado",68995
"137","5","Escuintla","Nivel educativo de la poblacion de 4 años o mas","Diversificado",105566
"138","6","Santa Rosa","Nivel educativo de la poblacion de 4 años o mas","Diversificado",50554
"139","7","Sololá","Nivel educativo de la poblacion de 4 años o mas","Diversificado",44776
"140","8","Totonicapán","Nivel educativo de la poblacion de 4 años o mas","Diversificado",31371
"141","9","Quetzaltenango","Nivel educativo de la poblacion de 4 años o mas","Diversificado",100466
"142","10","Suchitepéquez","Nivel educativo de la poblacion de 4 años o mas","Diversificado",66091
"143","11","Retalhuleu","Nivel educativo de la poblacion de 4 años o mas","Diversificado",46127
"144","12","San Marcos","Nivel educativo de la poblacion de 4 años o mas","Diversificado",92901
"145","13","Huehuetenango","Nivel educativo de la poblacion de 4 años o mas","Diversificado",68184
"146","14","Quiché","Nivel educativo de la poblacion de 4 años o mas","Diversificado",55857
"147","15","Baja Verapaz","Nivel educativo de la poblacion de 4 años o mas","Diversificado",29418
"148","16","Alta Verapaz","Nivel educativo de la poblacion de 4 años o mas","Diversificado",76373
"149","17","Petén","Nivel educativo de la poblacion de 4 años o mas","Diversificado",55306
"150","18","Izabal","Nivel educativo de la poblacion de 4 años o mas","Diversificado",48652
"151","19","Zacapa","Nivel educativo de la poblacion de 4 años o mas","Diversificado",30981
"152","20","Chiquimula","Nivel educativo de la poblacion de 4 años o mas","Diversificado",36590
"153","21","Jalapa","Nivel educativo de la poblacion de 4 años o mas","Diversificado",30374
"154","22","Jutiapa","Nivel educativo de la poblacion de 4 años o mas","Diversificado",58933
"155","1","Guatemala","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",301578
"156","2","El Progreso","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",5736
"157","3","Sacatepéquez","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",19815
"158","4","Chimaltenango","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",16601
"159","5","Escuintla","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",20738
"160","6","Santa Rosa","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",11513
"161","7","Sololá","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",9609
"162","8","Totonicapán","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",8230
"163","9","Quetzaltenango","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",49712
"164","10","Suchitepéquez","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",14863
"165","11","Retalhuleu","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",9503
"166","12","San Marcos","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",25788
"167","13","Huehuetenango","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",23038
"168","14","Quiché","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",12584
"169","15","Baja Verapaz","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",7472
"170","16","Alta Verapaz","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",20915
"171","17","Petén","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",11965
"172","18","Izabal","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",8916
"173","19","Zacapa","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",8024
"174","20","Chiquimula","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",10336
"175","21","Jalapa","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",8572
"176","22","Jutiapa","Nivel educativo de la poblacion de 4 años o mas","Licenciatura",13372
"177","1","Guatemala","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",41251
"178","2","El Progreso","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",442
"179","3","Sacatepéquez","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",2157
"180","4","Chimaltenango","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",1201
"181","5","Escuintla","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",1942
"182","6","Santa Rosa","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",825
"183","7","Sololá","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",641
"184","8","Totonicapán","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",436
"185","9","Quetzaltenango","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",3735
"186","10","Suchitepéquez","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",965
"187","11","Retalhuleu","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",633
"188","12","San Marcos","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",1437
"189","13","Huehuetenango","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",1643
"190","14","Quiché","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",861
"191","15","Baja Verapaz","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",449
"192","16","Alta Verapaz","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",1508
"193","17","Petén","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",982
"194","18","Izabal","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",947
"195","19","Zacapa","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",737
"196","20","Chiquimula","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",962
"197","21","Jalapa","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",663
"198","22","Jutiapa","Nivel educativo de la poblacion de 4 años o mas","Maestria y doctorado",1074
"199","1","Guatemala","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",93995
"200","2","El Progreso","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",7458
"201","3","Sacatepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",15569
"202","4","Chimaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",52555
"203","5","Escuintla","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",43871
"204","6","Santa Rosa","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",22569
"205","7","Sololá","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",38241
"206","8","Totonicapán","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",43442
"207","9","Quetzaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",49151
"208","10","Suchitepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",43545
"209","11","Retalhuleu","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",25453
"210","12","San Marcos","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",85904
"211","13","Huehuetenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",114913
"212","14","Quiché","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",93670
"213","15","Baja Verapaz","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",22062
"214","16","Alta Verapaz","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",97029
"215","17","Petén","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",37474
"216","18","Izabal","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",24755
"217","19","Zacapa","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",14780
"218","20","Chiquimula","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",31099
"219","21","Jalapa","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",25366
"220","22","Jutiapa","Causa principal de inasistencia escolar de la población 4 a 29 años","Falta de dinero",30279
"221","1","Guatemala","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",188908
"222","2","El Progreso","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",8418
"223","3","Sacatepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",20061
"224","4","Chimaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",23847
"225","5","Escuintla","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",40100
"226","6","Santa Rosa","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",20342
"227","7","Sololá","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",9962
"228","8","Totonicapán","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",16381
"229","9","Quetzaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",31156
"230","10","Suchitepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",24566
"231","11","Retalhuleu","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",13310
"232","12","San Marcos","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",29219
"233","13","Huehuetenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",38443
"234","14","Quiché","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",31317
"235","15","Baja Verapaz","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",12801
"236","16","Alta Verapaz","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",39147
"237","17","Petén","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",24874
"238","18","Izabal","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",19519
"239","19","Zacapa","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",10649
"240","20","Chiquimula","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",18153
"241","21","Jalapa","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",16521
"242","22","Jutiapa","Causa principal de inasistencia escolar de la población 4 a 29 años","Tiene que trabajar",20906
"243","1","Guatemala","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",1060
"244","2","El Progreso","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",475
"245","3","Sacatepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",75
"246","4","Chimaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",483
"247","5","Escuintla","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",395
"248","6","Santa Rosa","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",538
"249","7","Sololá","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",185
"250","8","Totonicapán","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",231
"251","9","Quetzaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",345
"252","10","Suchitepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",395
"253","11","Retalhuleu","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",195
"254","12","San Marcos","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",637
"255","13","Huehuetenango","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",3162
"256","14","Quiché","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",1788
"257","15","Baja Verapaz","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",819
"258","16","Alta Verapaz","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",3351
"259","17","Petén","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",2307
"260","18","Izabal","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",1305
"261","19","Zacapa","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",551
"262","20","Chiquimula","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",940
"263","21","Jalapa","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",739
"264","22","Jutiapa","Causa principal de inasistencia escolar de la población 4 a 29 años","No hay escuela, instituto o universidad",918
"265","1","Guatemala","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",3598
"266","2","El Progreso","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",415
"267","3","Sacatepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",661
"268","4","Chimaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1706
"269","5","Escuintla","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1984
"270","6","Santa Rosa","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",963
"271","7","Sololá","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1277
"272","8","Totonicapán","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1328
"273","9","Quetzaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1665
"274","10","Suchitepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1756
"275","11","Retalhuleu","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",896
"276","12","San Marcos","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",2676
"277","13","Huehuetenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",6088
"278","14","Quiché","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",4989
"279","15","Baja Verapaz","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1473
"280","16","Alta Verapaz","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",7931
"281","17","Petén","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",2037
"282","18","Izabal","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1691
"283","19","Zacapa","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",829
"284","20","Chiquimula","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1895
"285","21","Jalapa","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1718
"286","22","Jutiapa","Causa principal de inasistencia escolar de la población 4 a 29 años","Los padres / pareja no quieren",1985
"287","1","Guatemala","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",22112
"288","2","El Progreso","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",1871
"289","3","Sacatepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",2497
"290","4","Chimaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",3044
"291","5","Escuintla","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",7414
"292","6","Santa Rosa","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",3668
"293","7","Sololá","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",1576
"294","8","Totonicapán","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",1506
"295","9","Quetzaltenango","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",3966
"296","10","Suchitepéquez","Causa principal de inasistencia escolar de la población 4 a 29 años","Quehaceres del hogar",4229
