"","Código","Departamento","caracteristica","grupo","observaciones"
"73","7","Sololá","Lugar de Nacimiento","En otro paÍs",652
"74","8","Totonicapán","Lugar de Nacimiento","En otro paÍs",379
"75","9","Quetzaltenango","Lugar de Nacimiento","En otro paÍs",3568
"76","10","Suchitepéquez","Lugar de Nacimiento","En otro paÍs",1641
"77","11","Retalhuleu","Lugar de Nacimiento","En otro paÍs",930
"78","12","San Marcos","Lugar de Nacimiento","En otro paÍs",3561
"79","13","Huehuetenango","Lugar de Nacimiento","En otro paÍs",4627
"80","14","Quiché","Lugar de Nacimiento","En otro paÍs",2264
"81","15","Baja Verapaz","Lugar de Nacimiento","En otro paÍs",579
"82","16","Alta Verapaz","Lugar de Nacimiento","En otro paÍs",1789
"83","17","Petén","Lugar de Nacimiento","En otro paÍs",3849
"84","18","Izabal","Lugar de Nacimiento","En otro paÍs",3536
"85","19","Zacapa","Lugar de Nacimiento","En otro paÍs",1058
"86","20","Chiquimula","Lugar de Nacimiento","En otro paÍs",3798
"87","21","Jalapa","Lugar de Nacimiento","En otro paÍs",991
"88","22","Jutiapa","Lugar de Nacimiento","En otro paÍs",4386
"89","1","Guatemala","Lugar de Nacimiento","No especificado",54608
"90","2","El Progreso","Lugar de Nacimiento","No especificado",5590
"91","3","Sacatepéquez","Lugar de Nacimiento","No especificado",6610
"92","4","Chimaltenango","Lugar de Nacimiento","No especificado",6861
"93","5","Escuintla","Lugar de Nacimiento","No especificado",13637
"94","6","Santa Rosa","Lugar de Nacimiento","No especificado",4232
"95","7","Sololá","Lugar de Nacimiento","No especificado",4723
"96","8","Totonicapán","Lugar de Nacimiento","No especificado",11130
"97","9","Quetzaltenango","Lugar de Nacimiento","No especificado",12618
"98","10","Suchitepéquez","Lugar de Nacimiento","No especificado",6336
"99","11","Retalhuleu","Lugar de Nacimiento","No especificado",4045
"100","12","San Marcos","Lugar de Nacimiento","No especificado",15557
"101","13","Huehuetenango","Lugar de Nacimiento","No especificado",16106
"102","14","Quiché","Lugar de Nacimiento","No especificado",14776
"103","15","Baja Verapaz","Lugar de Nacimiento","No especificado",2855
"104","16","Alta Verapaz","Lugar de Nacimiento","No especificado",12360
"105","17","Petén","Lugar de Nacimiento","No especificado",6733
"106","18","Izabal","Lugar de Nacimiento","No especificado",5833
"107","19","Zacapa","Lugar de Nacimiento","No especificado",7496
"108","20","Chiquimula","Lugar de Nacimiento","No especificado",8059
"109","21","Jalapa","Lugar de Nacimiento","No especificado",3696
"110","22","Jutiapa","Lugar de Nacimiento","No especificado",6630
"111","1","Guatemala","Lugar de residencia en 2013","No habÍa nacido",264759
"112","2","El Progreso","Lugar de residencia en 2013","No habÍa nacido",17878
"113","3","Sacatepéquez","Lugar de residencia en 2013","No habÍa nacido",30494
"114","4","Chimaltenango","Lugar de residencia en 2013","No habÍa nacido",69673
"115","5","Escuintla","Lugar de residencia en 2013","No habÍa nacido",78201
"116","6","Santa Rosa","Lugar de residencia en 2013","No habÍa nacido",42164
"117","7","Sololá","Lugar de residencia en 2013","No habÍa nacido",44590
"118","8","Totonicapán","Lugar de residencia en 2013","No habÍa nacido",48076
"119","9","Quetzaltenango","Lugar de residencia en 2013","No habÍa nacido",83506
"120","10","Suchitepéquez","Lugar de residencia en 2013","No habÍa nacido",64572
"121","11","Retalhuleu","Lugar de residencia en 2013","No habÍa nacido",37249
"122","12","San Marcos","Lugar de residencia en 2013","No habÍa nacido",130902
"123","13","Huehuetenango","Lugar de residencia en 2013","No habÍa nacido",159796
"124","14","Quiché","Lugar de residencia en 2013","No habÍa nacido",124298
"125","15","Baja Verapaz","Lugar de residencia en 2013","No habÍa nacido",36814
"126","16","Alta Verapaz","Lugar de residencia en 2013","No habÍa nacido",164785
"127","17","Petén","Lugar de residencia en 2013","No habÍa nacido",67852
"128","18","Izabal","Lugar de residencia en 2013","No habÍa nacido",46714
"129","19","Zacapa","Lugar de residencia en 2013","No habÍa nacido",25431
"130","20","Chiquimula","Lugar de residencia en 2013","No habÍa nacido",50771
"131","21","Jalapa","Lugar de residencia en 2013","No habÍa nacido",42275
"132","22","Jutiapa","Lugar de residencia en 2013","No habÍa nacido",51090
"133","1","Guatemala","Lugar de residencia en 2013","En el mismo municipio",2587767
"134","2","El Progreso","Lugar de residencia en 2013","En el mismo municipio",153208
"135","3","Sacatepéquez","Lugar de residencia en 2013","En el mismo municipio",281443
"136","4","Chimaltenango","Lugar de residencia en 2013","En el mismo municipio",530319
"137","5","Escuintla","Lugar de residencia en 2013","En el mismo municipio",624815
"138","6","Santa Rosa","Lugar de residencia en 2013","En el mismo municipio",339031
"139","7","Sololá","Lugar de residencia en 2013","En el mismo municipio",370584
"140","8","Totonicapán","Lugar de residencia en 2013","En el mismo municipio",359293
"141","9","Quetzaltenango","Lugar de residencia en 2013","En el mismo municipio",686595
"142","10","Suchitepéquez","Lugar de residencia en 2013","En el mismo municipio",472319
"143","11","Retalhuleu","Lugar de residencia en 2013","En el mismo municipio",280065
"144","12","San Marcos","Lugar de residencia en 2013","En el mismo municipio",879708
"145","13","Huehuetenango","Lugar de residencia en 2013","En el mismo municipio",987844
"146","14","Quiché","Lugar de residencia en 2013","En el mismo municipio",807582
"147","15","Baja Verapaz","Lugar de residencia en 2013","En el mismo municipio",255175
"148","16","Alta Verapaz","Lugar de residencia en 2013","En el mismo municipio",1028176
"149","17","Petén","Lugar de residencia en 2013","En el mismo municipio",455469
"150","18","Izabal","Lugar de residencia en 2013","En el mismo municipio",348999
"151","19","Zacapa","Lugar de residencia en 2013","En el mismo municipio",211225
"152","20","Chiquimula","Lugar de residencia en 2013","En el mismo municipio",354284
"153","21","Jalapa","Lugar de residencia en 2013","En el mismo municipio",293351
"154","22","Jutiapa","Lugar de residencia en 2013","En el mismo municipio",424020
"155","1","Guatemala","Lugar de residencia en 2013","En otro municipio",118457
"156","2","El Progreso","Lugar de residencia en 2013","En otro municipio",4037
"157","3","Sacatepéquez","Lugar de residencia en 2013","En otro municipio",12651
"158","4","Chimaltenango","Lugar de residencia en 2013","En otro municipio",10594
"159","5","Escuintla","Lugar de residencia en 2013","En otro municipio",19350
"160","6","Santa Rosa","Lugar de residencia en 2013","En otro municipio",12624
"161","7","Sololá","Lugar de residencia en 2013","En otro municipio",3752
"162","8","Totonicapán","Lugar de residencia en 2013","En otro municipio",3130
"163","9","Quetzaltenango","Lugar de residencia en 2013","En otro municipio",19491
"164","10","Suchitepéquez","Lugar de residencia en 2013","En otro municipio",14133
"165","11","Retalhuleu","Lugar de residencia en 2013","En otro municipio",6849
"166","12","San Marcos","Lugar de residencia en 2013","En otro municipio",11632
"167","13","Huehuetenango","Lugar de residencia en 2013","En otro municipio",13439
"168","14","Quiché","Lugar de residencia en 2013","En otro municipio",7909
"169","15","Baja Verapaz","Lugar de residencia en 2013","En otro municipio",6000
"170","16","Alta Verapaz","Lugar de residencia en 2013","En otro municipio",17655
"171","17","Petén","Lugar de residencia en 2013","En otro municipio",15593
"172","18","Izabal","Lugar de residencia en 2013","En otro municipio",8231
"173","19","Zacapa","Lugar de residencia en 2013","En otro municipio",5791
"174","20","Chiquimula","Lugar de residencia en 2013","En otro municipio",6866
"175","21","Jalapa","Lugar de residencia en 2013","En otro municipio",5949
"176","22","Jutiapa","Lugar de residencia en 2013","En otro municipio",9499
"177","1","Guatemala","Lugar de residencia en 2013","En otro paÍs",9240
"178","2","El Progreso","Lugar de residencia en 2013","En otro paÍs",289
"179","3","Sacatepéquez","Lugar de residencia en 2013","En otro paÍs",685
"180","4","Chimaltenango","Lugar de residencia en 2013","En otro paÍs",517
"181","5","Escuintla","Lugar de residencia en 2013","En otro paÍs",1118
"182","6","Santa Rosa","Lugar de residencia en 2013","En otro paÍs",1072
"183","7","Sololá","Lugar de residencia en 2013","En otro paÍs",313
"184","8","Totonicapán","Lugar de residencia en 2013","En otro paÍs",317
"185","9","Quetzaltenango","Lugar de residencia en 2013","En otro paÍs",1675
"186","10","Suchitepéquez","Lugar de residencia en 2013","En otro paÍs",682
"187","11","Retalhuleu","Lugar de residencia en 2013","En otro paÍs",432
"188","12","San Marcos","Lugar de residencia en 2013","En otro paÍs",1423
"189","13","Huehuetenango","Lugar de residencia en 2013","En otro paÍs",2225
"190","14","Quiché","Lugar de residencia en 2013","En otro paÍs",685
"191","15","Baja Verapaz","Lugar de residencia en 2013","En otro paÍs",440
"192","16","Alta Verapaz","Lugar de residencia en 2013","En otro paÍs",462
"193","17","Petén","Lugar de residencia en 2013","En otro paÍs",1016
"194","18","Izabal","Lugar de residencia en 2013","En otro paÍs",773
"195","19","Zacapa","Lugar de residencia en 2013","En otro paÍs",365
"196","20","Chiquimula","Lugar de residencia en 2013","En otro paÍs",968
"197","21","Jalapa","Lugar de residencia en 2013","En otro paÍs",548
"198","22","Jutiapa","Lugar de residencia en 2013","En otro paÍs",1636
"199","1","Guatemala","Lugar de residencia en 2013","No especificado",34858
"200","2","El Progreso","Lugar de residencia en 2013","No especificado",1220
"201","3","Sacatepéquez","Lugar de residencia en 2013","No especificado",5196
"202","4","Chimaltenango","Lugar de residencia en 2013","No especificado",4673
"203","5","Escuintla","Lugar de residencia en 2013","No especificado",9697
"204","6","Santa Rosa","Lugar de residencia en 2013","No especificado",1716
"205","7","Sololá","Lugar de residencia en 2013","No especificado",2344
"206","8","Totonicapán","Lugar de residencia en 2013","No especificado",7753
"207","9","Quetzaltenango","Lugar de residencia en 2013","No especificado",7834
"208","10","Suchitepéquez","Lugar de residencia en 2013","No especificado",2989
"209","11","Retalhuleu","Lugar de residencia en 2013","No especificado",2233
"210","12","San Marcos","Lugar de residencia en 2013","No especificado",8612
"211","13","Huehuetenango","Lugar de residencia en 2013","No especificado",7365
"212","14","Quiché","Lugar de residencia en 2013","No especificado",8787
"213","15","Baja Verapaz","Lugar de residencia en 2013","No especificado",1047
"214","16","Alta Verapaz","Lugar de residencia en 2013","No especificado",3960
"215","17","Petén","Lugar de residencia en 2013","No especificado",5670
"216","18","Izabal","Lugar de residencia en 2013","No especificado",3971
"217","19","Zacapa","Lugar de residencia en 2013","No especificado",2562
"218","20","Chiquimula","Lugar de residencia en 2013","No especificado",2174
"219","21","Jalapa","Lugar de residencia en 2013","No especificado",800
"220","22","Jutiapa","Lugar de residencia en 2013","No especificado",2150
"221","1","Guatemala","Población de 4 años o más","No hay grupo",2806497
"222","2","El Progreso","Población de 4 años o más","No hay grupo",162594
"223","3","Sacatepéquez","Población de 4 años o más","No hay grupo",306541
"224","4","Chimaltenango","Población de 4 años o más","No hay grupo",560280
"225","5","Escuintla","Población de 4 años o más","No hay grupo",671337
"226","6","Santa Rosa","Población de 4 años o más","No hay grupo",363438
"227","7","Sololá","Población de 4 años o más","No hay grupo",386477
"228","8","Totonicapán","Población de 4 años o más","No hay grupo",380433
"229","9","Quetzaltenango","Población de 4 años o más","No hay grupo",732644
"230","10","Suchitepéquez","Población de 4 años o más","No hay grupo",503605
"231","11","Retalhuleu","Población de 4 años o más","No hay grupo",297336
"232","12","San Marcos","Población de 4 años o más","No hay grupo",927949
"233","13","Huehuetenango","Población de 4 años o más","No hay grupo",1042956
"234","14","Quiché","Población de 4 años o más","No hay grupo",850655
"235","15","Baja Verapaz","Población de 4 años o más","No hay grupo",270113
"236","16","Alta Verapaz","Población de 4 años o más","No hay grupo",1082785
"237","17","Petén","Población de 4 años o más","No hay grupo",492043
"238","18","Izabal","Población de 4 años o más","No hay grupo",371688
"239","19","Zacapa","Población de 4 años o más","No hay grupo",225364
"240","20","Chiquimula","Población de 4 años o más","No hay grupo",374636
"241","21","Jalapa","Población de 4 años o más","No hay grupo",309460
"242","22","Jutiapa","Población de 4 años o más","No hay grupo",448066
"243","1","Guatemala","Dificultad para ver","Sin dificultad",2487340
"244","2","El Progreso","Dificultad para ver","Sin dificultad",149006
"245","3","Sacatepéquez","Dificultad para ver","Sin dificultad",274444
"246","4","Chimaltenango","Dificultad para ver","Sin dificultad",513299
"247","5","Escuintla","Dificultad para ver","Sin dificultad",614300
"248","6","Santa Rosa","Dificultad para ver","Sin dificultad",332686
"249","7","Sololá","Dificultad para ver","Sin dificultad",359724
"250","8","Totonicapán","Dificultad para ver","Sin dificultad",351804
"251","9","Quetzaltenango","Dificultad para ver","Sin dificultad",676445
"252","10","Suchitepéquez","Dificultad para ver","Sin dificultad",466262
"253","11","Retalhuleu","Dificultad para ver","Sin dificultad",272856
"254","12","San Marcos","Dificultad para ver","Sin dificultad",872923
"255","13","Huehuetenango","Dificultad para ver","Sin dificultad",976478
"256","14","Quiché","Dificultad para ver","Sin dificultad",795140
"257","15","Baja Verapaz","Dificultad para ver","Sin dificultad",248993
"258","16","Alta Verapaz","Dificultad para ver","Sin dificultad",1003218
"259","17","Petén","Dificultad para ver","Sin dificultad",463059
"260","18","Izabal","Dificultad para ver","Sin dificultad",340483
"261","19","Zacapa","Dificultad para ver","Sin dificultad",204264
"262","20","Chiquimula","Dificultad para ver","Sin dificultad",347417
"263","21","Jalapa","Dificultad para ver","Sin dificultad",289586
"264","22","Jutiapa","Dificultad para ver","Sin dificultad",412123
"265","1","Guatemala","Dificultad para ver","Con Dificultad",280202
"266","2","El Progreso","Dificultad para ver","Con Dificultad",12028
"267","3","Sacatepéquez","Dificultad para ver","Con Dificultad",26762
"268","4","Chimaltenango","Dificultad para ver","Con Dificultad",42424
"269","5","Escuintla","Dificultad para ver","Con Dificultad",45713
"270","6","Santa Rosa","Dificultad para ver","Con Dificultad",28597
"271","7","Sololá","Dificultad para ver","Con Dificultad",23027
"272","8","Totonicapán","Dificultad para ver","Con Dificultad",18852
"273","9","Quetzaltenango","Dificultad para ver","Con Dificultad",45781
"274","10","Suchitepéquez","Dificultad para ver","Con Dificultad",32995
"275","11","Retalhuleu","Dificultad para ver","Con Dificultad",21796
"276","12","San Marcos","Dificultad para ver","Con Dificultad",40625
"277","13","Huehuetenango","Dificultad para ver","Con Dificultad",53978
"278","14","Quiché","Dificultad para ver","Con Dificultad",42999
"279","15","Baja Verapaz","Dificultad para ver","Con Dificultad",19303
"280","16","Alta Verapaz","Dificultad para ver","Con Dificultad",70889
"281","17","Petén","Dificultad para ver","Con Dificultad",22377
"282","18","Izabal","Dificultad para ver","Con Dificultad",26752
"283","19","Zacapa","Dificultad para ver","Con Dificultad",18028
"284","20","Chiquimula","Dificultad para ver","Con Dificultad",23810
"285","21","Jalapa","Dificultad para ver","Con Dificultad",18496
"286","22","Jutiapa","Dificultad para ver","Con Dificultad",32357
"287","1","Guatemala","Dificultad para ver","No declarado",38955
"288","2","El Progreso","Dificultad para ver","No declarado",1560
"289","3","Sacatepéquez","Dificultad para ver","No declarado",5335
"290","4","Chimaltenango","Dificultad para ver","No declarado",4557
"291","5","Escuintla","Dificultad para ver","No declarado",11324
"292","6","Santa Rosa","Dificultad para ver","No declarado",2155
"293","7","Sololá","Dificultad para ver","No declarado",3726
"294","8","Totonicapán","Dificultad para ver","No declarado",9777
"295","9","Quetzaltenango","Dificultad para ver","No declarado",10418
"296","10","Suchitepéquez","Dificultad para ver","No declarado",4348
"297","11","Retalhuleu","Dificultad para ver","No declarado",2684
"298","12","San Marcos","Dificultad para ver","No declarado",14401
"299","13","Huehuetenango","Dificultad para ver","No declarado",12500
"300","14","Quiché","Dificultad para ver","No declarado",12516
"301","15","Baja Verapaz","Dificultad para ver","No declarado",1817
"302","16","Alta Verapaz","Dificultad para ver","No declarado",8678
"303","17","Petén","Dificultad para ver","No declarado",6607
"304","18","Izabal","Dificultad para ver","No declarado",4453
"305","19","Zacapa","Dificultad para ver","No declarado",3072
"306","20","Chiquimula","Dificultad para ver","No declarado",3409
"307","21","Jalapa","Dificultad para ver","No declarado",1378
"308","22","Jutiapa","Dificultad para ver","No declarado",3586
"309","1","Guatemala","Dificultad para oir","Sin dificultad",2695244
"310","2","El Progreso","Dificultad para oir","Sin dificultad",156787
"311","3","Sacatepéquez","Dificultad para oir","Sin dificultad",291436
"312","4","Chimaltenango","Dificultad para oir","Sin dificultad",538971
"313","5","Escuintla","Dificultad para oir","Sin dificultad",643668
"314","6","Santa Rosa","Dificultad para oir","Sin dificultad",351091
"315","7","Sololá","Dificultad para oir","Sin dificultad",371630
"316","8","Totonicapán","Dificultad para oir","Sin dificultad",359328
"317","9","Quetzaltenango","Dificultad para oir","Sin dificultad",702741
"318","10","Suchitepéquez","Dificultad para oir","Sin dificultad",484779
"319","11","Retalhuleu","Dificultad para oir","Sin dificultad",285894
"320","12","San Marcos","Dificultad para oir","Sin dificultad",893061
"321","13","Huehuetenango","Dificultad para oir","Sin dificultad",1003043
"322","14","Quiché","Dificultad para oir","Sin dificultad",814435
"323","15","Baja Verapaz","Dificultad para oir","Sin dificultad",259726
"324","16","Alta Verapaz","Dificultad para oir","Sin dificultad",1042098
"325","17","Petén","Dificultad para oir","Sin dificultad",476033
"326","18","Izabal","Dificultad para oir","Sin dificultad",356055
"327","19","Zacapa","Dificultad para oir","Sin dificultad",215625
"328","20","Chiquimula","Dificultad para oir","Sin dificultad",360852
"329","21","Jalapa","Dificultad para oir","Sin dificultad",299680
"330","22","Jutiapa","Dificultad para oir","Sin dificultad",430321
"331","1","Guatemala","Dificultad para oir","Con Dificultad",69667
"332","2","El Progreso","Dificultad para oir","Con Dificultad",4397
"333","3","Sacatepéquez","Dificultad para oir","Con Dificultad",8490
"334","4","Chimaltenango","Dificultad para oir","Con Dificultad",16656
"335","5","Escuintla","Dificultad para oir","Con Dificultad",16010
"336","6","Santa Rosa","Dificultad para oir","Con Dificultad",10145
"337","7","Sololá","Dificultad para oir","Con Dificultad",11110
"338","8","Totonicapán","Dificultad para oir","Con Dificultad",11164
"339","9","Quetzaltenango","Dificultad para oir","Con Dificultad",19421
"340","10","Suchitepéquez","Dificultad para oir","Con Dificultad",14426
"341","11","Retalhuleu","Dificultad para oir","Con Dificultad",8648
"342","12","San Marcos","Dificultad para oir","Con Dificultad",20464
"343","13","Huehuetenango","Dificultad para oir","Con Dificultad",27245
"344","14","Quiché","Dificultad para oir","Con Dificultad",23550
"345","15","Baja Verapaz","Dificultad para oir","Con Dificultad",8680
"346","16","Alta Verapaz","Dificultad para oir","Con Dificultad",31670
"347","17","Petén","Dificultad para oir","Con Dificultad",9337
"348","18","Izabal","Dificultad para oir","Con Dificultad",11138
"349","19","Zacapa","Dificultad para oir","Con Dificultad",6578
"350","20","Chiquimula","Dificultad para oir","Con Dificultad",10453
"351","21","Jalapa","Dificultad para oir","Con Dificultad",8453
"352","22","Jutiapa","Dificultad para oir","Con Dificultad",14006
"353","1","Guatemala","Dificultad para oir","No declarado",41586
"354","2","El Progreso","Dificultad para oir","No declarado",1410
"355","3","Sacatepéquez","Dificultad para oir","No declarado",6615
"356","4","Chimaltenango","Dificultad para oir","No declarado",4653
"357","5","Escuintla","Dificultad para oir","No declarado",11659
"358","6","Santa Rosa","Dificultad para oir","No declarado",2202
"359","7","Sololá","Dificultad para oir","No declarado",3737
"360","8","Totonicapán","Dificultad para oir","No declarado",9941
"361","9","Quetzaltenango","Dificultad para oir","No declarado",10482
"362","10","Suchitepéquez","Dificultad para oir","No declarado",4400
"363","11","Retalhuleu","Dificultad para oir","No declarado",2794
"364","12","San Marcos","Dificultad para oir","No declarado",14424
"365","13","Huehuetenango","Dificultad para oir","No declarado",12668
"366","14","Quiché","Dificultad para oir","No declarado",12670
"367","15","Baja Verapaz","Dificultad para oir","No declarado",1707
"368","16","Alta Verapaz","Dificultad para oir","No declarado",9017
"369","17","Petén","Dificultad para oir","No declarado",6673
"370","18","Izabal","Dificultad para oir","No declarado",4495
"371","19","Zacapa","Dificultad para oir","No declarado",3161
"372","20","Chiquimula","Dificultad para oir","No declarado",3331
"373","21","Jalapa","Dificultad para oir","No declarado",1327
"374","22","Jutiapa","Dificultad para oir","No declarado",3739
"375","1","Guatemala","Dificultad para caminar","Sin dificultad",2658658
"376","2","El Progreso","Dificultad para caminar","Sin dificultad",154395
"377","3","Sacatepéquez","Dificultad para caminar","Sin dificultad",288857
"378","4","Chimaltenango","Dificultad para caminar","Sin dificultad",536231
"379","5","Escuintla","Dificultad para caminar","Sin dificultad",636659
"380","6","Santa Rosa","Dificultad para caminar","Sin dificultad",345330
"381","7","Sololá","Dificultad para caminar","Sin dificultad",372284
"382","8","Totonicapán","Dificultad para caminar","Sin dificultad",360128
"383","9","Quetzaltenango","Dificultad para caminar","Sin dificultad",698998
"384","10","Suchitepéquez","Dificultad para caminar","Sin dificultad",481473
"385","11","Retalhuleu","Dificultad para caminar","Sin dificultad",283196
"386","12","San Marcos","Dificultad para caminar","Sin dificultad",890553
"387","13","Huehuetenango","Dificultad para caminar","Sin dificultad",998223
"388","14","Quiché","Dificultad para caminar","Sin dificultad",815402
"389","15","Baja Verapaz","Dificultad para caminar","Sin dificultad",255984
"390","16","Alta Verapaz","Dificultad para caminar","Sin dificultad",1037442
"391","17","Petén","Dificultad para caminar","Sin dificultad",474170
"392","18","Izabal","Dificultad para caminar","Sin dificultad",352339
"393","19","Zacapa","Dificultad para caminar","Sin dificultad",212651
"394","20","Chiquimula","Dificultad para caminar","Sin dificultad",357219
"395","21","Jalapa","Dificultad para caminar","Sin dificultad",296627
"396","22","Jutiapa","Dificultad para caminar","Sin dificultad",423089
"397","1","Guatemala","Dificultad para caminar","Con Dificultad",105195
"398","2","El Progreso","Dificultad para caminar","Con Dificultad",6763
"399","3","Sacatepéquez","Dificultad para caminar","Con Dificultad",10961
"400","4","Chimaltenango","Dificultad para caminar","Con Dificultad",19349
"401","5","Escuintla","Dificultad para caminar","Con Dificultad",22926
"402","6","Santa Rosa","Dificultad para caminar","Con Dificultad",15700
"403","7","Sololá","Dificultad para caminar","Con Dificultad",10330
"404","8","Totonicapán","Dificultad para caminar","Con Dificultad",10009
"405","9","Quetzaltenango","Dificultad para caminar","Con Dificultad",22928
"406","10","Suchitepéquez","Dificultad para caminar","Con Dificultad",17534
"407","11","Retalhuleu","Dificultad para caminar","Con Dificultad",11269
"408","12","San Marcos","Dificultad para caminar","Con Dificultad",22442
"409","13","Huehuetenango","Dificultad para caminar","Con Dificultad",31883
"410","14","Quiché","Dificultad para caminar","Con Dificultad",22305
"411","15","Baja Verapaz","Dificultad para caminar","Con Dificultad",12315
"412","16","Alta Verapaz","Dificultad para caminar","Con Dificultad",36043
"413","17","Petén","Dificultad para caminar","Con Dificultad",10889
"414","18","Izabal","Dificultad para caminar","Con Dificultad",14739
"415","19","Zacapa","Dificultad para caminar","Con Dificultad",9606
"416","20","Chiquimula","Dificultad para caminar","Con Dificultad",14143
"417","21","Jalapa","Dificultad para caminar","Con Dificultad",11495
"418","22","Jutiapa","Dificultad para caminar","Con Dificultad",21132
"419","1","Guatemala","Dificultad para caminar","No declarado",42644
"420","2","El Progreso","Dificultad para caminar","No declarado",1436
"421","3","Sacatepéquez","Dificultad para caminar","No declarado",6723
"422","4","Chimaltenango","Dificultad para caminar","No declarado",4700
"423","5","Escuintla","Dificultad para caminar","No declarado",11752
