"","Código","Departamento","caracteristica","grupo","observaciones"
"87","21","Jalapa","0 - 14","No hay grupo",122774
"88","22","Jutiapa","0 - 14","No hay grupo",154167
"89","1","Guatemala","15 - 29","No hay grupo",878774
"90","2","El Progreso","15 - 29","No hay grupo",50643
"91","3","Sacatepéquez","15 - 29","No hay grupo",100178
"92","4","Chimaltenango","15 - 29","No hay grupo",189006
"93","5","Escuintla","15 - 29","No hay grupo",221090
"94","6","Santa Rosa","15 - 29","No hay grupo",116174
"95","7","Sololá","15 - 29","No hay grupo",130066
"96","8","Totonicapán","15 - 29","No hay grupo",128265
"97","9","Quetzaltenango","15 - 29","No hay grupo",239778
"98","10","Suchitepéquez","15 - 29","No hay grupo",165602
"99","11","Retalhuleu","15 - 29","No hay grupo",97839
"100","12","San Marcos","15 - 29","No hay grupo",290916
"101","13","Huehuetenango","15 - 29","No hay grupo",336334
"102","14","Quiché","15 - 29","No hay grupo",284661
"103","15","Baja Verapaz","15 - 29","No hay grupo",88881
"104","16","Alta Verapaz","15 - 29","No hay grupo",361194
"105","17","Petén","15 - 29","No hay grupo",170838
"106","18","Izabal","15 - 29","No hay grupo",122925
"107","19","Zacapa","15 - 29","No hay grupo",71811
"108","20","Chiquimula","15 - 29","No hay grupo",122030
"109","21","Jalapa","15 - 29","No hay grupo",103552
"110","22","Jutiapa","15 - 29","No hay grupo",143009
"111","1","Guatemala","30 - 64","No hay grupo",1131200
"112","2","El Progreso","30 - 64","No hay grupo",59761
"113","3","Sacatepéquez","30 - 64","No hay grupo",115299
"114","4","Chimaltenango","30 - 64","No hay grupo",186870
"115","5","Escuintla","30 - 64","No hay grupo",242842
"116","6","Santa Rosa","30 - 64","No hay grupo",128229
"117","7","Sololá","30 - 64","No hay grupo",130730
"118","8","Totonicapán","30 - 64","No hay grupo",122441
"119","9","Quetzaltenango","30 - 64","No hay grupo",258979
"120","10","Suchitepéquez","30 - 64","No hay grupo",168711
"121","11","Retalhuleu","30 - 64","No hay grupo",100620
"122","12","San Marcos","30 - 64","No hay grupo",297356
"123","13","Huehuetenango","30 - 64","No hay grupo",321656
"124","14","Quiché","30 - 64","No hay grupo",253115
"125","15","Baja Verapaz","30 - 64","No hay grupo",88499
"126","16","Alta Verapaz","30 - 64","No hay grupo",333276
"127","17","Petén","30 - 64","No hay grupo",153593
"128","18","Izabal","30 - 64","No hay grupo",125411
"129","19","Zacapa","30 - 64","No hay grupo",80398
"130","20","Chiquimula","30 - 64","No hay grupo",122831
"131","21","Jalapa","30 - 64","No hay grupo",98815
"132","22","Jutiapa","30 - 64","No hay grupo",157083
"133","1","Guatemala","65 - 84","No hay grupo",177995
"134","2","El Progreso","65 - 84","No hay grupo",10847
"135","3","Sacatepéquez","65 - 84","No hay grupo",17770
"136","4","Chimaltenango","65 - 84","No hay grupo",27386
"137","5","Escuintla","65 - 84","No hay grupo",36138
"138","6","Santa Rosa","65 - 84","No hay grupo",22892
"139","7","Sololá","65 - 84","No hay grupo",19510
"140","8","Totonicapán","65 - 84","No hay grupo",21134
"141","9","Quetzaltenango","65 - 84","No hay grupo",44501
"142","10","Suchitepéquez","65 - 84","No hay grupo",27518
"143","11","Retalhuleu","65 - 84","No hay grupo",17445
"144","12","San Marcos","65 - 84","No hay grupo",53721
"145","13","Huehuetenango","65 - 84","No hay grupo",53194
"146","14","Quiché","65 - 84","No hay grupo",38651
"147","15","Baja Verapaz","65 - 84","No hay grupo",15075
"148","16","Alta Verapaz","65 - 84","No hay grupo",44601
"149","17","Petén","65 - 84","No hay grupo",20860
"150","18","Izabal","65 - 84","No hay grupo",19788
"151","19","Zacapa","65 - 84","No hay grupo",15080
"152","20","Chiquimula","65 - 84","No hay grupo",21677
"153","21","Jalapa","65 - 84","No hay grupo",16052
"154","22","Jutiapa","65 - 84","No hay grupo",30569
"155","1","Guatemala","85 o más","No hay grupo",20233
"156","2","El Progreso","85 o más","No hay grupo",1452
"157","3","Sacatepéquez","85 o más","No hay grupo",2128
"158","4","Chimaltenango","85 o más","No hay grupo",3071
"159","5","Escuintla","85 o más","No hay grupo",3833
"160","6","Santa Rosa","85 o más","No hay grupo",2871
"161","7","Sololá","85 o más","No hay grupo",2029
"162","8","Totonicapán","85 o más","No hay grupo",2407
"163","9","Quetzaltenango","85 o más","No hay grupo",5610
"164","10","Suchitepéquez","85 o más","No hay grupo",2930
"165","11","Retalhuleu","85 o más","No hay grupo",2026
"166","12","San Marcos","85 o más","No hay grupo",6982
"167","13","Huehuetenango","85 o más","No hay grupo",6302
"168","14","Quiché","85 o más","No hay grupo",3944
"169","15","Baja Verapaz","85 o más","No hay grupo",1632
"170","16","Alta Verapaz","85 o más","No hay grupo",3818
"171","17","Petén","85 o más","No hay grupo",2125
"172","18","Izabal","85 o más","No hay grupo",2014
"173","19","Zacapa","85 o más","No hay grupo",1721
"174","20","Chiquimula","85 o más","No hay grupo",2451
"175","21","Jalapa","85 o más","No hay grupo",1730
"176","22","Jutiapa","85 o más","No hay grupo",3567
"177","1","Guatemala","Grupo Quinquenal","0 - 4",264759
"178","2","El Progreso","Grupo Quinquenal","0 - 4",17878
"179","3","Sacatepéquez","Grupo Quinquenal","0 - 4",30494
"180","4","Chimaltenango","Grupo Quinquenal","0 - 4",69673
"181","5","Escuintla","Grupo Quinquenal","0 - 4",78201
"182","6","Santa Rosa","Grupo Quinquenal","0 - 4",42164
"183","7","Sololá","Grupo Quinquenal","0 - 4",44590
"184","8","Totonicapán","Grupo Quinquenal","0 - 4",48076
"185","9","Quetzaltenango","Grupo Quinquenal","0 - 4",83506
"186","10","Suchitepéquez","Grupo Quinquenal","0 - 4",64572
"187","11","Retalhuleu","Grupo Quinquenal","0 - 4",37249
"188","12","San Marcos","Grupo Quinquenal","0 - 4",130902
"189","13","Huehuetenango","Grupo Quinquenal","0 - 4",159796
"190","14","Quiché","Grupo Quinquenal","0 - 4",124298
"191","15","Baja Verapaz","Grupo Quinquenal","0 - 4",36814
"192","16","Alta Verapaz","Grupo Quinquenal","0 - 4",164785
"193","17","Petén","Grupo Quinquenal","0 - 4",67852
"194","18","Izabal","Grupo Quinquenal","0 - 4",46714
"195","19","Zacapa","Grupo Quinquenal","0 - 4",25431
"196","20","Chiquimula","Grupo Quinquenal","0 - 4",50771
"197","21","Jalapa","Grupo Quinquenal","0 - 4",42275
"198","22","Jutiapa","Grupo Quinquenal","0 - 4",51090
"199","1","Guatemala","Grupo Quinquenal","5 - 9",269556
"200","2","El Progreso","Grupo Quinquenal","5 - 9",18510
"201","3","Sacatepéquez","Grupo Quinquenal","5 - 9",31852
"202","4","Chimaltenango","Grupo Quinquenal","5 - 9",70091
"203","5","Escuintla","Grupo Quinquenal","5 - 9",76969
"204","6","Santa Rosa","Grupo Quinquenal","5 - 9",42645
"205","7","Sololá","Grupo Quinquenal","5 - 9",45768
"206","8","Totonicapán","Grupo Quinquenal","5 - 9",47526
"207","9","Quetzaltenango","Grupo Quinquenal","5 - 9",84815
"208","10","Suchitepéquez","Grupo Quinquenal","5 - 9",63528
"209","11","Retalhuleu","Grupo Quinquenal","5 - 9",36781
"210","12","San Marcos","Grupo Quinquenal","5 - 9",128937
"211","13","Huehuetenango","Grupo Quinquenal","5 - 9",154123
"212","14","Quiché","Grupo Quinquenal","5 - 9",125496
"213","15","Baja Verapaz","Grupo Quinquenal","5 - 9",35157
"214","16","Alta Verapaz","Grupo Quinquenal","5 - 9",161275
"215","17","Petén","Grupo Quinquenal","5 - 9",68250
"216","18","Izabal","Grupo Quinquenal","5 - 9",47095
"217","19","Zacapa","Grupo Quinquenal","5 - 9",25968
"218","20","Chiquimula","Grupo Quinquenal","5 - 9",48755
"219","21","Jalapa","Grupo Quinquenal","5 - 9",41087
"220","22","Jutiapa","Grupo Quinquenal","5 - 9",52577
"221","1","Guatemala","Grupo Quinquenal","10 - 14",272564
"222","2","El Progreso","Grupo Quinquenal","10 - 14",17541
"223","3","Sacatepéquez","Grupo Quinquenal","10 - 14",32748
"224","4","Chimaltenango","Grupo Quinquenal","10 - 14",69679
"225","5","Escuintla","Grupo Quinquenal","10 - 14",74108
"226","6","Santa Rosa","Grupo Quinquenal","10 - 14",41632
"227","7","Sololá","Grupo Quinquenal","10 - 14",48890
"228","8","Totonicapán","Grupo Quinquenal","10 - 14",48720
"229","9","Quetzaltenango","Grupo Quinquenal","10 - 14",81912
"230","10","Suchitepéquez","Grupo Quinquenal","10 - 14",61834
"231","11","Retalhuleu","Grupo Quinquenal","10 - 14",34868
"232","12","San Marcos","Grupo Quinquenal","10 - 14",123463
"233","13","Huehuetenango","Grupo Quinquenal","10 - 14",139264
"234","14","Quiché","Grupo Quinquenal","10 - 14",119096
"235","15","Baja Verapaz","Grupo Quinquenal","10 - 14",33418
"236","16","Alta Verapaz","Grupo Quinquenal","10 - 14",146089
"237","17","Petén","Grupo Quinquenal","10 - 14",62082
"238","18","Izabal","Grupo Quinquenal","10 - 14",44741
"239","19","Zacapa","Grupo Quinquenal","10 - 14",24965
"240","20","Chiquimula","Grupo Quinquenal","10 - 14",46548
"241","21","Jalapa","Grupo Quinquenal","10 - 14",39412
"242","22","Jutiapa","Grupo Quinquenal","10 - 14",50500
"243","1","Guatemala","Grupo Quinquenal","15 - 19",301010
"244","2","El Progreso","Grupo Quinquenal","15 - 19",19121
"245","3","Sacatepéquez","Grupo Quinquenal","15 - 19",36230
"246","4","Chimaltenango","Grupo Quinquenal","15 - 19",72910
"247","5","Escuintla","Grupo Quinquenal","15 - 19",79515
"248","6","Santa Rosa","Grupo Quinquenal","15 - 19",44334
"249","7","Sololá","Grupo Quinquenal","15 - 19",50564
"250","8","Totonicapán","Grupo Quinquenal","15 - 19",49872
"251","9","Quetzaltenango","Grupo Quinquenal","15 - 19",89963
"252","10","Suchitepéquez","Grupo Quinquenal","15 - 19",63201
"253","11","Retalhuleu","Grupo Quinquenal","15 - 19",36841
"254","12","San Marcos","Grupo Quinquenal","15 - 19",118659
"255","13","Huehuetenango","Grupo Quinquenal","15 - 19",134413
"256","14","Quiché","Grupo Quinquenal","15 - 19",117248
"257","15","Baja Verapaz","Grupo Quinquenal","15 - 19",35123
"258","16","Alta Verapaz","Grupo Quinquenal","15 - 19",144873
"259","17","Petén","Grupo Quinquenal","15 - 19",67372
"260","18","Izabal","Grupo Quinquenal","15 - 19",48601
"261","19","Zacapa","Grupo Quinquenal","15 - 19",27598
"262","20","Chiquimula","Grupo Quinquenal","15 - 19",48477
"263","21","Jalapa","Grupo Quinquenal","15 - 19",41417
"264","22","Jutiapa","Grupo Quinquenal","15 - 19",55510
"265","1","Guatemala","Grupo Quinquenal","20 - 24",303900
"266","2","El Progreso","Grupo Quinquenal","20 - 24",16934
"267","3","Sacatepéquez","Grupo Quinquenal","20 - 24",34036
"268","4","Chimaltenango","Grupo Quinquenal","20 - 24",64079
"269","5","Escuintla","Grupo Quinquenal","20 - 24",75713
"270","6","Santa Rosa","Grupo Quinquenal","20 - 24",39363
"271","7","Sololá","Grupo Quinquenal","20 - 24",43999
"272","8","Totonicapán","Grupo Quinquenal","20 - 24",43740
"273","9","Quetzaltenango","Grupo Quinquenal","20 - 24",81672
"274","10","Suchitepéquez","Grupo Quinquenal","20 - 24",56842
"275","11","Retalhuleu","Grupo Quinquenal","20 - 24",33516
"276","12","San Marcos","Grupo Quinquenal","20 - 24",95544
"277","13","Huehuetenango","Grupo Quinquenal","20 - 24",112827
"278","14","Quiché","Grupo Quinquenal","20 - 24",94214
"279","15","Baja Verapaz","Grupo Quinquenal","20 - 24",30163
"280","16","Alta Verapaz","Grupo Quinquenal","20 - 24",120180
"281","17","Petén","Grupo Quinquenal","20 - 24",58261
"282","18","Izabal","Grupo Quinquenal","20 - 24",41247
"283","19","Zacapa","Grupo Quinquenal","20 - 24",23933
"284","20","Chiquimula","Grupo Quinquenal","20 - 24",40834
"285","21","Jalapa","Grupo Quinquenal","20 - 24",34780
"286","22","Jutiapa","Grupo Quinquenal","20 - 24",47832
"287","1","Guatemala","Grupo Quinquenal","25 - 29",273864
"288","2","El Progreso","Grupo Quinquenal","25 - 29",14588
"289","3","Sacatepéquez","Grupo Quinquenal","25 - 29",29912
"290","4","Chimaltenango","Grupo Quinquenal","25 - 29",52017
"291","5","Escuintla","Grupo Quinquenal","25 - 29",65862
"292","6","Santa Rosa","Grupo Quinquenal","25 - 29",32477
"293","7","Sololá","Grupo Quinquenal","25 - 29",35503
"294","8","Totonicapán","Grupo Quinquenal","25 - 29",34653
"295","9","Quetzaltenango","Grupo Quinquenal","25 - 29",68143
"296","10","Suchitepéquez","Grupo Quinquenal","25 - 29",45559
"297","11","Retalhuleu","Grupo Quinquenal","25 - 29",27482
"298","12","San Marcos","Grupo Quinquenal","25 - 29",76713
"299","13","Huehuetenango","Grupo Quinquenal","25 - 29",89094
"300","14","Quiché","Grupo Quinquenal","25 - 29",73199
"301","15","Baja Verapaz","Grupo Quinquenal","25 - 29",23595
"302","16","Alta Verapaz","Grupo Quinquenal","25 - 29",96141
"303","17","Petén","Grupo Quinquenal","25 - 29",45205
"304","18","Izabal","Grupo Quinquenal","25 - 29",33077
"305","19","Zacapa","Grupo Quinquenal","25 - 29",20280
"306","20","Chiquimula","Grupo Quinquenal","25 - 29",32719
"307","21","Jalapa","Grupo Quinquenal","25 - 29",27355
"308","22","Jutiapa","Grupo Quinquenal","25 - 29",39667
"309","1","Guatemala","Grupo Quinquenal","30 - 34",231447
"310","2","El Progreso","Grupo Quinquenal","30 - 34",12316
"311","3","Sacatepéquez","Grupo Quinquenal","30 - 34",24959
"312","4","Chimaltenango","Grupo Quinquenal","30 - 34",41425
"313","5","Escuintla","Grupo Quinquenal","30 - 34",53747
"314","6","Santa Rosa","Grupo Quinquenal","30 - 34",26301
"315","7","Sololá","Grupo Quinquenal","30 - 34",29035
"316","8","Totonicapán","Grupo Quinquenal","30 - 34",25812
"317","9","Quetzaltenango","Grupo Quinquenal","30 - 34",54551
"318","10","Suchitepéquez","Grupo Quinquenal","30 - 34",37325
"319","11","Retalhuleu","Grupo Quinquenal","30 - 34",22261
"320","12","San Marcos","Grupo Quinquenal","30 - 34",62087
"321","13","Huehuetenango","Grupo Quinquenal","30 - 34",70828
"322","14","Quiché","Grupo Quinquenal","30 - 34",55182
"323","15","Baja Verapaz","Grupo Quinquenal","30 - 34",19702
"324","16","Alta Verapaz","Grupo Quinquenal","30 - 34",82486
"325","17","Petén","Grupo Quinquenal","30 - 34",35616
"326","18","Izabal","Grupo Quinquenal","30 - 34",27413
"327","19","Zacapa","Grupo Quinquenal","30 - 34",16568
"328","20","Chiquimula","Grupo Quinquenal","30 - 34",26833
"329","21","Jalapa","Grupo Quinquenal","30 - 34",21722
"330","22","Jutiapa","Grupo Quinquenal","30 - 34",31992
"331","1","Guatemala","Grupo Quinquenal","35 - 39",222396
"332","2","El Progreso","Grupo Quinquenal","35 - 39",11457
"333","3","Sacatepéquez","Grupo Quinquenal","35 - 39",23821
"334","4","Chimaltenango","Grupo Quinquenal","35 - 39",38112
"335","5","Escuintla","Grupo Quinquenal","35 - 39",48287
"336","6","Santa Rosa","Grupo Quinquenal","35 - 39",24480
"337","7","Sololá","Grupo Quinquenal","35 - 39",27091
"338","8","Totonicapán","Grupo Quinquenal","35 - 39",23280
"339","9","Quetzaltenango","Grupo Quinquenal","35 - 39",50160
"340","10","Suchitepéquez","Grupo Quinquenal","35 - 39",33731
"341","11","Retalhuleu","Grupo Quinquenal","35 - 39",19602
"342","12","San Marcos","Grupo Quinquenal","35 - 39",58318
"343","13","Huehuetenango","Grupo Quinquenal","35 - 39",66012
"344","14","Quiché","Grupo Quinquenal","35 - 39",49525
"345","15","Baja Verapaz","Grupo Quinquenal","35 - 39",17485
"346","16","Alta Verapaz","Grupo Quinquenal","35 - 39",72254
"347","17","Petén","Grupo Quinquenal","35 - 39",31516
"348","18","Izabal","Grupo Quinquenal","35 - 39",24520
"349","19","Zacapa","Grupo Quinquenal","35 - 39",15051
"350","20","Chiquimula","Grupo Quinquenal","35 - 39",23613
"351","21","Jalapa","Grupo Quinquenal","35 - 39",19634
"352","22","Jutiapa","Grupo Quinquenal","35 - 39",29720
"353","1","Guatemala","Grupo Quinquenal","40 - 44",187695
"354","2","El Progreso","Grupo Quinquenal","40 - 44",9669
"355","3","Sacatepéquez","Grupo Quinquenal","40 - 44",18697
"356","4","Chimaltenango","Grupo Quinquenal","40 - 44",30641
"357","5","Escuintla","Grupo Quinquenal","40 - 44",39979
"358","6","Santa Rosa","Grupo Quinquenal","40 - 44",20633
"359","7","Sololá","Grupo Quinquenal","40 - 44",21457
"360","8","Totonicapán","Grupo Quinquenal","40 - 44",19008
"361","9","Quetzaltenango","Grupo Quinquenal","40 - 44",39952
"362","10","Suchitepéquez","Grupo Quinquenal","40 - 44",26768
"363","11","Retalhuleu","Grupo Quinquenal","40 - 44",16132
"364","12","San Marcos","Grupo Quinquenal","40 - 44",47098
"365","13","Huehuetenango","Grupo Quinquenal","40 - 44",51989
"366","14","Quiché","Grupo Quinquenal","40 - 44",41790
"367","15","Baja Verapaz","Grupo Quinquenal","40 - 44",13920
"368","16","Alta Verapaz","Grupo Quinquenal","40 - 44",54704
"369","17","Petén","Grupo Quinquenal","40 - 44",25498
"370","18","Izabal","Grupo Quinquenal","40 - 44",20803
"371","19","Zacapa","Grupo Quinquenal","40 - 44",12985
"372","20","Chiquimula","Grupo Quinquenal","40 - 44",19260
"373","21","Jalapa","Grupo Quinquenal","40 - 44",15665
"374","22","Jutiapa","Grupo Quinquenal","40 - 44",25219
"375","1","Guatemala","Grupo Quinquenal","45 - 49",152992
"376","2","El Progreso","Grupo Quinquenal","45 - 49",7763
"377","3","Sacatepéquez","Grupo Quinquenal","45 - 49",14853
"378","4","Chimaltenango","Grupo Quinquenal","45 - 49",24761
"379","5","Escuintla","Grupo Quinquenal","45 - 49",32055
"380","6","Santa Rosa","Grupo Quinquenal","45 - 49",17309
"381","7","Sololá","Grupo Quinquenal","45 - 49",17740
"382","8","Totonicapán","Grupo Quinquenal","45 - 49",17163
"383","9","Quetzaltenango","Grupo Quinquenal","45 - 49",34927
"384","10","Suchitepéquez","Grupo Quinquenal","45 - 49",21541
"385","11","Retalhuleu","Grupo Quinquenal","45 - 49",12845
"386","12","San Marcos","Grupo Quinquenal","45 - 49",39404
"387","13","Huehuetenango","Grupo Quinquenal","45 - 49",42776
"388","14","Quiché","Grupo Quinquenal","45 - 49",35646
"389","15","Baja Verapaz","Grupo Quinquenal","45 - 49",11419
"390","16","Alta Verapaz","Grupo Quinquenal","45 - 49",40719
"391","17","Petén","Grupo Quinquenal","45 - 49",19942
"392","18","Izabal","Grupo Quinquenal","45 - 49",16830
"393","19","Zacapa","Grupo Quinquenal","45 - 49",10510
"394","20","Chiquimula","Grupo Quinquenal","45 - 49",16030
"395","21","Jalapa","Grupo Quinquenal","45 - 49",13038
"396","22","Jutiapa","Grupo Quinquenal","45 - 49",21158
"397","1","Guatemala","Grupo Quinquenal","50 - 54",133306
"398","2","El Progreso","Grupo Quinquenal","50 - 54",7127
"399","3","Sacatepéquez","Grupo Quinquenal","50 - 54",13015
"400","4","Chimaltenango","Grupo Quinquenal","50 - 54",21213
"401","5","Escuintla","Grupo Quinquenal","50 - 54",27306
"402","6","Santa Rosa","Grupo Quinquenal","50 - 54",15311
"403","7","Sololá","Grupo Quinquenal","50 - 54",14350
"404","8","Totonicapán","Grupo Quinquenal","50 - 54",15055
"405","9","Quetzaltenango","Grupo Quinquenal","50 - 54",31358
"406","10","Suchitepéquez","Grupo Quinquenal","50 - 54",19354
"407","11","Retalhuleu","Grupo Quinquenal","50 - 54",11329
"408","12","San Marcos","Grupo Quinquenal","50 - 54",35153
"409","13","Huehuetenango","Grupo Quinquenal","50 - 54",35062
"410","14","Quiché","Grupo Quinquenal","50 - 54",28329
"411","15","Baja Verapaz","Grupo Quinquenal","50 - 54",9740
"412","16","Alta Verapaz","Grupo Quinquenal","50 - 54",31909
"413","17","Petén","Grupo Quinquenal","50 - 54",16410
"414","18","Izabal","Grupo Quinquenal","50 - 54",13867
"415","19","Zacapa","Grupo Quinquenal","50 - 54",9777
"416","20","Chiquimula","Grupo Quinquenal","50 - 54",13927
"417","21","Jalapa","Grupo Quinquenal","50 - 54",11348
"418","22","Jutiapa","Grupo Quinquenal","50 - 54",18753
"419","1","Guatemala","Grupo Quinquenal","55 - 59",112210
"420","2","El Progreso","Grupo Quinquenal","55 - 59",6307
"421","3","Sacatepéquez","Grupo Quinquenal","55 - 59",10883
"422","4","Chimaltenango","Grupo Quinquenal","55 - 59",17238
"423","5","Escuintla","Grupo Quinquenal","55 - 59",23005
"424","6","Santa Rosa","Grupo Quinquenal","55 - 59",13307
"425","7","Sololá","Grupo Quinquenal","55 - 59",11571
"426","8","Totonicapán","Grupo Quinquenal","55 - 59",12063
"427","9","Quetzaltenango","Grupo Quinquenal","55 - 59",26289
"428","10","Suchitepéquez","Grupo Quinquenal","55 - 59",16541
"429","11","Retalhuleu","Grupo Quinquenal","55 - 59",10142
"430","12","San Marcos","Grupo Quinquenal","55 - 59",30047
"431","13","Huehuetenango","Grupo Quinquenal","55 - 59",30271
"432","14","Quiché","Grupo Quinquenal","55 - 59",23659
"433","15","Baja Verapaz","Grupo Quinquenal","55 - 59",8756
"434","16","Alta Verapaz","Grupo Quinquenal","55 - 59",27837
"435","17","Petén","Grupo Quinquenal","55 - 59",13567
"436","18","Izabal","Grupo Quinquenal","55 - 59",12218
"437","19","Zacapa","Grupo Quinquenal","55 - 59",8385
"438","20","Chiquimula","Grupo Quinquenal","55 - 59",12703
"439","21","Jalapa","Grupo Quinquenal","55 - 59",9726
"440","22","Jutiapa","Grupo Quinquenal","55 - 59",16371
"441","1","Guatemala","Grupo Quinquenal","60 - 64",91154
"442","2","El Progreso","Grupo Quinquenal","60 - 64",5122
"443","3","Sacatepéquez","Grupo Quinquenal","60 - 64",9071
"444","4","Chimaltenango","Grupo Quinquenal","60 - 64",13480
"445","5","Escuintla","Grupo Quinquenal","60 - 64",18463
"446","6","Santa Rosa","Grupo Quinquenal","60 - 64",10888
"447","7","Sololá","Grupo Quinquenal","60 - 64",9486
"448","8","Totonicapán","Grupo Quinquenal","60 - 64",10060
"449","9","Quetzaltenango","Grupo Quinquenal","60 - 64",21742
"450","10","Suchitepéquez","Grupo Quinquenal","60 - 64",13451
"451","11","Retalhuleu","Grupo Quinquenal","60 - 64",8309
"452","12","San Marcos","Grupo Quinquenal","60 - 64",25249
"453","13","Huehuetenango","Grupo Quinquenal","60 - 64",24718
"454","14","Quiché","Grupo Quinquenal","60 - 64",18984
"455","15","Baja Verapaz","Grupo Quinquenal","60 - 64",7477
"456","16","Alta Verapaz","Grupo Quinquenal","60 - 64",23367
"457","17","Petén","Grupo Quinquenal","60 - 64",11044
"458","18","Izabal","Grupo Quinquenal","60 - 64",9760
"459","19","Zacapa","Grupo Quinquenal","60 - 64",7122
"460","20","Chiquimula","Grupo Quinquenal","60 - 64",10465
