"","departamento","municipio","Municipio","caracteristica","grupo","observaciones"
"31","3","06","Santiago Sacatepéquez","Total de viviendas","No hay grupo",7792
"32","3","07","San Bartolomé Milpas Altas","Total de viviendas","No hay grupo",1896
"33","3","08","San Lucas Sacatepéquez","Total de viviendas","No hay grupo",7735
"34","3","09","Santa Lucía Milpas Altas","Total de viviendas","No hay grupo",4742
"35","3","10","Magdalena Milpas Altas","Total de viviendas","No hay grupo",2718
"36","3","11","Santa María de Jesús","Total de viviendas","No hay grupo",4777
"37","3","12","Ciudad Vieja","Total de viviendas","No hay grupo",8664
"38","3","13","San Miguel Dueñas","Total de viviendas","No hay grupo",3320
"39","3","14","San Juan Alotenango","Total de viviendas","No hay grupo",5242
"40","3","15","San Antonio Aguas Calientes","Total de viviendas","No hay grupo",2691
"41","3","16","Santa Catarina Barahona","Total de viviendas","No hay grupo",984
"42","4","01","Chimaltenango","Total de viviendas","No hay grupo",24743
"43","4","02","San José Poaquil","Total de viviendas","No hay grupo",6160
"44","4","03","San Martín Jilotepeque","Total de viviendas","No hay grupo",18955
"45","4","04","San Juan Comalapa","Total de viviendas","No hay grupo",11491
"46","4","05","Santa Apolonia","Total de viviendas","No hay grupo",3627
"47","4","06","Tecpán Guatemala","Total de viviendas","No hay grupo",18147
"48","4","07","Patzún","Total de viviendas","No hay grupo",13626
"49","4","08","San Miguel Pochuta","Total de viviendas","No hay grupo",1984
"50","4","09","Patzicía","Total de viviendas","No hay grupo",7770
"51","4","10","Santa Cruz Balanyá","Total de viviendas","No hay grupo",2328
"52","4","11","Acatenango","Total de viviendas","No hay grupo",5657
"53","4","12","San Pedro Yepocapa","Total de viviendas","No hay grupo",7436
"54","4","13","San Andrés Itzapa","Total de viviendas","No hay grupo",7694
"55","4","14","Parramos","Total de viviendas","No hay grupo",3915
"56","4","15","Zaragoza","Total de viviendas","No hay grupo",6438
"57","4","16","El Tejar","Total de viviendas","No hay grupo",4936
"58","5","01","Escuintla","Total de viviendas","No hay grupo",44031
"59","5","02","Santa Lucía Cotzumalguapa","Total de viviendas","No hay grupo",29008
"60","5","03","La Democracia","Total de viviendas","No hay grupo",6519
"61","5","04","Siquinalá","Total de viviendas","No hay grupo",6224
"62","5","05","Masagua","Total de viviendas","No hay grupo",13858
"63","5","06","Tiquisate","Total de viviendas","No hay grupo",17302
"64","5","07","La Gomera","Total de viviendas","No hay grupo",12778
"65","5","08","Guanagazapa","Total de viviendas","No hay grupo",4168
"66","5","09","San José","Total de viviendas","No hay grupo",21340
"67","5","10","Iztapa","Total de viviendas","No hay grupo",5742
"68","5","11","Palín","Total de viviendas","No hay grupo",17490
"69","5","12","San Vicente Pacaya","Total de viviendas","No hay grupo",4799
"70","5","13","Nueva Concepción","Total de viviendas","No hay grupo",21237
"71","5","14","Sipacate","Total de viviendas","No hay grupo",5056
"72","6","01","Cuilapa","Total de viviendas","No hay grupo",11323
"73","6","02","Barberena","Total de viviendas","No hay grupo",15155
"74","6","03","Santa Rosa de Lima","Total de viviendas","No hay grupo",6257
"75","6","04","Casillas","Total de viviendas","No hay grupo",7724
"76","6","05","San Rafael las Flores","Total de viviendas","No hay grupo",3934
"77","6","06","Oratorio","Total de viviendas","No hay grupo",7474
"78","6","07","San Juan Tecuaco","Total de viviendas","No hay grupo",2451
"79","6","08","Chiquimulilla","Total de viviendas","No hay grupo",17195
"80","6","09","Taxisco","Total de viviendas","No hay grupo",9255
"81","6","10","Santa María Ixhuatán","Total de viviendas","No hay grupo",7155
"82","6","11","Guazacapán","Total de viviendas","No hay grupo",5306
"83","6","12","Santa Cruz Naranjo","Total de viviendas","No hay grupo",4908
"84","6","13","Pueblo Nuevo Viñas","Total de viviendas","No hay grupo",7316
"85","6","14","Nueva Santa Rosa","Total de viviendas","No hay grupo",11249
"86","7","01","Sololá","Total de viviendas","No hay grupo",17380
"87","7","02","San José Chacayá","Total de viviendas","No hay grupo",934
"88","7","03","Santa María Visitación","Total de viviendas","No hay grupo",672
"89","7","04","Santa Lucía Utatlán","Total de viviendas","No hay grupo",5924
"90","7","05","Nahualá","Total de viviendas","No hay grupo",17830
"91","7","06","Santa Catarina Ixtahuacán","Total de viviendas","No hay grupo",13604
"92","7","07","Santa Clara la Laguna","Total de viviendas","No hay grupo",2432
"93","7","08","Concepción","Total de viviendas","No hay grupo",1060
"94","7","09","San Andrés Semetabaj","Total de viviendas","No hay grupo",3240
"95","7","10","Panajachel","Total de viviendas","No hay grupo",4309
"96","7","11","Santa Catarina Palopó","Total de viviendas","No hay grupo",1165
"97","7","12","San Antonio Palopó","Total de viviendas","No hay grupo",3860
"98","7","13","San Lucas Tolimán","Total de viviendas","No hay grupo",7564
"99","7","14","Santa Cruz la Laguna","Total de viviendas","No hay grupo",1571
"100","7","15","San Pablo la Laguna","Total de viviendas","No hay grupo",1958
"101","7","16","San Marcos la Laguna","Total de viviendas","No hay grupo",675
"102","7","17","San Juan la Laguna","Total de viviendas","No hay grupo",3078
"103","7","18","San Pedro la Laguna","Total de viviendas","No hay grupo",3232
"104","7","19","Santiago Atitlán","Total de viviendas","No hay grupo",11470
"105","8","01","Totonicapán","Total de viviendas","No hay grupo",29705
"106","8","02","San Cristóbal Totonicapán","Total de viviendas","No hay grupo",10372
"107","8","03","San Francisco el Alto","Total de viviendas","No hay grupo",14260
"108","8","04","San Andrés Xecul","Total de viviendas","No hay grupo",7496
"109","8","05","Momostenango","Total de viviendas","No hay grupo",26007
"110","8","06","Santa María Chiquimula","Total de viviendas","No hay grupo",11858
"111","8","07","Santa Lucía la Reforma","Total de viviendas","No hay grupo",5068
"112","8","08","San Bartolo Aguas Calientes","Total de viviendas","No hay grupo",2851
"113","9","01","Quetzaltenango","Total de viviendas","No hay grupo",49152
"114","9","02","Salcajá","Total de viviendas","No hay grupo",5521
"115","9","03","San Juan Olintepeque","Total de viviendas","No hay grupo",9101
"116","9","04","San Carlos Sija","Total de viviendas","No hay grupo",9989
"117","9","05","Sibilia","Total de viviendas","No hay grupo",2708
"118","9","06","Cabricán","Total de viviendas","No hay grupo",5989
"119","9","07","Cajolá","Total de viviendas","No hay grupo",4126
"120","9","08","San Miguel Siguilá","Total de viviendas","No hay grupo",2059
"121","9","09","San Juan Ostuncalco","Total de viviendas","No hay grupo",14391
"122","9","10","San Mateo","Total de viviendas","No hay grupo",2005
"123","9","11","Concepción Chiquirichapa","Total de viviendas","No hay grupo",4689
"124","9","12","San Martín Sacatepéquez","Total de viviendas","No hay grupo",7195
"125","9","13","Almolonga","Total de viviendas","No hay grupo",4075
"126","9","14","Cantel","Total de viviendas","No hay grupo",8811
"127","9","15","Huitán","Total de viviendas","No hay grupo",3417
"128","9","16","Zunil","Total de viviendas","No hay grupo",4052
"129","9","17","Colomba Costa Cuca","Total de viviendas","No hay grupo",12802
"130","9","18","San Francisco la Unión","Total de viviendas","No hay grupo",2154
"131","9","19","El Palmar","Total de viviendas","No hay grupo",6833
"132","9","20","Coatepeque","Total de viviendas","No hay grupo",29211
"133","9","21","Génova","Total de viviendas","No hay grupo",9446
"134","9","22","Flores Costa Cuca","Total de viviendas","No hay grupo",5273
"135","9","23","La Esperanza","Total de viviendas","No hay grupo",5866
"136","9","24","Palestina de los Altos","Total de viviendas","No hay grupo",5166
"137","1","00","Mazatenango","Total de viviendas","No hay grupo",22133
"138","1","00","Cuyotenango","Total de viviendas","No hay grupo",8810
"139","1","00","San Francisco Zapotitlán","Total de viviendas","No hay grupo",5905
"140","1","00","San Bernardino","Total de viviendas","No hay grupo",4004
"141","1","00","San José el Ídolo","Total de viviendas","No hay grupo",2743
"142","1","00","Santo Domingo Suchitepéquez","Total de viviendas","No hay grupo",10884
"143","1","00","San Lorenzo","Total de viviendas","No hay grupo",3757
"144","1","00","Samayac","Total de viviendas","No hay grupo",6440
"145","1","00","San Pablo Jocopilas","Total de viviendas","No hay grupo",5177
"146","1","01","San Antonio Suchitepéquez","Total de viviendas","No hay grupo",13631
"147","1","01","San Miguel Panán","Total de viviendas","No hay grupo",2310
"148","1","01","San Gabriel","Total de viviendas","No hay grupo",1850
"149","1","01","Chicacao","Total de viviendas","No hay grupo",13134
"150","1","01","Patulul","Total de viviendas","No hay grupo",10207
"151","1","01","Santa Bárbara","Total de viviendas","No hay grupo",6189
"152","1","01","San Juan Bautista","Total de viviendas","No hay grupo",1918
"153","1","01","Santo Tomas la Unión","Total de viviendas","No hay grupo",2886
"154","1","01","Zunilito","Total de viviendas","No hay grupo",1804
"155","1","01","Pueblo Nuevo","Total de viviendas","No hay grupo",2742
"156","1","02","Río Bravo","Total de viviendas","No hay grupo",7314
"157","1","02","San José La Máquina","Total de viviendas","No hay grupo",6311
"158","1","10","Retalhuleu","Total de viviendas","No hay grupo",25979
"159","1","10","San Sebastián","Total de viviendas","No hay grupo",7484
"160","1","10","Santa Cruz Muluá","Total de viviendas","No hay grupo",3441
"161","1","10","San Martín Zapotitlán","Total de viviendas","No hay grupo",3057
"162","1","10","San Felipe","Total de viviendas","No hay grupo",6457
"163","1","10","San Andrés Villa Seca","Total de viviendas","No hay grupo",12048
"164","1","10","Champerico","Total de viviendas","No hay grupo",10458
"165","1","10","Nuevo San Carlos","Total de viviendas","No hay grupo",9665
"166","1","10","El Asintal","Total de viviendas","No hay grupo",9293
"167","1","20","San Marcos","Total de viviendas","No hay grupo",12953
"168","1","20","San Pedro Sacatepéquez","Total de viviendas","No hay grupo",22067
"169","1","20","San Antonio Sacatepéquez","Total de viviendas","No hay grupo",5369
"170","1","20","Comitancillo","Total de viviendas","No hay grupo",14229
"171","1","20","San Miguel Ixtahuacán","Total de viviendas","No hay grupo",12810
"172","1","20","Concepción Tutuapa","Total de viviendas","No hay grupo",19727
"173","1","20","Tacaná","Total de viviendas","No hay grupo",15367
"174","1","20","Sibinal","Total de viviendas","No hay grupo",3681
"175","1","20","Tajumulco","Total de viviendas","No hay grupo",11935
"176","1","21","Tejutla","Total de viviendas","No hay grupo",10485
"177","1","21","San Rafael Pie de la Cuesta","Total de viviendas","No hay grupo",4508
"178","1","21","Nuevo Progreso","Total de viviendas","No hay grupo",7684
"179","1","21","El Tumbador","Total de viviendas","No hay grupo",10385
"180","1","21","San José el Rodeo","Total de viviendas","No hay grupo",4542
"181","1","21","Malacatán","Total de viviendas","No hay grupo",24303
"182","1","21","Catarina","Total de viviendas","No hay grupo",8779
"183","1","21","Ayutla","Total de viviendas","No hay grupo",10586
"184","1","21","Ocós","Total de viviendas","No hay grupo",3228
"185","1","21","San Pablo","Total de viviendas","No hay grupo",12645
"186","1","22","El Quetzal","Total de viviendas","No hay grupo",5926
"187","1","22","La Reforma","Total de viviendas","No hay grupo",4369
"188","1","22","Pajapita","Total de viviendas","No hay grupo",5901
"189","1","22","Ixchiguán","Total de viviendas","No hay grupo",6172
"190","1","22","San José Ojetenam","Total de viviendas","No hay grupo",5409
"191","1","22","San Cristóbal Cucho","Total de viviendas","No hay grupo",4842
"192","1","22","Sipacapa","Total de viviendas","No hay grupo",5734
"193","1","22","Esquipulas Palo Gordo","Total de viviendas","No hay grupo",3377
"194","1","22","Río Blanco","Total de viviendas","No hay grupo",1723
"195","1","22","San Lorenzo","Total de viviendas","No hay grupo",3394
"196","1","23","La Blanca","Total de viviendas","No hay grupo",8055
"197","1","30","Huehuetenango","Total de viviendas","No hay grupo",32415
"198","1","30","Chiantla","Total de viviendas","No hay grupo",19758
"199","1","30","Malacatancito","Total de viviendas","No hay grupo",5809
"200","1","30","Cuilco","Total de viviendas","No hay grupo",16311
"201","1","30","Nentón","Total de viviendas","No hay grupo",10383
"202","1","30","San Pedro Necta","Total de viviendas","No hay grupo",9487
"203","1","30","Jacaltenango","Total de viviendas","No hay grupo",11461
"204","1","30","San Pedro Soloma","Total de viviendas","No hay grupo",11830
"205","1","30","San Ildefonso Ixtahuacán","Total de viviendas","No hay grupo",10489
"206","1","31","Santa Bárbara","Total de viviendas","No hay grupo",9501
"207","1","31","La Libertad","Total de viviendas","No hay grupo",9691
"208","1","31","La Democracia","Total de viviendas","No hay grupo",15186
"209","1","31","San Miguel Acatán","Total de viviendas","No hay grupo",5113
"210","1","31","San Rafael La Independencia","Total de viviendas","No hay grupo",3391
"211","1","31","Todos Santos Cuchumatán","Total de viviendas","No hay grupo",10190
"212","1","31","San Juan Atitán","Total de viviendas","No hay grupo",6122
"213","1","31","Santa Eulalia","Total de viviendas","No hay grupo",10388
"214","1","31","San Mateo Ixtatán","Total de viviendas","No hay grupo",10071
"215","1","31","Colotenango","Total de viviendas","No hay grupo",7803
"216","1","32","San Sebastián Huehuetenango","Total de viviendas","No hay grupo",7819
"217","1","32","Tectitán","Total de viviendas","No hay grupo",3089
"218","1","32","Concepción Huista","Total de viviendas","No hay grupo",4710
"219","1","32","San Juan Ixcoy","Total de viviendas","No hay grupo",6739
"220","1","32","San Antonio Huista","Total de viviendas","No hay grupo",4949
"221","1","32","San Sebastián Coatán","Total de viviendas","No hay grupo",6149
"222","1","32","Santa Cruz Barillas","Total de viviendas","No hay grupo",22922
"223","1","32","Aguacatán","Total de viviendas","No hay grupo",14287
"224","1","32","San Rafael Petzal","Total de viviendas","No hay grupo",3107
"225","1","32","San Gaspar Ixchil","Total de viviendas","No hay grupo",2460
"226","1","33","Santiago Chimaltenango","Total de viviendas","No hay grupo",3946
"227","1","33","Santa Ana Huista","Total de viviendas","No hay grupo",2838
"228","1","33","Unión Cantinil","Total de viviendas","No hay grupo",4228
"229","1","33","Petatán","Total de viviendas","No hay grupo",1709
"230","1","40","Santa Cruz del Quiché","Total de viviendas","No hay grupo",20789
"231","1","40","Chiché","Total de viviendas","No hay grupo",6241
"232","1","40","Chinique","Total de viviendas","No hay grupo",3097
"233","1","40","Zacualpa","Total de viviendas","No hay grupo",7705
"234","1","40","Chajul","Total de viviendas","No hay grupo",9552
"235","1","40","Santo Tomás Chichicastenango","Total de viviendas","No hay grupo",29583
"236","1","40","Patzité","Total de viviendas","No hay grupo",1353
"237","1","40","San Antonio Ilotenango","Total de viviendas","No hay grupo",5315
"238","1","40","San Pedro Jocopilas","Total de viviendas","No hay grupo",6518
"239","1","41","Cunén","Total de viviendas","No hay grupo",7976
"240","1","41","San Juan Cotzal","Total de viviendas","No hay grupo",6532
"241","1","41","Joyabaj","Total de viviendas","No hay grupo",19956
"242","1","41","Santa María Nebaj","Total de viviendas","No hay grupo",18726
"243","1","41","San Andrés Sajcabajá","Total de viviendas","No hay grupo",7786
"244","1","41","San Miguel Uspantán","Total de viviendas","No hay grupo",14065
"245","1","41","Sacapulas","Total de viviendas","No hay grupo",11736
"246","1","41","San Bartolomé Jocotenango","Total de viviendas","No hay grupo",3070
"247","1","41","Canillá","Total de viviendas","No hay grupo",3978
"248","1","41","Chicamán","Total de viviendas","No hay grupo",8477
"249","1","42","Playa Grande Ixcán","Total de viviendas","No hay grupo",22222
"250","1","42","Pachalum","Total de viviendas","No hay grupo",3091
"251","1","50","Salamá","Total de viviendas","No hay grupo",18578
"252","1","50","San Miguel Chicaj","Total de viviendas","No hay grupo",8760
"253","1","50","Rabinal","Total de viviendas","No hay grupo",12037
"254","1","50","Cubulco","Total de viviendas","No hay grupo",17441
"255","1","50","Granados","Total de viviendas","No hay grupo",4596
"256","1","50","Santa Cruz El Chol","Total de viviendas","No hay grupo",3293
"257","1","50","San Jerónimo","Total de viviendas","No hay grupo",7615
"258","1","50","Purulhá","Total de viviendas","No hay grupo",11470
"259","1","60","Cobán","Total de viviendas","No hay grupo",48652
"260","1","60","Santa Cruz Verapaz","Total de viviendas","No hay grupo",6979
"261","1","60","San Cristóbal Verapaz","Total de viviendas","No hay grupo",13378
"262","1","60","Tactic","Total de viviendas","No hay grupo",8973
"263","1","60","Tamahú","Total de viviendas","No hay grupo",3769
"264","1","60","San Miguel Tucurú","Total de viviendas","No hay grupo",8844
"265","1","60","Panzós","Total de viviendas","No hay grupo",14441
"266","1","60","Senahú","Total de viviendas","No hay grupo",18045
"267","1","60","San Pedro Carchá","Total de viviendas","No hay grupo",48650
"268","1","61","San Juan Chamelco","Total de viviendas","No hay grupo",12547
"269","1","61","San Agustín Lanquín","Total de viviendas","No hay grupo",4709
"270","1","61","Santa María Cahabón","Total de viviendas","No hay grupo",12446
"271","1","61","Chisec","Total de viviendas","No hay grupo",16897
"272","1","61","Chahal","Total de viviendas","No hay grupo",5679
"273","1","61","Fray Bartolomé de las Casas","Total de viviendas","No hay grupo",14445
"274","1","61","Santa Catalina La Tinta","Total de viviendas","No hay grupo",8178
"275","1","61","Raxruhá","Total de viviendas","No hay grupo",7630
"276","1","70","Flores","Total de viviendas","No hay grupo",11988
"277","1","70","San José","Total de viviendas","No hay grupo",1902
"278","1","70","San Benito","Total de viviendas","No hay grupo",12666
"279","1","70","San Andrés","Total de viviendas","No hay grupo",9455
"280","1","70","La Libertad","Total de viviendas","No hay grupo",19110
"281","1","70","San Francisco","Total de viviendas","No hay grupo",4037
"282","1","70","Santa Ana","Total de viviendas","No hay grupo",6339
"283","1","70","Dolores","Total de viviendas","No hay grupo",7268
"284","1","70","San Luis","Total de viviendas","No hay grupo",17262
"285","1","71","Sayaxché","Total de viviendas","No hay grupo",21738
"286","1","71","Melchor de Mencos","Total de viviendas","No hay grupo",8082
"287","1","71","Poptún","Total de viviendas","No hay grupo",14395
"288","1","71","Las Cruces","Total de viviendas","No hay grupo",8602
"289","1","71","El Chal","Total de viviendas","No hay grupo",3826
"290","1","80","Puerto Barrios","Total de viviendas","No hay grupo",31451
"291","1","80","Livingston","Total de viviendas","No hay grupo",19606
"292","1","80","El Estor","Total de viviendas","No hay grupo",15709
"293","1","80","Morales","Total de viviendas","No hay grupo",29331
"294","1","80","Los Amates","Total de viviendas","No hay grupo",17249
"295","1","90","Zacapa","Total de viviendas","No hay grupo",19011
"296","1","90","Estanzuela","Total de viviendas","No hay grupo",3390
"297","1","90","Río Hondo","Total de viviendas","No hay grupo",8191
"298","1","90","Gualán","Total de viviendas","No hay grupo",13761
"299","1","90","Teculután","Total de viviendas","No hay grupo",5622
"300","1","90","Usumatlán","Total de viviendas","No hay grupo",3984
"301","1","90","Cabañas","Total de viviendas","No hay grupo",4237
"302","1","90","San Diego","Total de viviendas","No hay grupo",2353
"303","1","90","La Unión","Total de viviendas","No hay grupo",8112
"304","1","91","Huité","Total de viviendas","No hay grupo",3538
"305","1","91","San Jorge","Total de viviendas","No hay grupo",3455
"306","2","00","Chiquimula","Total de viviendas","No hay grupo",28685
"307","2","00","San José la Arada","Total de viviendas","No hay grupo",2869
"308","2","00","San Juan Ermita","Total de viviendas","No hay grupo",4353
"309","2","00","Jocotán","Total de viviendas","No hay grupo",13728
"310","2","00","Camotán","Total de viviendas","No hay grupo",11988
"311","2","00","Olopa","Total de viviendas","No hay grupo",6350
"312","2","00","Esquipulas","Total de viviendas","No hay grupo",15485
"313","2","00","Concepción las Minas","Total de viviendas","No hay grupo",4870
"314","2","00","Quezaltepeque","Total de viviendas","No hay grupo",8720
"315","2","01","San Jacinto","Total de viviendas","No hay grupo",3303
"316","2","01","Ipala","Total de viviendas","No hay grupo",7719
"317","2","10","Jalapa","Total de viviendas","No hay grupo",39023
"318","2","10","San Pedro Pinula","Total de viviendas","No hay grupo",14644
"319","2","10","San Luis Jilotepeque","Total de viviendas","No hay grupo",7635
"320","2","10","San Manuel Chaparrón","Total de viviendas","No hay grupo",2945
"321","2","10","San Carlos Alzatate","Total de viviendas","No hay grupo",4096
"322","2","10","Monjas","Total de viviendas","No hay grupo",8109
"323","2","10","Mataquescuintla","Total de viviendas","No hay grupo",11683
"324","2","20","Jutiapa","Total de viviendas","No hay grupo",38629
"325","2","20","El Progreso","Total de viviendas","No hay grupo",7304
"326","2","20","Santa Catarina Mita","Total de viviendas","No hay grupo",10080
"327","2","20","Agua Blanca","Total de viviendas","No hay grupo",6084
"328","2","20","Asunción Mita","Total de viviendas","No hay grupo",15573
"329","2","20","Yupiltepeque","Total de viviendas","No hay grupo",4724
"330","2","20","Atescatempa","Total de viviendas","No hay grupo",5916
"331","2","20","Jerez","Total de viviendas","No hay grupo",2315
"332","2","20","El Adelanto","Total de viviendas","No hay grupo",1717
"333","2","21","Zapotitlán","Total de viviendas","No hay grupo",2423
"334","2","21","Comapa","Total de viviendas","No hay grupo",8048
"335","2","21","Jalpatagua","Total de viviendas","No hay grupo",8776
"336","2","21","Conguaco","Total de viviendas","No hay grupo",4888
"337","2","21","Moyuta","Total de viviendas","No hay grupo",11393
"338","2","21","Pasaco","Total de viviendas","No hay grupo",2852
"339","2","21","San José Acatempa","Total de viviendas","No hay grupo",4301
"340","2","21","Quesada","Total de viviendas","No hay grupo",6493
"341","1","01","Guatemala","Total de viviendas particulares","No hay grupo",283756
"342","1","02","Santa Catarina Pinula","Total de viviendas particulares","No hay grupo",24991
"343","1","03","San José Pinula","Total de viviendas particulares","No hay grupo",23675
"344","1","04","San José del Golfo","Total de viviendas particulares","No hay grupo",2411
"345","1","05","Palencia","Total de viviendas particulares","No hay grupo",20105
"346","1","06","Chinautla","Total de viviendas particulares","No hay grupo",31001
"347","1","07","San Pedro Ayampuc","Total de viviendas particulares","No hay grupo",17139
"348","1","08","Mixco","Total de viviendas particulares","No hay grupo",130487
"349","1","09","San Pedro Sacatepéquez","Total de viviendas particulares","No hay grupo",11747
"350","1","10","San Juan Sacatepéquez","Total de viviendas particulares","No hay grupo",56517
"351","1","11","San Raymundo","Total de viviendas particulares","No hay grupo",9362
"352","1","12","Chuarrancho","Total de viviendas particulares","No hay grupo",3757
"353","1","13","Fraijanes","Total de viviendas particulares","No hay grupo",16769
"354","1","14","Amatitlán","Total de viviendas particulares","No hay grupo",33904
"355","1","15","Villa Nueva","Total de viviendas particulares","No hay grupo",125493
"356","1","16","Villa Canales","Total de viviendas particulares","No hay grupo",43706
"357","1","17","San Miguel Petapa","Total de viviendas particulares","No hay grupo",38884
"358","2","01","Guastatoya","Total de viviendas particulares","No hay grupo",8186
"359","2","02","Morazán","Total de viviendas particulares","No hay grupo",4531
"360","2","03","San Agustín Acasaguastlán","Total de viviendas particulares","No hay grupo",12670
"361","2","04","San Cristóbal Acasaguastlán","Total de viviendas particulares","No hay grupo",2659
"362","2","05","El Jícaro","Total de viviendas particulares","No hay grupo",4217
"363","2","06","Sansare","Total de viviendas particulares","No hay grupo",4107
"364","2","07","Sanarate","Total de viviendas particulares","No hay grupo",11498
"365","2","08","San Antonio la Paz","Total de viviendas particulares","No hay grupo",6241
"366","3","01","Antigua Guatemala","Total de viviendas particulares","No hay grupo",14687
"367","3","02","Jocotenango","Total de viviendas particulares","No hay grupo",5706
"368","3","03","Pastores","Total de viviendas particulares","No hay grupo",4112
"369","3","04","Sumpango","Total de viviendas particulares","No hay grupo",10049
"370","3","05","Santo Domingo Xenacoj","Total de viviendas particulares","No hay grupo",3302
"371","3","06","Santiago Sacatepéquez","Total de viviendas particulares","No hay grupo",7788
"372","3","07","San Bartolomé Milpas Altas","Total de viviendas particulares","No hay grupo",1893
"373","3","08","San Lucas Sacatepéquez","Total de viviendas particulares","No hay grupo",7719
"374","3","09","Santa Lucía Milpas Altas","Total de viviendas particulares","No hay grupo",4740
"375","3","10","Magdalena Milpas Altas","Total de viviendas particulares","No hay grupo",2717
"376","3","11","Santa María de Jesús","Total de viviendas particulares","No hay grupo",4774
"377","3","12","Ciudad Vieja","Total de viviendas particulares","No hay grupo",8658
"378","3","13","San Miguel Dueñas","Total de viviendas particulares","No hay grupo",3316
"379","3","14","San Juan Alotenango","Total de viviendas particulares","No hay grupo",5239
"380","3","15","San Antonio Aguas Calientes","Total de viviendas particulares","No hay grupo",2689
"381","3","16","Santa Catarina Barahona","Total de viviendas particulares","No hay grupo",984
"382","4","01","Chimaltenango","Total de viviendas particulares","No hay grupo",24729
"383","4","02","San José Poaquil","Total de viviendas particulares","No hay grupo",6159
"384","4","03","San Martín Jilotepeque","Total de viviendas particulares","No hay grupo",18953
"385","4","04","San Juan Comalapa","Total de viviendas particulares","No hay grupo",11488
"386","4","05","Santa Apolonia","Total de viviendas particulares","No hay grupo",3625
"387","4","06","Tecpán Guatemala","Total de viviendas particulares","No hay grupo",18140
"388","4","07","Patzún","Total de viviendas particulares","No hay grupo",13619
"389","4","08","San Miguel Pochuta","Total de viviendas particulares","No hay grupo",1983
"390","4","09","Patzicía","Total de viviendas particulares","No hay grupo",7768
"391","4","10","Santa Cruz Balanyá","Total de viviendas particulares","No hay grupo",2327
"392","4","11","Acatenango","Total de viviendas particulares","No hay grupo",5654
"393","4","12","San Pedro Yepocapa","Total de viviendas particulares","No hay grupo",7432
"394","4","13","San Andrés Itzapa","Total de viviendas particulares","No hay grupo",7689
"395","4","14","Parramos","Total de viviendas particulares","No hay grupo",3912
"396","4","15","Zaragoza","Total de viviendas particulares","No hay grupo",6436
"397","4","16","El Tejar","Total de viviendas particulares","No hay grupo",4930
"398","5","01","Escuintla","Total de viviendas particulares","No hay grupo",43995
"399","5","02","Santa Lucía Cotzumalguapa","Total de viviendas particulares","No hay grupo",28991
"400","5","03","La Democracia","Total de viviendas particulares","No hay grupo",6517
"401","5","04","Siquinalá","Total de viviendas particulares","No hay grupo",6214
"402","5","05","Masagua","Total de viviendas particulares","No hay grupo",13858
"403","5","06","Tiquisate","Total de viviendas particulares","No hay grupo",17293
"404","5","07","La Gomera","Total de viviendas particulares","No hay grupo",12770
"405","5","08","Guanagazapa","Total de viviendas particulares","No hay grupo",4167
"406","5","09","San José","Total de viviendas particulares","No hay grupo",21340
"407","5","10","Iztapa","Total de viviendas particulares","No hay grupo",5742
"408","5","11","Palín","Total de viviendas particulares","No hay grupo",17486
"409","5","12","San Vicente Pacaya","Total de viviendas particulares","No hay grupo",4799
