"","Código","Departamento","caracteristica","grupo","observaciones"
"124","14","Quiché","Tipo de vivienda particular","Cuarto de casa de vecindad",247
"125","15","Baja Verapaz","Tipo de vivienda particular","Cuarto de casa de vecindad",196
"126","16","Alta Verapaz","Tipo de vivienda particular","Cuarto de casa de vecindad",1013
"127","17","Petén","Tipo de vivienda particular","Cuarto de casa de vecindad",2370
"128","18","Izabal","Tipo de vivienda particular","Cuarto de casa de vecindad",3976
"129","19","Zacapa","Tipo de vivienda particular","Cuarto de casa de vecindad",681
"130","20","Chiquimula","Tipo de vivienda particular","Cuarto de casa de vecindad",651
"131","21","Jalapa","Tipo de vivienda particular","Cuarto de casa de vecindad",495
"132","22","Jutiapa","Tipo de vivienda particular","Cuarto de casa de vecindad",528
"133","1","Guatemala","Tipo de vivienda particular","Rancho",200
"134","2","El Progreso","Tipo de vivienda particular","Rancho",1162
"135","3","Sacatepéquez","Tipo de vivienda particular","Rancho",35
"136","4","Chimaltenango","Tipo de vivienda particular","Rancho",57
"137","5","Escuintla","Tipo de vivienda particular","Rancho",4745
"138","6","Santa Rosa","Tipo de vivienda particular","Rancho",3916
"139","7","Sololá","Tipo de vivienda particular","Rancho",65
"140","8","Totonicapán","Tipo de vivienda particular","Rancho",138
"141","9","Quetzaltenango","Tipo de vivienda particular","Rancho",126
"142","10","Suchitepéquez","Tipo de vivienda particular","Rancho",1825
"143","11","Retalhuleu","Tipo de vivienda particular","Rancho",2402
"144","12","San Marcos","Tipo de vivienda particular","Rancho",2116
"145","13","Huehuetenango","Tipo de vivienda particular","Rancho",467
"146","14","Quiché","Tipo de vivienda particular","Rancho",1882
"147","15","Baja Verapaz","Tipo de vivienda particular","Rancho",458
"148","16","Alta Verapaz","Tipo de vivienda particular","Rancho",12968
"149","17","Petén","Tipo de vivienda particular","Rancho",17434
"150","18","Izabal","Tipo de vivienda particular","Rancho",8119
"151","19","Zacapa","Tipo de vivienda particular","Rancho",414
"152","20","Chiquimula","Tipo de vivienda particular","Rancho",6881
"153","21","Jalapa","Tipo de vivienda particular","Rancho",199
"154","22","Jutiapa","Tipo de vivienda particular","Rancho",723
"155","1","Guatemala","Tipo de vivienda particular","Improvisada",3073
"156","2","El Progreso","Tipo de vivienda particular","Improvisada",205
"157","3","Sacatepéquez","Tipo de vivienda particular","Improvisada",206
"158","4","Chimaltenango","Tipo de vivienda particular","Improvisada",198
"159","5","Escuintla","Tipo de vivienda particular","Improvisada",3305
"160","6","Santa Rosa","Tipo de vivienda particular","Improvisada",1148
"161","7","Sololá","Tipo de vivienda particular","Improvisada",135
"162","8","Totonicapán","Tipo de vivienda particular","Improvisada",173
"163","9","Quetzaltenango","Tipo de vivienda particular","Improvisada",1577
"164","10","Suchitepéquez","Tipo de vivienda particular","Improvisada",2584
"165","11","Retalhuleu","Tipo de vivienda particular","Improvisada",1377
"166","12","San Marcos","Tipo de vivienda particular","Improvisada",1456
"167","13","Huehuetenango","Tipo de vivienda particular","Improvisada",950
"168","14","Quiché","Tipo de vivienda particular","Improvisada",695
"169","15","Baja Verapaz","Tipo de vivienda particular","Improvisada",186
"170","16","Alta Verapaz","Tipo de vivienda particular","Improvisada",3929
"171","17","Petén","Tipo de vivienda particular","Improvisada",844
"172","18","Izabal","Tipo de vivienda particular","Improvisada",711
"173","19","Zacapa","Tipo de vivienda particular","Improvisada",468
"174","20","Chiquimula","Tipo de vivienda particular","Improvisada",471
"175","21","Jalapa","Tipo de vivienda particular","Improvisada",387
"176","22","Jutiapa","Tipo de vivienda particular","Improvisada",659
"177","1","Guatemala","Tipo de vivienda particular","Otro",577
"178","2","El Progreso","Tipo de vivienda particular","Otro",24
"179","3","Sacatepéquez","Tipo de vivienda particular","Otro",140
"180","4","Chimaltenango","Tipo de vivienda particular","Otro",119
"181","5","Escuintla","Tipo de vivienda particular","Otro",197
"182","6","Santa Rosa","Tipo de vivienda particular","Otro",67
"183","7","Sololá","Tipo de vivienda particular","Otro",31
"184","8","Totonicapán","Tipo de vivienda particular","Otro",17
"185","9","Quetzaltenango","Tipo de vivienda particular","Otro",65
"186","10","Suchitepéquez","Tipo de vivienda particular","Otro",87
"187","11","Retalhuleu","Tipo de vivienda particular","Otro",110
"188","12","San Marcos","Tipo de vivienda particular","Otro",156
"189","13","Huehuetenango","Tipo de vivienda particular","Otro",92
"190","14","Quiché","Tipo de vivienda particular","Otro",87
"191","15","Baja Verapaz","Tipo de vivienda particular","Otro",62
"192","16","Alta Verapaz","Tipo de vivienda particular","Otro",168
"193","17","Petén","Tipo de vivienda particular","Otro",58
"194","18","Izabal","Tipo de vivienda particular","Otro",93
"195","19","Zacapa","Tipo de vivienda particular","Otro",43
"196","20","Chiquimula","Tipo de vivienda particular","Otro",64
"197","21","Jalapa","Tipo de vivienda particular","Otro",36
"198","22","Jutiapa","Tipo de vivienda particular","Otro",45
"199","1","Guatemala","Tipo de vivienda particular","Particular no registrada",16986
"200","2","El Progreso","Tipo de vivienda particular","Particular no registrada",149
"201","3","Sacatepéquez","Tipo de vivienda particular","Particular no registrada",1633
"202","4","Chimaltenango","Tipo de vivienda particular","Particular no registrada",476
"203","5","Escuintla","Tipo de vivienda particular","Particular no registrada",842
"204","6","Santa Rosa","Tipo de vivienda particular","Particular no registrada",228
"205","7","Sololá","Tipo de vivienda particular","Particular no registrada",165
"206","8","Totonicapán","Tipo de vivienda particular","Particular no registrada",243
"207","9","Quetzaltenango","Tipo de vivienda particular","Particular no registrada",467
"208","10","Suchitepéquez","Tipo de vivienda particular","Particular no registrada",175
"209","11","Retalhuleu","Tipo de vivienda particular","Particular no registrada",156
"210","12","San Marcos","Tipo de vivienda particular","Particular no registrada",606
"211","13","Huehuetenango","Tipo de vivienda particular","Particular no registrada",661
"212","14","Quiché","Tipo de vivienda particular","Particular no registrada",566
"213","15","Baja Verapaz","Tipo de vivienda particular","Particular no registrada",40
"214","16","Alta Verapaz","Tipo de vivienda particular","Particular no registrada",365
"215","17","Petén","Tipo de vivienda particular","Particular no registrada",212
"216","18","Izabal","Tipo de vivienda particular","Particular no registrada",415
"217","19","Zacapa","Tipo de vivienda particular","Particular no registrada",199
"218","20","Chiquimula","Tipo de vivienda particular","Particular no registrada",169
"219","21","Jalapa","Tipo de vivienda particular","Particular no registrada",172
"220","22","Jutiapa","Tipo de vivienda particular","Particular no registrada",490
"221","1","Guatemala","Tipo ocupacion viviendas particulares","Ocupada",722897
"222","2","El Progreso","Tipo ocupacion viviendas particulares","Ocupada",43532
"223","3","Sacatepéquez","Tipo ocupacion viviendas particulares","Ocupada",70426
"224","4","Chimaltenango","Tipo ocupacion viviendas particulares","Ocupada",120772
"225","5","Escuintla","Tipo ocupacion viviendas particulares","Ocupada",179397
"226","6","Santa Rosa","Tipo ocupacion viviendas particulares","Ocupada",94943
"227","7","Sololá","Tipo ocupacion viviendas particulares","Ocupada",83340
"228","8","Totonicapán","Tipo ocupacion viviendas particulares","Ocupada",75628
"229","9","Quetzaltenango","Tipo ocupacion viviendas particulares","Ocupada",168304
"230","10","Suchitepéquez","Tipo ocupacion viviendas particulares","Ocupada",119151
"231","11","Retalhuleu","Tipo ocupacion viviendas particulares","Ocupada",72100
"232","12","San Marcos","Tipo ocupacion viviendas particulares","Ocupada",200729
"233","13","Huehuetenango","Tipo ocupacion viviendas particulares","Ocupada",223101
"234","14","Quiché","Tipo ocupacion viviendas particulares","Ocupada",168015
"235","15","Baja Verapaz","Tipo ocupacion viviendas particulares","Ocupada",65232
"236","16","Alta Verapaz","Tipo ocupacion viviendas particulares","Ocupada",226227
"237","17","Petén","Tipo ocupacion viviendas particulares","Ocupada",120048
"238","18","Izabal","Tipo ocupacion viviendas particulares","Ocupada",93394
"239","19","Zacapa","Tipo ocupacion viviendas particulares","Ocupada",58528
"240","20","Chiquimula","Tipo ocupacion viviendas particulares","Ocupada",88377
"241","21","Jalapa","Tipo ocupacion viviendas particulares","Ocupada",71246
"242","22","Jutiapa","Tipo ocupacion viviendas particulares","Ocupada",114208
"243","1","Guatemala","Tipo ocupacion viviendas particulares","De uso temporal",12122
"244","2","El Progreso","Tipo ocupacion viviendas particulares","De uso temporal",1341
"245","3","Sacatepéquez","Tipo ocupacion viviendas particulares","De uso temporal",3367
"246","4","Chimaltenango","Tipo ocupacion viviendas particulares","De uso temporal",1845
"247","5","Escuintla","Tipo ocupacion viviendas particulares","De uso temporal",5369
"248","6","Santa Rosa","Tipo ocupacion viviendas particulares","De uso temporal",2788
"249","7","Sololá","Tipo ocupacion viviendas particulares","De uso temporal",3201
"250","8","Totonicapán","Tipo ocupacion viviendas particulares","De uso temporal",2375
"251","9","Quetzaltenango","Tipo ocupacion viviendas particulares","De uso temporal",3436
"252","10","Suchitepéquez","Tipo ocupacion viviendas particulares","De uso temporal",2169
"253","11","Retalhuleu","Tipo ocupacion viviendas particulares","De uso temporal",1662
"254","12","San Marcos","Tipo ocupacion viviendas particulares","De uso temporal",4524
"255","13","Huehuetenango","Tipo ocupacion viviendas particulares","De uso temporal",10285
"256","14","Quiché","Tipo ocupacion viviendas particulares","De uso temporal",3711
"257","15","Baja Verapaz","Tipo ocupacion viviendas particulares","De uso temporal",734
"258","16","Alta Verapaz","Tipo ocupacion viviendas particulares","De uso temporal",4785
"259","17","Petén","Tipo ocupacion viviendas particulares","De uso temporal",3124
"260","18","Izabal","Tipo ocupacion viviendas particulares","De uso temporal",2400
"261","19","Zacapa","Tipo ocupacion viviendas particulares","De uso temporal",1703
"262","20","Chiquimula","Tipo ocupacion viviendas particulares","De uso temporal",1591
"263","21","Jalapa","Tipo ocupacion viviendas particulares","De uso temporal",724
"264","22","Jutiapa","Tipo ocupacion viviendas particulares","De uso temporal",2684
"265","1","Guatemala","Tipo ocupacion viviendas particulares","Desocupada",105977
"266","2","El Progreso","Tipo ocupacion viviendas particulares","Desocupada",9030
"267","3","Sacatepéquez","Tipo ocupacion viviendas particulares","Desocupada",13226
"268","4","Chimaltenango","Tipo ocupacion viviendas particulares","Desocupada",20212
"269","5","Escuintla","Tipo ocupacion viviendas particulares","Desocupada",22508
"270","6","Santa Rosa","Tipo ocupacion viviendas particulares","Desocupada",18585
"271","7","Sololá","Tipo ocupacion viviendas particulares","Desocupada",14914
"272","8","Totonicapán","Tipo ocupacion viviendas particulares","Desocupada",26624
"273","9","Quetzaltenango","Tipo ocupacion viviendas particulares","Desocupada",38243
"274","10","Suchitepéquez","Tipo ocupacion viviendas particulares","Desocupada",17739
"275","11","Retalhuleu","Tipo ocupacion viviendas particulares","Desocupada",13283
"276","12","San Marcos","Tipo ocupacion viviendas particulares","Desocupada",62533
"277","13","Huehuetenango","Tipo ocupacion viviendas particulares","Desocupada",68698
"278","14","Quiché","Tipo ocupacion viviendas particulares","Desocupada",43587
"279","15","Baja Verapaz","Tipo ocupacion viviendas particulares","Desocupada",17796
"280","16","Alta Verapaz","Tipo ocupacion viviendas particulares","Desocupada",22863
"281","17","Petén","Tipo ocupacion viviendas particulares","Desocupada",23184
"282","18","Izabal","Tipo ocupacion viviendas particulares","Desocupada",16268
"283","19","Zacapa","Tipo ocupacion viviendas particulares","Desocupada",14766
"284","20","Chiquimula","Tipo ocupacion viviendas particulares","Desocupada",18009
"285","21","Jalapa","Tipo ocupacion viviendas particulares","Desocupada",16095
"286","22","Jutiapa","Tipo ocupacion viviendas particulares","Desocupada",24141
"287","1","Guatemala","Tipo ocupacion viviendas particulares","Rechazo total o parcial",32708
"288","2","El Progreso","Tipo ocupacion viviendas particulares","Rechazo total o parcial",206
"289","3","Sacatepéquez","Tipo ocupacion viviendas particulares","Rechazo total o parcial",1354
"290","4","Chimaltenango","Tipo ocupacion viviendas particulares","Rechazo total o parcial",2015
"291","5","Escuintla","Tipo ocupacion viviendas particulares","Rechazo total o parcial",2177
"292","6","Santa Rosa","Tipo ocupacion viviendas particulares","Rechazo total o parcial",337
"293","7","Sololá","Tipo ocupacion viviendas particulares","Rechazo total o parcial",464
"294","8","Totonicapán","Tipo ocupacion viviendas particulares","Rechazo total o parcial",2975
"295","9","Quetzaltenango","Tipo ocupacion viviendas particulares","Rechazo total o parcial",3996
"296","10","Suchitepéquez","Tipo ocupacion viviendas particulares","Rechazo total o parcial",1067
"297","11","Retalhuleu","Tipo ocupacion viviendas particulares","Rechazo total o parcial",824
"298","12","San Marcos","Tipo ocupacion viviendas particulares","Rechazo total o parcial",2356
"299","13","Huehuetenango","Tipo ocupacion viviendas particulares","Rechazo total o parcial",2233
"300","14","Quiché","Tipo ocupacion viviendas particulares","Rechazo total o parcial",2407
"301","15","Baja Verapaz","Tipo ocupacion viviendas particulares","Rechazo total o parcial",9
"302","16","Alta Verapaz","Tipo ocupacion viviendas particulares","Rechazo total o parcial",330
"303","17","Petén","Tipo ocupacion viviendas particulares","Rechazo total o parcial",268
"304","18","Izabal","Tipo ocupacion viviendas particulares","Rechazo total o parcial",1271
"305","19","Zacapa","Tipo ocupacion viviendas particulares","Rechazo total o parcial",646
"306","20","Chiquimula","Tipo ocupacion viviendas particulares","Rechazo total o parcial",56
"307","21","Jalapa","Tipo ocupacion viviendas particulares","Rechazo total o parcial",53
"308","22","Jutiapa","Tipo ocupacion viviendas particulares","Rechazo total o parcial",474
"309","1","Guatemala","Material predominante pared","Ladrillo",57515
"310","2","El Progreso","Material predominante pared","Ladrillo",456
"311","3","Sacatepéquez","Material predominante pared","Ladrillo",1709
"312","4","Chimaltenango","Material predominante pared","Ladrillo",1866
"313","5","Escuintla","Material predominante pared","Ladrillo",2174
"314","6","Santa Rosa","Material predominante pared","Ladrillo",1202
"315","7","Sololá","Material predominante pared","Ladrillo",501
"316","8","Totonicapán","Material predominante pared","Ladrillo",418
"317","9","Quetzaltenango","Material predominante pared","Ladrillo",3060
"318","10","Suchitepéquez","Material predominante pared","Ladrillo",1202
"319","11","Retalhuleu","Material predominante pared","Ladrillo",618
"320","12","San Marcos","Material predominante pared","Ladrillo",2179
"321","13","Huehuetenango","Material predominante pared","Ladrillo",2007
"322","14","Quiché","Material predominante pared","Ladrillo",2558
"323","15","Baja Verapaz","Material predominante pared","Ladrillo",469
"324","16","Alta Verapaz","Material predominante pared","Ladrillo",478
"325","17","Petén","Material predominante pared","Ladrillo",352
"326","18","Izabal","Material predominante pared","Ladrillo",677
"327","19","Zacapa","Material predominante pared","Ladrillo",673
"328","20","Chiquimula","Material predominante pared","Ladrillo",648
"329","21","Jalapa","Material predominante pared","Ladrillo",2506
"330","22","Jutiapa","Material predominante pared","Ladrillo",10575
"331","1","Guatemala","Material predominante pared","Block",604803
"332","2","El Progreso","Material predominante pared","Block",37194
"333","3","Sacatepéquez","Material predominante pared","Block",68780
"334","4","Chimaltenango","Material predominante pared","Block",110905
"335","5","Escuintla","Material predominante pared","Block",158073
"336","6","Santa Rosa","Material predominante pared","Block",78869
"337","7","Sololá","Material predominante pared","Block",66742
"338","8","Totonicapán","Material predominante pared","Block",45382
"339","9","Quetzaltenango","Material predominante pared","Block",150164
"340","10","Suchitepéquez","Material predominante pared","Block",93515
"341","11","Retalhuleu","Material predominante pared","Block",57214
"342","12","San Marcos","Material predominante pared","Block",124297
"343","13","Huehuetenango","Material predominante pared","Block",128030
"344","14","Quiché","Material predominante pared","Block",59657
"345","15","Baja Verapaz","Material predominante pared","Block",31009
"346","16","Alta Verapaz","Material predominante pared","Block",78168
"347","17","Petén","Material predominante pared","Block",66010
"348","18","Izabal","Material predominante pared","Block",61505
"349","19","Zacapa","Material predominante pared","Block",47360
"350","20","Chiquimula","Material predominante pared","Block",46623
"351","21","Jalapa","Material predominante pared","Block",33187
"352","22","Jutiapa","Material predominante pared","Block",79734
"353","1","Guatemala","Material predominante pared","Concreto",90490
"354","2","El Progreso","Material predominante pared","Concreto",1212
"355","3","Sacatepéquez","Material predominante pared","Concreto",3580
"356","4","Chimaltenango","Material predominante pared","Concreto",3273
"357","5","Escuintla","Material predominante pared","Concreto",13274
"358","6","Santa Rosa","Material predominante pared","Concreto",1316
"359","7","Sololá","Material predominante pared","Concreto",1641
"360","8","Totonicapán","Material predominante pared","Concreto",4869
"361","9","Quetzaltenango","Material predominante pared","Concreto",21221
"362","10","Suchitepéquez","Material predominante pared","Concreto",9280
"363","11","Retalhuleu","Material predominante pared","Concreto",7160
"364","12","San Marcos","Material predominante pared","Concreto",34528
"365","13","Huehuetenango","Material predominante pared","Concreto",10542
"366","14","Quiché","Material predominante pared","Concreto",5916
"367","15","Baja Verapaz","Material predominante pared","Concreto",1192
"368","16","Alta Verapaz","Material predominante pared","Concreto",5428
"369","17","Petén","Material predominante pared","Concreto",3884
"370","18","Izabal","Material predominante pared","Concreto",7495
"371","19","Zacapa","Material predominante pared","Concreto",1388
"372","20","Chiquimula","Material predominante pared","Concreto",1126
"373","21","Jalapa","Material predominante pared","Concreto",1092
"374","22","Jutiapa","Material predominante pared","Concreto",1042
"375","1","Guatemala","Material predominante pared","Adobe",19386
"376","2","El Progreso","Material predominante pared","Adobe",7700
"377","3","Sacatepéquez","Material predominante pared","Adobe",1170
"378","4","Chimaltenango","Material predominante pared","Adobe",12055
"379","5","Escuintla","Material predominante pared","Adobe",513
"380","6","Santa Rosa","Material predominante pared","Adobe",18174
"381","7","Sololá","Material predominante pared","Adobe",19860
"382","8","Totonicapán","Material predominante pared","Adobe",54683
"383","9","Quetzaltenango","Material predominante pared","Adobe",21464
"384","10","Suchitepéquez","Material predominante pared","Adobe",598
"385","11","Retalhuleu","Material predominante pared","Adobe",312
"386","12","San Marcos","Material predominante pared","Adobe",68768
"387","13","Huehuetenango","Material predominante pared","Adobe",115441
"388","14","Quiché","Material predominante pared","Adobe",96793
"389","15","Baja Verapaz","Material predominante pared","Adobe",35467
"390","16","Alta Verapaz","Material predominante pared","Adobe",1670
"391","17","Petén","Material predominante pared","Adobe",1164
"392","18","Izabal","Material predominante pared","Adobe",1200
"393","19","Zacapa","Material predominante pared","Adobe",9809
"394","20","Chiquimula","Material predominante pared","Adobe",33185
"395","21","Jalapa","Material predominante pared","Adobe",44732
"396","22","Jutiapa","Material predominante pared","Adobe",40456
"397","1","Guatemala","Material predominante pared","Madera",16059
"398","2","El Progreso","Material predominante pared","Madera",3356
"399","3","Sacatepéquez","Material predominante pared","Madera",1731
"400","4","Chimaltenango","Material predominante pared","Madera",4820
"401","5","Escuintla","Material predominante pared","Madera",10035
"402","6","Santa Rosa","Material predominante pared","Madera",7013
"403","7","Sololá","Material predominante pared","Madera",8268
"404","8","Totonicapán","Material predominante pared","Madera",1158
"405","9","Quetzaltenango","Material predominante pared","Madera",11199
"406","10","Suchitepéquez","Material predominante pared","Madera",22250
"407","11","Retalhuleu","Material predominante pared","Madera",15983
"408","12","San Marcos","Material predominante pared","Madera",31395
"409","13","Huehuetenango","Material predominante pared","Madera",40657
"410","14","Quiché","Material predominante pared","Madera",47959
"411","15","Baja Verapaz","Material predominante pared","Madera",11127
"412","16","Alta Verapaz","Material predominante pared","Madera",134580
"413","17","Petén","Material predominante pared","Madera",68629
"414","18","Izabal","Material predominante pared","Madera",32429
"415","19","Zacapa","Material predominante pared","Madera",2943
"416","20","Chiquimula","Material predominante pared","Madera",757
"417","21","Jalapa","Material predominante pared","Madera",2843
"418","22","Jutiapa","Material predominante pared","Madera",1116
"419","1","Guatemala","Material predominante pared","Lamina metálica",64985
"420","2","El Progreso","Material predominante pared","Lamina metálica",1029
"421","3","Sacatepéquez","Material predominante pared","Lamina metálica",8171
"422","4","Chimaltenango","Material predominante pared","Lamina metálica",7270
"423","5","Escuintla","Material predominante pared","Lamina metálica",21086
"424","6","Santa Rosa","Material predominante pared","Lamina metálica",5991
