text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @BlankPetra: @RavenlilysHot @Johnldeboer @Thompson_DavidW @Delilahsulliv10 @EstherTheDoll @DarknGrim1 @legacyofjudas @creepycgirl @uncle…,FALSE,0,NA,2019-10-30T19:25:24Z,FALSE,NA,1189624361373839361,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Susan78English,2,TRUE,FALSE,NA,NA
RT @RCRracing: The iconic rock band @kiss headlined this year’s #Halloween pit crew competition! 🤘 https://t.co/YK1hjvoCza,FALSE,0,NA,2019-10-30T19:25:23Z,FALSE,NA,1189624356508446720,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",_Gonzi,44,TRUE,FALSE,NA,NA
RT @MamiGonzalez23: Monsters Inc 💖💚💙 #Halloween #Family https://t.co/ghIDXbK2aL,FALSE,0,NA,2019-10-30T19:25:23Z,FALSE,NA,1189624355581579271,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PNoriega03,2400,TRUE,FALSE,NA,NA
"RT @VialNite: Here’s a Halloween Tiki sketch. 
#FireEmblem #FEH #Halloween https://t.co/WC71MNpCZh",FALSE,0,NA,2019-10-30T19:25:23Z,FALSE,NA,1189624355447287808,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FrostyUnit,207,TRUE,FALSE,NA,NA
RT @beyondwrestling: Impressive rookie luchadore @NemesisLucha will compete against @Tony_Deppen in the #DiscoveryGauntlet at the #Hallowee…,FALSE,0,NA,2019-10-30T19:25:22Z,FALSE,NA,1189624354381991937,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",frospice,17,TRUE,FALSE,NA,NA
"RT @Park_Jihoon_twt: [#박지훈]

투투🐰의 Halloween ASMR이 내일 오후 6시에 진행됩니다👏🏻👏🏻
할로윈 저녁엔 지훈이와 함께해요😀

✔️ https://t.co/nSNvyPPUdH

#박지훈 #지훈 #ParkJihoon…",FALSE,0,NA,2019-10-30T19:25:22Z,FALSE,NA,1189624353731661825,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akikojihoonx,5671,TRUE,FALSE,NA,NA
"RT @jimmykimmel: It's almost #Halloween and that can only mean... “Hey Jimmy Kimmel, I Told My Kids I Ate All Their Halloween Candy"" #YouTu…",FALSE,0,NA,2019-10-30T19:25:22Z,FALSE,NA,1189624352058294272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",282615791727x,30,TRUE,FALSE,NA,NA
RT @TipsyBartender: We zombified the classic brain hemorrhage! It's ready for Halloween. 🎃 #halloween https://t.co/LDLiEkuUd1,FALSE,0,NA,2019-10-30T19:25:21Z,FALSE,NA,1189624348681785344,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joeizzle13,3,TRUE,FALSE,NA,NA
When you're the only male in the family at #Halloween. #CaveOn #Manwich #Costumes https://t.co/LHNlHVuJ8U,FALSE,0,NA,2019-10-30T19:25:21Z,FALSE,NA,1189624347834507264,NA,"<a href=""http://postplanner.com"" rel=""nofollow"">Post Planner Inc.</a>",OfficialManCave,0,FALSE,FALSE,NA,NA
"RT @HYEONGJUN_TH: 🎃𝑯𝒂𝒑𝒑𝒚 𝑯𝒂𝒍𝒍𝒐𝒘𝒆𝒆𝒏✨

‘This is Halloween’

สุขสันต์วันฮาโลวีน~👻

ครั้งนี้ฮยองจุนปกป้องวอนอิทไม่ได้แล้ว วอนอิทต้องปกป้องฮยอง…",FALSE,0,NA,2019-10-30T19:25:21Z,FALSE,NA,1189624347700256768,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",littlebee181,137,TRUE,FALSE,NA,NA
"RT @LifeAfter_en: #LifeAfter
#Update
#DailyEvent
#PhantomTale
When witches appears with crazy pumpkins , the moon whispers :” it’s near #Ha…",FALSE,0,NA,2019-10-30T19:25:20Z,FALSE,NA,1189624345733189632,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gebogID,60,TRUE,FALSE,NA,NA
"RT @BLCAgnew: Since it's almost All Hallows, here's a friendly reminder that SONG OF THE SEA is technically a #Halloween movie, and also on…",FALSE,0,NA,2019-10-30T19:25:20Z,FALSE,NA,1189624345238425603,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",thunderbay_,1,TRUE,FALSE,NA,NA
"RT @jimmykimmel: It's almost #Halloween and that can only mean... “Hey Jimmy Kimmel, I Told My Kids I Ate All Their Halloween Candy"" #YouTu…",FALSE,0,NA,2019-10-30T19:25:20Z,FALSE,NA,1189624344768593923,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retroplaya23,30,TRUE,FALSE,NA,NA
"RT @RevistaKuadro: 🎟️ #RevistaKuadroMeLleva 🎟️

A bailar con @SolomunMusic en una noche de #Halloween ¡épica! 

PASO 2 

🔥#RT
🔥 Follow en F…",FALSE,0,NA,2019-10-30T19:25:20Z,FALSE,NA,1189624342491086855,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",perdonxbrillar,9,TRUE,FALSE,NA,NA
"RT @SambaSports: 👻🎃 #Halloween spooktacular #competition 🎃👻

#Win a 5ft x 3ft #Samba SPEED GOAL - worth £8️⃣0️⃣

To enter:

☠️ Treat a frie…",FALSE,0,NA,2019-10-30T19:25:19Z,FALSE,NA,1189624341518045184,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",flaming_hearts,277,TRUE,FALSE,NA,NA
RT @ByeonDuck_: 선비님을 지키는 몽달귀신 #Halloween👻 https://t.co/qCfwrZ4JgR,FALSE,0,NA,2019-10-30T19:25:19Z,FALSE,NA,1189624341433970688,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ErzaSca51082597,110,TRUE,FALSE,NA,NA
"RT @WartTheWizard: Hope everyone has a wonderful day!! Getting so much closer to the weekend!!! Yayyy!! 🤪❤️🤘

Wart The Wizard - https://t.c…",FALSE,0,NA,2019-10-30T19:25:19Z,FALSE,NA,1189624341031542784,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",skin_skill,9,TRUE,FALSE,NA,NA
RT @RCRracing: The iconic rock band @kiss headlined this year’s #Halloween pit crew competition! 🤘 https://t.co/YK1hjvoCza,FALSE,0,NA,2019-10-30T19:25:19Z,FALSE,NA,1189624339869552642,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aubreyrachel9,44,TRUE,FALSE,NA,NA
"It is time!!! Cast your vote in our 8th Annual Pumpkin Carving Contest!

Vote Here:
https://t.co/apL6DFRRhW..

Help… https://t.co/n8NgsAao7O",FALSE,0,NA,2019-10-30T19:25:19Z,TRUE,NA,1189624338724671489,NA,"<a href=""https://socialpost.cc/"" rel=""nofollow"">SocialPost App</a>",StaffordTechno,0,FALSE,FALSE,NA,NA
"Check out these adorable Halloween costumes!

#DBLtake #Adorable #Halloween #TrickOrTreat #CutenessOverload https://t.co/kPxMSDuLuE",FALSE,0,NA,2019-10-30T19:25:18Z,FALSE,NA,1189624337428553728,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",dailyblastlive,0,FALSE,FALSE,NA,NA
#Halloween https://t.co/RojrEum2Eq,FALSE,0,NA,2019-10-30T19:25:18Z,FALSE,NA,1189624336937672705,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",___4B__,0,FALSE,FALSE,NA,NA
"RT @TeaProUK: Can you guess which herbal tea inspired us to come up with these fun Ancient Greek #Halloween Costumes? 🍵👻
(You can find out…",FALSE,0,NA,2019-10-30T19:25:17Z,FALSE,NA,1189624330675732480,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IyanaMusic,4,TRUE,FALSE,NA,NA
"#halloween             #happyhalloween                     #happyhalloween2019
#EXO… https://t.co/3U3juY8QlB",FALSE,0,NA,2019-10-30T19:25:17Z,TRUE,NA,1189624330373816320,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",malibiton1964,0,FALSE,FALSE,NA,NA
RT @nct_127: 3 years later and this is still the most iconic effortless #Halloween costume ever https://t.co/KTmNgQ0JnO,FALSE,0,NA,2019-10-30T19:25:16Z,FALSE,NA,1189624328280653825,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jazysdreamplace,328,TRUE,FALSE,NA,NA
RT @iva_toc: #trickrtreat #TrickorTreats #Halloween #halloween2019 #Halloween19 #HappyHalloween #HappyHalloween2019 #haveaniceday OffLine…,FALSE,0,NA,2019-10-30T19:25:16Z,FALSE,NA,1189624327982858240,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Doonalee64Lee,66,TRUE,FALSE,NA,NA
RT @ArqEgipciaInfo: Neste episódio do #Arqueologiro vocês conhecerão algumas descobertas arqueológicas relacionadas com os mitos dos vampir…,FALSE,0,NA,2019-10-30T19:25:16Z,FALSE,NA,1189624326968020992,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Eron_T,1,TRUE,FALSE,NA,NA
RT @arthurpbs: Tomorrow is #Halloween! Are you ready to tell #spooky stories? https://t.co/RfAdtXYFJR,FALSE,0,NA,2019-10-30T19:25:16Z,FALSE,NA,1189624325894234114,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",msheathercole,15,TRUE,FALSE,NA,NA
"RT @TairaRyohey: 静香ちゃん！ハッピーハロウィン！
#Halloween https://t.co/F2JRRnYcsK",FALSE,0,NA,2019-10-30T19:25:15Z,FALSE,NA,1189624323486543872,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hidaritika,165,TRUE,FALSE,NA,NA
"RT @NEHgov: Time for spirits, ghosts, and ghouls! Take a look back at #Halloween history with #ChroniclingAmerica and @NEH_PresAccess. #NEH…",FALSE,0,NA,2019-10-30T19:25:14Z,FALSE,NA,1189624321272176640,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NEH_PubPrograms,1,TRUE,FALSE,NA,NA
"Be sure to download &amp; print this FREE coloring page and don't forget to tag @JerrytheBearCo!

@BeyondType1… https://t.co/JmLz4insTX",FALSE,0,JerrytheBearCo,2019-10-30T19:25:14Z,TRUE,1189624307477110787,1189624321167319042,286450135,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JerrytheBearCo,0,FALSE,FALSE,NA,NA
"RT @beeyallday_: Aclamação!! 

Ciara e Russell Wilson se fantasiaram de Beyoncé e JAY-Z em Apeshit! #Halloween https://t.co/DLgecxZIuN",FALSE,0,NA,2019-10-30T19:25:14Z,FALSE,NA,1189624321054035968,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cle_Portilla,33,TRUE,FALSE,NA,NA
"RT @holiday_moons: It's National Candy Corn Day - one day before Halloween! Some people love this candy, and some hate it. We enjoy it when…",FALSE,0,NA,2019-10-30T19:25:14Z,FALSE,NA,1189624320978571264,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NintendoJock64,290,TRUE,FALSE,NA,NA
RT @yomi_UR: #Halloween https://t.co/2BSXiJdP1T,FALSE,0,NA,2019-10-30T19:25:14Z,FALSE,NA,1189624317853626368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AmariaMigardine,580,TRUE,FALSE,NA,NA
RT @LygonCotswolds: It is looking spook-tacular in the courtyard this Halloween... 🎃 #pumpkin #pumpkincarving #Pumpkins #Halloween #hallowe…,FALSE,0,NA,2019-10-30T19:25:13Z,FALSE,NA,1189624316746440704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MandCoJewellers,2,TRUE,FALSE,NA,NA
"RT @TurtleBeach: Enter our spOOky #Halloween giveaway for your chance to win #LuigisMansion3 and a Recon 70 headset!

👻 RT this tweet
👻 FOL…",FALSE,0,NA,2019-10-30T19:25:13Z,FALSE,NA,1189624315739815936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_TheMercy_,312,TRUE,FALSE,NA,NA
"RT @yevacodes: Happy Halloween Eve! My sisters and I are ready with our @BeatSaber costumes!

#Halloween @PanicAtTheDisco #HighHopes #BeatS…",FALSE,0,NA,2019-10-30T19:25:13Z,FALSE,NA,1189624315722924032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CodeInVR,35,TRUE,FALSE,NA,NA
"RT @mikandynothem: Now, that's what I call properly dressed Halloween candy!  #Trump2020!
#MAGA #FoxNews #tcot 
#WednesdayMotivation 
#Wedn…",FALSE,0,NA,2019-10-30T19:25:13Z,FALSE,NA,1189624313793646598,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RoseDC11,91,TRUE,FALSE,NA,NA
"RT @SelectNorwich_C: #CompetitionTime! Can you guess what we are going to carve into the pumpkin? Hint: it's spooky

Enter for your chance…",FALSE,0,NA,2019-10-30T19:25:12Z,FALSE,NA,1189624312556380160,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",annasun1812,34,TRUE,FALSE,NA,NA
When you remember #Halloween is #tomorrow https://t.co/bsOCbw1F8w,FALSE,0,NA,2019-10-30T19:25:12Z,FALSE,NA,1189624312212414465,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PHP_NY,0,FALSE,FALSE,NA,NA
RT @VisitBCN_ES: El @PobleEspanyol se convierte este #findesemana en uno de los sitios más terroríficos y divertidos de la ciudad... ¡Llega…,FALSE,0,NA,2019-10-30T19:25:12Z,FALSE,NA,1189624311444885504,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",exec_tours,5,TRUE,FALSE,NA,NA
"RT @TurtleBeach: Enter our spOOky #Halloween giveaway for your chance to win #LuigisMansion3 and a Recon 70 headset!

👻 RT this tweet
👻 FOL…",FALSE,0,NA,2019-10-30T19:25:12Z,FALSE,NA,1189624310165463040,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SirDylanBryant,312,TRUE,FALSE,NA,NA
"RT @dandan_pa: #Halloween 
#Okko
🎃🍭🍬 https://t.co/c1AJLaHgar",FALSE,0,NA,2019-10-30T19:25:12Z,FALSE,NA,1189624310144655360,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",doshhkss,4,TRUE,FALSE,NA,NA
My #nursing #education #Halloween #costume today was very scary. I was a dreaded Select All That Apply question.… https://t.co/suFoLoCuIm,FALSE,0,NA,2019-10-30T19:25:12Z,TRUE,NA,1189624309708447744,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",pkferguson,0,FALSE,FALSE,NA,NA
"RT @peraltaprjct: “EL CUCO” Tee
Drops tomorrow for Halloween at the shop @tallerperaltany and online. 
#peraltaproject #ElCuco #Halloween h…",FALSE,0,NA,2019-10-30T19:25:11Z,FALSE,NA,1189624307699183620,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Jonez_e,4,TRUE,FALSE,NA,NA
Halloween is more than just candy- it's about the costumes too! How are you dressing your Jerry up? We want to see!… https://t.co/znG6TG5icV,FALSE,0,NA,2019-10-30T19:25:11Z,TRUE,NA,1189624307477110787,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JerrytheBearCo,0,FALSE,FALSE,NA,NA
"RT @43_pon: #Halloween 
🌿🎃🐶🐱 https://t.co/2cPDaQwMp5",FALSE,0,NA,2019-10-30T19:25:11Z,FALSE,NA,1189624304901734401,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DeadlyRaven,614,TRUE,FALSE,NA,NA
"Tomorrow is #Halloween !!! 🎃👻 
It might seem like a small amount of time, but an awful lot can happen in a minute a… https://t.co/lfnFKzZEDg",FALSE,0,NA,2019-10-30T19:25:11Z,TRUE,NA,1189624304557793281,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",tony_leitao,0,FALSE,FALSE,NA,NA
"Nothing says loving like a good #Halloween stream of #ZombiesVsHumans! Join us, this October 30th at 1pm PT, for al… https://t.co/8b7PIYlb7o",FALSE,0,NA,2019-10-30T19:25:10Z,TRUE,NA,1189624304004222976,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",GiveawaysHype,0,FALSE,FALSE,NA,NA
"RT @ThatoneDooMWolf: Been seeing lots of Taomon art lately...ARE YOU FINALLY GIVING THE PROPER ATTENTION TO THE BEST DIGIMON?

#Taomon #Bes…",FALSE,0,NA,2019-10-30T19:25:10Z,FALSE,NA,1189624303811223555,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Idfk63859716,39,TRUE,FALSE,NA,NA
"With #Halloween around the corner, make sure your children are #immunized. Follow these steps and get your flu shot… https://t.co/8HxkhnvzGc",FALSE,0,NA,2019-10-30T19:25:10Z,TRUE,NA,1189624303790313474,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",lapublichealth,0,FALSE,FALSE,NA,NA
"@BreakfastNews 

Stop going on about #Halloween it's unAustralian 😋😋😋

#notnews",FALSE,0,BreakfastNews,2019-10-30T19:25:10Z,FALSE,NA,1189624302401835013,16463397,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mrspinchbeck,0,FALSE,FALSE,NA,NA
RT @Folio_livres: Découvrez notre sélection de lectures effrayantes pour #Halloween sur le site Folio : https://t.co/fZgYFDDHKM https://t.c…,FALSE,0,NA,2019-10-30T19:25:10Z,FALSE,NA,1189624301680545798,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",philippehuchet1,1,TRUE,FALSE,NA,NA
RT @nct_127: 3 years later and this is still the most iconic effortless #Halloween costume ever https://t.co/KTmNgQ0JnO,FALSE,0,NA,2019-10-30T19:25:10Z,FALSE,NA,1189624300640161793,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Abeyssi_,328,TRUE,FALSE,NA,NA
"RT @buitengebieden_: Can’t.. stop.. laughing.. 😂

#Halloween https://t.co/JcjP6EUfuX",FALSE,0,NA,2019-10-30T19:25:10Z,FALSE,NA,1189624300405432322,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Phull_Of_It,305,TRUE,FALSE,NA,NA
"RT @mikandynothem: Just when ISIS thought pulling U.S. troops would make them safe, Abu Bakr al-Baghdadi and successor were,""Terminated by…",FALSE,0,NA,2019-10-30T19:25:09Z,FALSE,NA,1189624299939913729,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DiannaRoyal7,148,TRUE,FALSE,NA,NA
"RT @TurtleBeach: Enter our spOOky #Halloween giveaway for your chance to win #LuigisMansion3 and a Recon 70 headset!

👻 RT this tweet
👻 FOL…",FALSE,0,NA,2019-10-30T19:25:09Z,FALSE,NA,1189624297662357504,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",kaflickinger74,312,TRUE,FALSE,NA,NA
"Which is your most craziest sexual fantasy? 😈🔥
¿Cuál es tu fantasía sexual más aterradora? 

#halloween #party… https://t.co/McA71xP1o2",FALSE,0,NA,2019-10-30T19:25:09Z,TRUE,NA,1189624297658159106,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",BlueNightBCN,0,FALSE,FALSE,NA,NA
"RT @GG_RMC: ""Il y a des abrutis qui comparent les femmes voilées à des sorcières d'#Halloween ! C'est n'importe quoi !!!"" @ZohraBitan #voil…",FALSE,0,NA,2019-10-30T19:25:09Z,FALSE,NA,1189624297268170754,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pimouss03407053,39,TRUE,FALSE,NA,NA
"Who's getting excited for Halloween? 🙋👌🙋‍♂️

#Halloween #ScaryStories https://t.co/hlrAs77Jb0",FALSE,0,NA,2019-10-30T19:25:09Z,FALSE,NA,1189624296601194500,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",TheNeedToLive,0,FALSE,FALSE,NA,NA
RT @RCRracing: The iconic rock band @kiss headlined this year’s #Halloween pit crew competition! 🤘 https://t.co/YK1hjvoCza,FALSE,0,NA,2019-10-30T19:25:09Z,FALSE,NA,1189624296299257864,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",piracicaba_ki,44,TRUE,FALSE,NA,NA
"🎃🥃 This #Halloween we welcome Glamourie for an evening of traditional Scottish storytelling, Clarsach &amp; 3 guided ta… https://t.co/URRVNfMUy4",FALSE,0,NA,2019-10-30T19:25:08Z,TRUE,NA,1189624295925919752,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",HolyroodWhisky,0,FALSE,FALSE,NA,NA
"Todo listo en #SuperTaco para celebrar el primer #DíaDeMuertos en #FerialPlaza 💮💀🏵️👉 https://t.co/chGJGFQRE0
➡️2x1… https://t.co/bWg4eINtaR",FALSE,0,NA,2019-10-30T19:25:08Z,TRUE,NA,1189624295699501056,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",FerialPlaza,0,FALSE,FALSE,NA,NA
"RT @NotTRUE0518: 🎃HQ!!pumpkin!?  
😝woooooh ~~

#Halloween 
#ハイキュー https://t.co/FNqaLzVERr",FALSE,0,NA,2019-10-30T19:25:08Z,FALSE,NA,1189624293950398464,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",GeekCrazyGirl,166,TRUE,FALSE,NA,NA
"TONIGHT SPOOKTACULAR #DianeOConnor MC, #Seanmarshall, #Jayde Eames, #JohnOKeeffe – Halloween Special. 
To Book!… https://t.co/Ud1kVgSyVA",FALSE,0,NA,2019-10-30T19:25:08Z,TRUE,NA,1189624293933703168,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",BattleoftheAxe1,0,FALSE,FALSE,NA,NA
20 family-friendly #Halloween movies (and where to stream them)  https://t.co/Q5MwfqkgxS,FALSE,0,NA,2019-10-30T19:25:08Z,FALSE,NA,1189624293291941888,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",thunderbay_,0,FALSE,FALSE,NA,NA
We hope everyone is enjoying the delights of the Halloween season! #WeBuildCommunity #Halloween #SumidaGardens https://t.co/2QtT5uIOrj,FALSE,0,NA,2019-10-30T19:25:08Z,FALSE,NA,1189624293069611008,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",towbesgroup,0,FALSE,FALSE,NA,NA
RT @PopCrave: .@NickiMinaj and her husband slay #Halloween costume as Chucky and Tiffany. 🔪 https://t.co/8vtCoTiXBz,FALSE,0,NA,2019-10-30T19:25:06Z,FALSE,NA,1189624287482667008,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stajdjdjdi,93,TRUE,FALSE,NA,NA
